Treatment,Plot Number,Quadrat Number,Fenced,Gap,Life Form,Year,0
Gap,8,4,False,True,Large Forb/Herb,3,0.0847457627118644
Gap,8,4,False,True,Large Forb/Herb,6,0.2824858757062147
Gap,8,4,False,True,Large Tufted grass/sedge,0,0.03389830508474576
Gap,8,4,False,True,Large Tufted grass/sedge,3,0.03389830508474576
Gap,8,4,False,True,Large Tufted grass/sedge,6,0.0
Gap,8,4,False,True,Medium Forb/Herb,0,0.022598870056497175
Gap,8,4,False,True,Medium Forb/Herb,3,0.04519774011299435
Gap,8,4,False,True,Medium Forb/Herb,6,0.02824858757062147
Gap,8,4,False,True,Medium Non-tufted grass/sedge,0,0.03389830508474576
Gap,8,4,False,True,Medium Non-tufted grass/sedge,3,0.03389830508474576
Gap,8,4,False,True,Medium Non-tufted grass/sedge,6,0.005649717514124294
Gap,8,4,False,True,Medium Tufted grass/sedge,0,0.0
Gap,8,4,False,True,Medium Tufted grass/sedge,3,0.0
Gap,8,4,False,True,Medium Tufted grass/sedge,6,0.03389830508474576
Gap,8,4,False,True,Prostrate or Mat-forming Forb/Herb,0,0.04519774011299435
Gap,8,4,False,True,Prostrate or Mat-forming Forb/Herb,3,0.03389830508474576
Gap,8,4,False,True,Prostrate or Mat-forming Forb/Herb,6,0.011299435028248588
Gap,8,4,False,True,Shrub,0,0.005649717514124294
Gap,8,4,False,True,Shrub,3,0.0
Gap,8,4,False,True,Shrub,6,0.0
Gap,8,4,False,True,Small Non-tufted grass/sedge,0,0.005649717514124294
Gap,8,4,False,True,Small Non-tufted grass/sedge,3,0.0
Gap,8,4,False,True,Small Non-tufted grass/sedge,6,0.0
Gap,8,4,False,True,Small Tufted grass/sedge,0,0.03954802259887006
Gap,8,4,False,True,Small Tufted grass/sedge,3,0.03389830508474576
Gap,8,4,False,True,Small Tufted grass/sedge,6,0.03954802259887006
Gap,8,4,False,True,Tufted Ground Fern,0,0.005649717514124294
Gap,8,4,False,True,Tufted Ground Fern,3,0.005649717514124294
Gap,8,4,False,True,Tufted Ground Fern,6,0.03389830508474576
Gap,8,5,False,False,Large Forb/Herb,0,0.2099236641221374
Gap,8,5,False,False,Large Forb/Herb,3,0.29389312977099236
Gap,8,5,False,False,Large Forb/Herb,6,0.1984732824427481
Gap,8,5,False,False,Medium Forb/Herb,0,0.03816793893129771
Gap,8,5,False,False,Medium Forb/Herb,3,0.04198473282442748
Gap,8,5,False,False,Medium Forb/Herb,6,0.026717557251908396
Gap,8,5,False,False,Medium Non-tufted grass/sedge,0,0.003816793893129771
Gap,8,5,False,False,Medium Non-tufted grass/sedge,3,0.003816793893129771
Gap,8,5,False,False,Medium Non-tufted grass/sedge,6,0.003816793893129771
Gap,8,5,False,False,Medium Tufted grass/sedge,0,0.04580152671755725
Gap,8,5,False,False,Medium Tufted grass/sedge,3,0.022900763358778626
Gap,8,5,False,False,Medium Tufted grass/sedge,6,0.011450381679389313
Gap,8,5,False,False,Prostrate or Mat-forming Forb/Herb,0,0.007633587786259542
Gap,8,5,False,False,Prostrate or Mat-forming Forb/Herb,3,0.007633587786259542
Gap,8,5,False,False,Prostrate or Mat-forming Forb/Herb,6,0.007633587786259542
Gap,8,5,False,False,Small Non-tufted grass/sedge,0,0.003816793893129771
Gap,8,5,False,False,Small Non-tufted grass/sedge,3,0.003816793893129771
Gap,8,5,False,False,Small Non-tufted grass/sedge,6,0.0
Gap,8,5,False,False,Small Tufted grass/sedge,0,0.022900763358778626
Gap,8,5,False,False,Small Tufted grass/sedge,3,0.030534351145038167
Gap,8,5,False,False,Small Tufted grass/sedge,6,0.015267175572519083
Gap,8,6,False,True,Large Forb/Herb,0,0.22195704057279236
Gap,8,6,False,True,Large Forb/Herb,3,0.19809069212410502
Gap,8,6,False,True,Large Forb/Herb,6,0.22195704057279236
Gap,8,6,False,True,Medium Forb/Herb,0,0.014319809069212411
Gap,8,6,False,True,Medium Forb/Herb,3,0.031026252983293555
Gap,8,6,False,True,Medium Forb/Herb,6,0.00954653937947494
Gap,8,6,False,True,Medium Non-tufted grass/sedge,0,0.002386634844868735
Gap,8,6,False,True,Medium Non-tufted grass/sedge,3,0.0
Gap,8,6,False,True,Medium Non-tufted grass/sedge,6,0.00477326968973747
Gap,8,6,False,True,Medium Tufted grass/sedge,0,0.002386634844868735
Gap,8,6,False,True,Medium Tufted grass/sedge,3,0.00477326968973747
Gap,8,6,False,True,Medium Tufted grass/sedge,6,0.2171837708830549
Gap,8,6,False,True,Prostrate or Mat-forming Forb/Herb,0,0.0
Gap,8,6,False,True,Prostrate or Mat-forming Forb/Herb,3,0.002386634844868735
Gap,8,6,False,True,Prostrate or Mat-forming Forb/Herb,6,0.016706443914081145
Gap,8,6,False,True,Small Non-tufted grass/sedge,0,0.002386634844868735
Gap,8,6,False,True,Small Non-tufted grass/sedge,3,0.014319809069212411
Gap,8,6,False,True,Small Non-tufted grass/sedge,6,0.002386634844868735
Gap,8,6,False,True,Small Tufted grass/sedge,0,0.016706443914081145
Gap,8,6,False,True,Small Tufted grass/sedge,3,0.016706443914081145
Gap,8,6,False,True,Small Tufted grass/sedge,6,0.0
Gap,8,7,False,False,Large Forb/Herb,0,0.20833333333333334
Gap,8,7,False,False,Large Forb/Herb,3,0.2159090909090909
Gap,8,7,False,False,Large Forb/Herb,6,0.12121212121212122
Gap,8,7,False,False,Medium Forb/Herb,0,0.041666666666666664
Gap,8,7,False,False,Medium Forb/Herb,3,0.030303030303030304
Gap,8,7,False,False,Medium Forb/Herb,6,0.015151515151515152
Gap,8,7,False,False,Medium Non-tufted grass/sedge,0,0.022727272727272728
Gap,8,7,False,False,Medium Non-tufted grass/sedge,3,0.022727272727272728
Gap,8,7,False,False,Medium Non-tufted grass/sedge,6,0.003787878787878788
Gap,8,7,False,False,Medium Tufted grass/sedge,0,0.026515151515151516
Gap,8,7,False,False,Medium Tufted grass/sedge,3,0.026515151515151516
Gap,8,7,False,False,Medium Tufted grass/sedge,6,0.007575757575757576
Gap,8,7,False,False,Non-tufted Ground Fern,0,0.056818181818181816
Gap,8,7,False,False,Non-tufted Ground Fern,3,0.022727272727272728
Gap,8,7,False,False,Non-tufted Ground Fern,6,0.056818181818181816
Gap,8,7,False,False,Prostrate or Mat-forming Forb/Herb,0,0.026515151515151516
Gap,8,7,False,False,Prostrate or Mat-forming Forb/Herb,3,0.026515151515151516
Gap,8,7,False,False,Prostrate or Mat-forming Forb/Herb,6,0.007575757575757576
Gap,8,7,False,False,Small Non-tufted grass/sedge,0,0.003787878787878788
Gap,8,7,False,False,Small Non-tufted grass/sedge,3,0.0
Gap,8,7,False,False,Small Non-tufted grass/sedge,6,0.0
Gap,8,7,False,False,Small Tufted grass/sedge,0,0.026515151515151516
Gap,8,7,False,False,Small Tufted grass/sedge,3,0.022727272727272728
Gap,8,7,False,False,Small Tufted grass/sedge,6,0.007575757575757576
Gap,8,8,False,False,Large Forb/Herb,0,0.24766355140186916
Gap,8,8,False,False,Large Forb/Herb,3,0.24299065420560748
Gap,8,8,False,False,Large Forb/Herb,6,0.24299065420560748
Gap,8,8,False,False,Large Shrub to Medium Tree,0,0.0
Gap,8,8,False,False,Large Shrub to Medium Tree,3,0.004672897196261682
Gap,8,8,False,False,Large Shrub to Medium Tree,6,0.0
Gap,8,8,False,False,Large Tufted grass/sedge,0,0.07009345794392523
Gap,8,8,False,False,Large Tufted grass/sedge,3,0.028037383177570093
Gap,8,8,False,False,Large Tufted grass/sedge,6,0.0
Gap,8,8,False,False,Medium Forb/Herb,0,0.02336448598130841
Gap,8,8,False,False,Medium Forb/Herb,3,0.014018691588785047
Gap,8,8,False,False,Medium Forb/Herb,6,0.0
Gap,8,8,False,False,Medium Non-tufted grass/sedge,0,0.004672897196261682
Gap,8,8,False,False,Medium Non-tufted grass/sedge,3,0.004672897196261682
Gap,8,8,False,False,Medium Non-tufted grass/sedge,6,0.004672897196261682
Gap,8,8,False,False,Medium Tufted grass/sedge,0,0.03271028037383177
Gap,8,8,False,False,Medium Tufted grass/sedge,3,0.004672897196261682
Gap,8,8,False,False,Medium Tufted grass/sedge,6,0.009345794392523364
Gap,8,8,False,False,Prostrate or Mat-forming Forb/Herb,0,0.028037383177570093
Gap,8,8,False,False,Prostrate or Mat-forming Forb/Herb,3,0.0
Gap,8,8,False,False,Prostrate or Mat-forming Forb/Herb,6,0.004672897196261682
Gap,8,8,False,False,Small Non-tufted grass/sedge,0,0.004672897196261682
Gap,8,8,False,False,Small Non-tufted grass/sedge,3,0.004672897196261682
Gap,8,8,False,False,Small Non-tufted grass/sedge,6,0.0
Gap,8,8,False,False,Small Tufted grass/sedge,0,0.009345794392523364
Gap,8,8,False,False,Small Tufted grass/sedge,3,0.009345794392523364
Gap,8,8,False,False,Small Tufted grass/sedge,6,0.004672897196261682
Gap,8,9,False,True,Large Forb/Herb,0,0.16666666666666666
Gap,8,9,False,True,Large Forb/Herb,3,0.13271604938271606
Gap,8,9,False,True,Large Forb/Herb,6,0.15432098765432098
Gap,8,9,False,True,Medium Forb/Herb,0,0.046296296296296294
Gap,8,9,False,True,Medium Forb/Herb,3,0.07098765432098765
Gap,8,9,False,True,Medium Forb/Herb,6,0.0
Gap,8,9,False,True,Medium Non-tufted grass/sedge,0,0.018518518518518517
Gap,8,9,False,True,Medium Non-tufted grass/sedge,3,0.018518518518518517
Gap,8,9,False,True,Medium Non-tufted grass/sedge,6,0.0
Gap,8,9,False,True,Medium Tufted grass/sedge,0,0.0
Gap,8,9,False,True,Medium Tufted grass/sedge,3,0.0
Gap,8,9,False,True,Medium Tufted grass/sedge,6,0.0030864197530864196
Gap,8,9,False,True,Prostrate or Mat-forming Forb/Herb,0,0.024691358024691357
Gap,8,9,False,True,Prostrate or Mat-forming Forb/Herb,3,0.024691358024691357
Gap,8,9,False,True,Prostrate or Mat-forming Forb/Herb,6,0.0030864197530864196
Gap,8,9,False,True,Small Non-tufted grass/sedge,0,0.0
Gap,8,9,False,True,Small Non-tufted grass/sedge,3,0.0030864197530864196
Gap,8,9,False,True,Small Non-tufted grass/sedge,6,0.0
Gap,8,9,False,True,Small Tufted grass/sedge,0,0.1574074074074074
Gap,8,9,False,True,Small Tufted grass/sedge,3,0.1574074074074074
Gap,8,9,False,True,Small Tufted grass/sedge,6,0.018518518518518517
Gap,8,10,False,True,Large Forb/Herb,0,0.05507246376811594
Gap,8,10,False,True,Large Forb/Herb,3,0.0782608695652174
Gap,8,10,False,True,Large Forb/Herb,6,0.0927536231884058
Gap,8,10,False,True,Large Tufted grass/sedge,0,0.017391304347826087
Gap,8,10,False,True,Large Tufted grass/sedge,3,0.043478260869565216
Gap,8,10,False,True,Large Tufted grass/sedge,6,0.0
Gap,8,10,False,True,Medium Forb/Herb,0,0.017391304347826087
Gap,8,10,False,True,Medium Forb/Herb,3,0.043478260869565216
Gap,8,10,False,True,Medium Forb/Herb,6,0.008695652173913044
Gap,8,10,False,True,Medium Non-tufted grass/sedge,0,0.14492753623188406
Gap,8,10,False,True,Medium Non-tufted grass/sedge,3,0.08695652173913043
Gap,8,10,False,True,Medium Non-tufted grass/sedge,6,0.017391304347826087
Gap,8,10,False,True,Prostrate or Mat-forming Forb/Herb,0,0.26666666666666666
Gap,8,10,False,True,Prostrate or Mat-forming Forb/Herb,3,0.017391304347826087
Gap,8,10,False,True,Prostrate or Mat-forming Forb/Herb,6,0.002898550724637681
Gap,8,10,False,True,Small Tufted grass/sedge,0,0.0463768115942029
Gap,8,10,False,True,Small Tufted grass/sedge,3,0.043478260869565216
Gap,8,10,False,True,Small Tufted grass/sedge,6,0.017391304347826087
Gap,8,11,False,True,Large Forb/Herb,0,0.14538310412573674
Gap,8,11,False,True,Large Forb/Herb,3,0.1787819253438114
Gap,8,11,False,True,Large Forb/Herb,6,0.2180746561886051
Gap,8,11,False,True,Large Tufted grass/sedge,0,0.0
Gap,8,11,False,True,Large Tufted grass/sedge,3,0.0019646365422396855
Gap,8,11,False,True,Large Tufted grass/sedge,6,0.0019646365422396855
Gap,8,11,False,True,Medium Forb/Herb,0,0.023575638506876228
Gap,8,11,False,True,Medium Forb/Herb,3,0.0412573673870334
Gap,8,11,False,True,Medium Forb/Herb,6,0.019646365422396856
Gap,8,11,False,True,Medium Non-tufted grass/sedge,0,0.09823182711198428
Gap,8,11,False,True,Medium Non-tufted grass/sedge,3,0.137524557956778
Gap,8,11,False,True,Medium Non-tufted grass/sedge,6,0.011787819253438114
Gap,8,11,False,True,Medium Tufted grass/sedge,0,0.0
Gap,8,11,False,True,Medium Tufted grass/sedge,3,0.0
Gap,8,11,False,True,Medium Tufted grass/sedge,6,0.0019646365422396855
Gap,8,11,False,True,Prostrate or Mat-forming Forb/Herb,0,0.003929273084479371
Gap,8,11,False,True,Prostrate or Mat-forming Forb/Herb,3,0.003929273084479371
Gap,8,11,False,True,Prostrate or Mat-forming Forb/Herb,6,0.0
Gap,8,11,False,True,Small Tufted grass/sedge,0,0.10019646365422397
Gap,8,11,False,True,Small Tufted grass/sedge,3,0.011787819253438114
Gap,8,11,False,True,Small Tufted grass/sedge,6,0.0
Gap,8,12,False,False,Large Forb/Herb,0,0.23387096774193547
Gap,8,12,False,False,Large Forb/Herb,3,0.13978494623655913
Gap,8,12,False,False,Large Forb/Herb,6,0.24731182795698925
Gap,8,12,False,False,Large Tufted grass/sedge,0,0.0
Gap,8,12,False,False,Large Tufted grass/sedge,3,0.002688172043010753
Gap,8,12,False,False,Large Tufted grass/sedge,6,0.002688172043010753
Gap,8,12,False,False,Medium Forb/Herb,0,0.016129032258064516
Gap,8,12,False,False,Medium Forb/Herb,3,0.01881720430107527
Gap,8,12,False,False,Medium Forb/Herb,6,0.056451612903225805
Gap,8,12,False,False,Medium Non-tufted grass/sedge,0,0.016129032258064516
Gap,8,12,False,False,Medium Non-tufted grass/sedge,3,0.016129032258064516
Gap,8,12,False,False,Medium Non-tufted grass/sedge,6,0.016129032258064516
Gap,8,12,False,False,Medium Tufted grass/sedge,0,0.016129032258064516
Gap,8,12,False,False,Medium Tufted grass/sedge,3,0.016129032258064516
Gap,8,12,False,False,Medium Tufted grass/sedge,6,0.002688172043010753
Gap,8,12,False,False,Prostrate or Mat-forming Forb/Herb,0,0.08333333333333333
Gap,8,12,False,False,Prostrate or Mat-forming Forb/Herb,3,0.016129032258064516
Gap,8,12,False,False,Prostrate or Mat-forming Forb/Herb,6,0.021505376344086023
Gap,8,12,False,False,Small Non-tufted grass/sedge,0,0.002688172043010753
Gap,8,12,False,False,Small Non-tufted grass/sedge,3,0.002688172043010753
Gap,8,12,False,False,Small Non-tufted grass/sedge,6,0.0
Gap,8,12,False,False,Small Tufted grass/sedge,0,0.01881720430107527
Gap,8,12,False,False,Small Tufted grass/sedge,3,0.01881720430107527
Gap,8,12,False,False,Small Tufted grass/sedge,6,0.03494623655913978
Gap,8,13,False,False,Large Forb/Herb,0,0.07838479809976247
Gap,8,13,False,False,Large Forb/Herb,3,0.34441805225653205
Gap,8,13,False,False,Large Forb/Herb,6,0.4085510688836104
Gap,8,13,False,False,Medium Forb/Herb,0,0.004750593824228029
Gap,8,13,False,False,Medium Forb/Herb,3,0.0498812351543943
Gap,8,13,False,False,Medium Forb/Herb,6,0.009501187648456057
Gap,8,13,False,False,Medium Non-tufted grass/sedge,0,0.014251781472684086
Gap,8,13,False,False,Medium Non-tufted grass/sedge,3,0.014251781472684086
Gap,8,13,False,False,Medium Non-tufted grass/sedge,6,0.014251781472684086
Gap,8,13,False,False,Medium Tufted grass/sedge,0,0.0
Gap,8,13,False,False,Medium Tufted grass/sedge,3,0.014251781472684086
Gap,8,13,False,False,Medium Tufted grass/sedge,6,0.0
Gap,8,13,False,False,Prostrate or Mat-forming Forb/Herb,0,0.0
Gap,8,13,False,False,Prostrate or Mat-forming Forb/Herb,3,0.0023752969121140144
Gap,8,13,False,False,Prostrate or Mat-forming Forb/Herb,6,0.004750593824228029
Gap,8,13,False,False,Small Non-tufted grass/sedge,0,0.0023752969121140144
Gap,8,13,False,False,Small Non-tufted grass/sedge,3,0.014251781472684086
Gap,8,13,False,False,Small Non-tufted grass/sedge,6,0.0023752969121140144
Gap,8,13,False,False,Small Tufted grass/sedge,0,0.0023752969121140144
Gap,8,13,False,False,Small Tufted grass/sedge,3,0.014251781472684086
Gap,8,13,False,False,Small Tufted grass/sedge,6,0.004750593824228029
Gap,8,14,False,True,Climber,0,0.0019880715705765406
Gap,8,14,False,True,Climber,3,0.0
Gap,8,14,False,True,Climber,6,0.0
Gap,8,14,False,True,Large Forb/Herb,0,0.22465208747514911
Gap,8,14,False,True,Large Forb/Herb,3,0.14512922465208747
Gap,8,14,False,True,Large Forb/Herb,6,0.2485089463220676
Gap,8,14,False,True,Large Tufted grass/sedge,0,0.05964214711729622
Gap,8,14,False,True,Large Tufted grass/sedge,3,0.0
Gap,8,14,False,True,Large Tufted grass/sedge,6,0.0019880715705765406
Gap,8,14,False,True,Medium Forb/Herb,0,0.02584493041749503
Gap,8,14,False,True,Medium Forb/Herb,3,0.02584493041749503
Gap,8,14,False,True,Medium Forb/Herb,6,0.06958250497017893
Gap,8,14,False,True,Medium Non-tufted grass/sedge,0,0.05964214711729622
Gap,8,14,False,True,Medium Non-tufted grass/sedge,3,0.011928429423459244
Gap,8,14,False,True,Medium Non-tufted grass/sedge,6,0.02982107355864811
Gap,8,14,False,True,Medium Tufted grass/sedge,0,0.0019880715705765406
Gap,8,14,False,True,Medium Tufted grass/sedge,3,0.0019880715705765406
Gap,8,14,False,True,Medium Tufted grass/sedge,6,0.0
Gap,8,14,False,True,Prostrate or Mat-forming Forb/Herb,0,0.017892644135188866
Gap,8,14,False,True,Prostrate or Mat-forming Forb/Herb,3,0.0019880715705765406
Gap,8,14,False,True,Prostrate or Mat-forming Forb/Herb,6,0.02584493041749503
Gap,8,14,False,True,Small Non-tufted grass/sedge,0,0.011928429423459244
Gap,8,14,False,True,Small Non-tufted grass/sedge,3,0.0
Gap,8,14,False,True,Small Non-tufted grass/sedge,6,0.0
Gap,8,14,False,True,Small Tufted grass/sedge,0,0.02982107355864811
Gap,8,14,False,True,Small Tufted grass/sedge,3,0.0019880715705765406
Gap,8,14,False,True,Small Tufted grass/sedge,6,0.0019880715705765406
Gap,8,15,False,True,Large Forb/Herb,0,0.25170068027210885
Gap,8,15,False,True,Large Forb/Herb,3,0.1326530612244898
Gap,8,15,False,True,Large Forb/Herb,6,0.24489795918367346
Gap,8,15,False,True,Medium Forb/Herb,0,0.034013605442176874
Gap,8,15,False,True,Medium Forb/Herb,3,0.07482993197278912
Gap,8,15,False,True,Medium Forb/Herb,6,0.023809523809523808
Gap,8,15,False,True,Medium Non-tufted grass/sedge,0,0.02040816326530612
Gap,8,15,False,True,Medium Non-tufted grass/sedge,3,0.02040816326530612
Gap,8,15,False,True,Medium Non-tufted grass/sedge,6,0.0
Gap,8,15,False,True,Medium Tufted grass/sedge,0,0.05102040816326531
Gap,8,15,False,True,Medium Tufted grass/sedge,3,0.05102040816326531
Gap,8,15,False,True,Medium Tufted grass/sedge,6,0.003401360544217687
Gap,8,15,False,True,Prostrate or Mat-forming Forb/Herb,0,0.023809523809523808
Gap,8,15,False,True,Prostrate or Mat-forming Forb/Herb,3,0.023809523809523808
Gap,8,15,False,True,Prostrate or Mat-forming Forb/Herb,6,0.01020408163265306
Gap,8,15,False,True,Small Non-tufted grass/sedge,0,0.003401360544217687
Gap,8,15,False,True,Small Non-tufted grass/sedge,3,0.003401360544217687
Gap,8,15,False,True,Small Non-tufted grass/sedge,6,0.003401360544217687
Gap,8,15,False,True,Small Tufted grass/sedge,0,0.003401360544217687
Gap,8,15,False,True,Small Tufted grass/sedge,3,0.01020408163265306
Gap,8,15,False,True,Small Tufted grass/sedge,6,0.006802721088435374
Gap,8,15,False,True,Tiny Tufted grass/sedge,0,0.0
Gap,8,15,False,True,Tiny Tufted grass/sedge,3,0.0
Gap,8,15,False,True,Tiny Tufted grass/sedge,6,0.003401360544217687
Gap,8,16,False,False,Large Forb/Herb,0,0.3522012578616352
Gap,8,16,False,False,Large Forb/Herb,3,0.24213836477987422
Gap,8,16,False,False,Large Forb/Herb,6,0.16352201257861634
Gap,8,16,False,False,Large Tufted grass/sedge,0,0.0031446540880503146
Gap,8,16,False,False,Large Tufted grass/sedge,3,0.0
Gap,8,16,False,False,Large Tufted grass/sedge,6,0.0
Gap,8,16,False,False,Medium Forb/Herb,0,0.02830188679245283
Gap,8,16,False,False,Medium Forb/Herb,3,0.03773584905660377
Gap,8,16,False,False,Medium Forb/Herb,6,0.009433962264150943
Gap,8,16,False,False,Medium Non-tufted grass/sedge,0,0.018867924528301886
Gap,8,16,False,False,Medium Non-tufted grass/sedge,3,0.0031446540880503146
Gap,8,16,False,False,Medium Non-tufted grass/sedge,6,0.0031446540880503146
Gap,8,16,False,False,Medium Tufted grass/sedge,0,0.0220125786163522
Gap,8,16,False,False,Medium Tufted grass/sedge,3,0.03773584905660377
Gap,8,16,False,False,Medium Tufted grass/sedge,6,0.0
Gap,8,16,False,False,Prostrate or Mat-forming Forb/Herb,0,0.006289308176100629
Gap,8,16,False,False,Prostrate or Mat-forming Forb/Herb,3,0.0031446540880503146
Gap,8,16,False,False,Prostrate or Mat-forming Forb/Herb,6,0.018867924528301886
Gap,8,16,False,False,Small Non-tufted grass/sedge,0,0.0031446540880503146
Gap,8,16,False,False,Small Non-tufted grass/sedge,3,0.0031446540880503146
Gap,8,16,False,False,Small Non-tufted grass/sedge,6,0.0031446540880503146
Gap,8,16,False,False,Small Tufted grass/sedge,0,0.018867924528301886
Gap,8,16,False,False,Small Tufted grass/sedge,3,0.018867924528301886
Gap,8,16,False,False,Small Tufted grass/sedge,6,0.0031446540880503146
Gap,10,1,False,False,Large Forb/Herb,0,0.0
Gap,10,1,False,False,Large Forb/Herb,3,0.01098901098901099
Gap,10,1,False,False,Large Forb/Herb,6,0.005494505494505495
Gap,10,1,False,False,Large Tufted grass/sedge,0,0.03296703296703297
Gap,10,1,False,False,Large Tufted grass/sedge,3,0.005494505494505495
Gap,10,1,False,False,Large Tufted grass/sedge,6,0.0
Gap,10,1,False,False,Medium Forb/Herb,0,0.027472527472527472
Gap,10,1,False,False,Medium Forb/Herb,3,0.12637362637362637
Gap,10,1,False,False,Medium Forb/Herb,6,0.06593406593406594
Gap,10,1,False,False,Medium Non-tufted grass/sedge,0,0.08241758241758242
Gap,10,1,False,False,Medium Non-tufted grass/sedge,3,0.03296703296703297
Gap,10,1,False,False,Medium Non-tufted grass/sedge,6,0.08241758241758242
Gap,10,1,False,False,Medium Tufted grass/sedge,0,0.0
Gap,10,1,False,False,Medium Tufted grass/sedge,3,0.0
Gap,10,1,False,False,Medium Tufted grass/sedge,6,0.005494505494505495
Gap,10,1,False,False,Prostrate or Mat-forming Forb/Herb,0,0.04395604395604396
Gap,10,1,False,False,Prostrate or Mat-forming Forb/Herb,3,0.06593406593406594
Gap,10,1,False,False,Prostrate or Mat-forming Forb/Herb,6,0.005494505494505495
Gap,10,1,False,False,Small Tufted grass/sedge,0,0.27472527472527475
Gap,10,1,False,False,Small Tufted grass/sedge,3,0.08241758241758242
Gap,10,1,False,False,Small Tufted grass/sedge,6,0.038461538461538464
Gap,10,1,False,False,Tufted Ground Fern,0,0.0
Gap,10,1,False,False,Tufted Ground Fern,3,0.005494505494505495
Gap,10,1,False,False,Tufted Ground Fern,6,0.005494505494505495
Gap,10,2,True,True,Large Forb/Herb,0,0.022277227722772276
Gap,10,2,True,True,Large Forb/Herb,3,0.019801980198019802
Gap,10,2,True,True,Large Forb/Herb,6,0.017326732673267328
Gap,10,2,True,True,Medium Forb/Herb,0,0.017326732673267328
Gap,10,2,True,True,Medium Forb/Herb,3,0.054455445544554455
Gap,10,2,True,True,Medium Forb/Herb,6,0.07673267326732673
Gap,10,2,True,True,Medium Non-tufted grass/sedge,0,0.03712871287128713
Gap,10,2,True,True,Medium Non-tufted grass/sedge,3,0.2722772277227723
Gap,10,2,True,True,Medium Non-tufted grass/sedge,6,0.07425742574257425
Gap,10,2,True,True,Prostrate or Mat-forming Forb/Herb,0,0.04207920792079208
Gap,10,2,True,True,Prostrate or Mat-forming Forb/Herb,3,0.12623762376237624
Gap,10,2,True,True,Prostrate or Mat-forming Forb/Herb,6,0.0
Gap,10,2,True,True,Small Non-tufted grass/sedge,0,0.0024752475247524753
Gap,10,2,True,True,Small Non-tufted grass/sedge,3,0.0
Gap,10,2,True,True,Small Non-tufted grass/sedge,6,0.0
Gap,10,2,True,True,Small Tufted grass/sedge,0,0.22277227722772278
Gap,10,2,True,True,Small Tufted grass/sedge,3,0.01485148514851485
Gap,10,2,True,True,Small Tufted grass/sedge,6,0.0
Gap,10,3,False,True,Large Forb/Herb,0,0.15337423312883436
Gap,10,3,False,True,Large Forb/Herb,3,0.10736196319018405
Gap,10,3,False,True,Large Forb/Herb,6,0.22085889570552147
Gap,10,3,False,True,Large Tufted grass/sedge,0,0.2147239263803681
Gap,10,3,False,True,Large Tufted grass/sedge,3,0.09202453987730061
Gap,10,3,False,True,Large Tufted grass/sedge,6,0.0
Gap,10,3,False,True,Medium Forb/Herb,0,0.009202453987730062
Gap,10,3,False,True,Medium Forb/Herb,3,0.049079754601226995
Gap,10,3,False,True,Medium Forb/Herb,6,0.03067484662576687
Gap,10,3,False,True,Medium Non-tufted grass/sedge,0,0.003067484662576687
Gap,10,3,False,True,Medium Non-tufted grass/sedge,3,0.0
Gap,10,3,False,True,Medium Non-tufted grass/sedge,6,0.003067484662576687
Gap,10,3,False,True,Medium Tufted grass/sedge,0,0.0
Gap,10,3,False,True,Medium Tufted grass/sedge,3,0.0
Gap,10,3,False,True,Medium Tufted grass/sedge,6,0.018404907975460124
Gap,10,3,False,True,Prostrate or Mat-forming Forb/Herb,0,0.0
Gap,10,3,False,True,Prostrate or Mat-forming Forb/Herb,3,0.046012269938650305
Gap,10,3,False,True,Prostrate or Mat-forming Forb/Herb,6,0.003067484662576687
Gap,10,3,False,True,Small Tufted grass/sedge,0,0.018404907975460124
Gap,10,3,False,True,Small Tufted grass/sedge,3,0.006134969325153374
Gap,10,3,False,True,Small Tufted grass/sedge,6,0.0
Gap,10,3,False,True,Tufted Ground Fern,0,0.003067484662576687
Gap,10,3,False,True,Tufted Ground Fern,3,0.018404907975460124
Gap,10,3,False,True,Tufted Ground Fern,6,0.003067484662576687
Gap,10,4,True,False,Large Forb/Herb,0,0.007246376811594203
Gap,10,4,True,False,Large Forb/Herb,3,0.014492753623188406
Gap,10,4,True,False,Large Forb/Herb,6,0.0
Gap,10,4,True,False,Large Shrub to Medium Tree,0,0.0
Gap,10,4,True,False,Large Shrub to Medium Tree,3,0.0036231884057971015
Gap,10,4,True,False,Large Shrub to Medium Tree,6,0.0036231884057971015
Gap,10,4,True,False,Large Tufted grass/sedge,0,0.0036231884057971015
Gap,10,4,True,False,Large Tufted grass/sedge,3,0.021739130434782608
Gap,10,4,True,False,Large Tufted grass/sedge,6,0.0
Gap,10,4,True,False,Medium Forb/Herb,0,0.014492753623188406
Gap,10,4,True,False,Medium Forb/Herb,3,0.04710144927536232
Gap,10,4,True,False,Medium Forb/Herb,6,0.028985507246376812
Gap,10,4,True,False,Medium Non-tufted grass/sedge,0,0.10869565217391304
Gap,10,4,True,False,Medium Non-tufted grass/sedge,3,0.0
Gap,10,4,True,False,Medium Non-tufted grass/sedge,6,0.05434782608695652
Gap,10,4,True,False,Medium Tufted grass/sedge,0,0.0
Gap,10,4,True,False,Medium Tufted grass/sedge,3,0.0036231884057971015
Gap,10,4,True,False,Medium Tufted grass/sedge,6,0.10869565217391304
Gap,10,4,True,False,Prostrate or Mat-forming Forb/Herb,0,0.18115942028985507
