Treatment,Plot Number,Quadrat Number,Fenced,Gap,Life Form,Species Name,0,3,6
Gap,10,13,False,False,Medium Forb/Herb,Einadia nutans,0,0,0
Gap,10,13,False,False,Medium Forb/Herb,Euchiton involucratis,0,0,0
Gap,10,13,False,False,Medium Forb/Herb,Euchiton spp,0,0,0
Gap,10,13,False,False,Medium Forb/Herb,Hypericum gramineum,0,0,0
Gap,10,13,False,False,Medium Forb/Herb,Hypochaeris radicata,0,0,3
Gap,10,13,False,False,Medium Forb/Herb,Hypochaeris spp,0,3,0
Gap,10,13,False,False,Medium Forb/Herb,Poranthera microphylla,0,0,0
Gap,10,13,False,False,Medium Forb/Herb,Stellaria spp.,0,0,3
Gap,10,13,False,False,Medium Tufted grass/sedge,Lolium perenne,0,0,0
Gap,10,13,False,False,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Gap,10,13,False,False,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,0,0
Gap,10,13,False,False,Prostrate or Mat-forming Forb/Herb,Dichondra repens,3,3,0
Gap,10,13,False,False,Small Non-tufted grass/sedge,Aira spp.,0,0,0
Gap,10,13,False,False,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,3
Gap,10,13,False,False,Small Tufted grass/sedge,Rytidosperma spp.,3,3,0
Gap,10,14,True,False,Large Forb/Herb,Arthropodium minus,0,0,0
Gap,10,14,True,False,Large Forb/Herb,Senecio phelleus,0,0,0
Gap,10,14,True,False,Large Forb/Herb,Senecio spp,0,0,0
Gap,10,14,True,False,Medium Forb/Herb,Cerastium glomeratum,0,3,0
Gap,10,14,True,False,Medium Forb/Herb,Cotula australis,0,3,0
Gap,10,14,True,False,Medium Forb/Herb,Euchiton involucratis,0,0,0
Gap,10,14,True,False,Medium Forb/Herb,Euchiton spp,0,0,0
Gap,10,14,True,False,Medium Forb/Herb,Hypericum gramineum,0,0,0
Gap,10,14,True,False,Medium Forb/Herb,Hypochaeris radicata,0,0,0
Gap,10,14,True,False,Medium Forb/Herb,Hypochaeris spp,0,0,0
Gap,10,14,True,False,Medium Forb/Herb,Lagenophora spp,0,0,0
Gap,10,14,True,False,Medium Forb/Herb,Lomandra filiformis,0,3,7
Gap,10,14,True,False,Medium Forb/Herb,Stellaria spp.,0,3,0
Gap,10,14,True,False,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,3
Gap,10,14,True,False,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,3,0
Gap,10,14,True,False,Small Non-tufted grass/sedge,Aira spp.,0,0,3
Gap,10,14,True,False,Small Tufted grass/sedge,Briza minor,0,0,0
Gap,10,14,True,False,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,7
Gap,10,14,True,False,Small Tufted grass/sedge,Rytidosperma spp.,3,7,0
Gap,10,15,False,False,Large Forb/Herb,Lomandra longifolia,0,7,7
Gap,10,15,False,False,Large Forb/Herb,Senecio spp,0,0,0
Gap,10,15,False,False,Large Tufted grass/sedge,Austrostipa spp,3,3,0
Gap,10,15,False,False,Medium Forb/Herb,Cotula australis,0,0,0
Gap,10,15,False,False,Medium Forb/Herb,Euchiton involucratis,0,0,0
Gap,10,15,False,False,Medium Forb/Herb,Euchiton spp,0,0,0
Gap,10,15,False,False,Medium Forb/Herb,Hypericum gramineum,0,0,0
Gap,10,15,False,False,Medium Forb/Herb,Hypochaeris glabra,0,0,0
Gap,10,15,False,False,Medium Forb/Herb,Hypochaeris spp,0,3,0
Gap,10,15,False,False,Medium Forb/Herb,Lagenophora spp,0,0,0
Gap,10,15,False,False,Medium Non-tufted grass/sedge,Microlaena stipoides,0,0,0
Gap,10,15,False,False,Medium Tufted grass/sedge,Austrostipa scabra,0,0,0
Gap,10,15,False,False,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,3
Gap,10,15,False,False,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,0,0
Gap,10,15,False,False,Prostrate or Mat-forming Forb/Herb,Dichondra repens,0,3,0
Gap,10,15,False,False,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,0,0
Gap,10,15,False,False,Small Tufted grass/sedge,Rytidosperma caespitosum,0,0,0
Gap,10,15,False,False,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,0
Gap,10,15,False,False,Small Tufted grass/sedge,Rytidosperma spp.,7,7,0
Gap,10,15,False,False,Tufted Ground Fern,Cheilanthes austrotenuifolia,0,0,0
Gap,10,16,True,True,Large Forb/Herb,Conyza sumatrensis,0,7,0
Gap,10,16,True,True,Large Forb/Herb,Lomandra longifolia,7,25,35
Gap,10,16,True,True,Large Forb/Herb,Senecio phelleus,0,0,0
Gap,10,16,True,True,Large Forb/Herb,Sonchus spp,0,0,0
Gap,10,16,True,True,Large Forb/Herb,Wahlenbergia spp,0,0,0
Gap,10,16,True,True,Large Tufted grass/sedge,Juncus pallidus,0,35,0
Gap,10,16,True,True,Large Tufted grass/sedge,Juncus spp,0,0,55
Gap,10,16,True,True,Medium Forb/Herb,Cerastium glomeratum,0,0,0
Gap,10,16,True,True,Medium Forb/Herb,Cotula australis,0,0,0
Gap,10,16,True,True,Medium Forb/Herb,Euchiton spp,0,0,0
Gap,10,16,True,True,Medium Forb/Herb,Hypericum gramineum,0,0,0
Gap,10,16,True,True,Medium Forb/Herb,Hypochaeris radicata,0,0,0
Gap,10,16,True,True,Medium Forb/Herb,Hypochaeris spp,0,3,0
Gap,10,16,True,True,Medium Forb/Herb,Lagenophora spp,0,0,0
Gap,10,16,True,True,Medium Forb/Herb,Poranthera microphylla,0,0,0
Gap,10,16,True,True,Medium Forb/Herb,Stellaria spp.,0,0,0
Gap,10,16,True,True,Medium Non-tufted grass/sedge,Microlaena stipoides,0,0,3
Gap,10,16,True,True,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Gap,10,16,True,True,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,0,0
Gap,10,16,True,True,Prostrate or Mat-forming Forb/Herb,Dichondra repens,0,0,0
Gap,10,16,True,True,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,3,0
Gap,10,16,True,True,Small Non-tufted grass/sedge,Aira spp.,0,0,0
Gap,10,16,True,True,Small Tufted grass/sedge,Briza minor,0,3,0
Gap,10,16,True,True,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,0
Gap,10,16,True,True,Small Tufted grass/sedge,Rytidosperma spp.,0,0,0
Gap,10,17,False,False,Large Forb/Herb,Arthropodium strictum,0,0,0
Gap,10,17,False,False,Large Forb/Herb,Conyza sumatrensis,0,0,0
Gap,10,17,False,False,Large Forb/Herb,Lomandra longifolia,0,0,0
Gap,10,17,False,False,Large Forb/Herb,Senecio phelleus,0,0,0
Gap,10,17,False,False,Large Forb/Herb,Senecio quadridentatus,0,0,3
Gap,10,17,False,False,Large Forb/Herb,Senecio spp,0,0,0
Gap,10,17,False,False,Large Forb/Herb,Wahlenbergia spp,0,0,0
Gap,10,17,False,False,Large Tufted grass/sedge,Austrostipa spp,7,0,0
Gap,10,17,False,False,Medium Forb/Herb,Cotula australis,0,0,0
Gap,10,17,False,False,Medium Forb/Herb,Euchiton spp,0,0,0
Gap,10,17,False,False,Medium Forb/Herb,Hypochaeris radicata,0,0,0
Gap,10,17,False,False,Medium Forb/Herb,Stellaria spp.,0,0,0
Gap,10,17,False,False,Medium Forb/Herb,Wahlenbergia gracilenta,0,0,0
Gap,10,17,False,False,Medium Non-tufted grass/sedge,Microlaena stipoides,0,0,0
Gap,10,17,False,False,Medium Tufted grass/sedge,Austrostipa scabra,0,0,3
Gap,10,17,False,False,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Gap,10,17,False,False,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,0,0
Gap,10,17,False,False,Prostrate or Mat-forming Forb/Herb,Dichondra repens,0,0,0
Gap,10,17,False,False,Small Non-tufted grass/sedge,Aira spp.,0,0,0
Gap,10,17,False,False,Small Tufted grass/sedge,Briza minor,0,0,0
Gap,10,17,False,False,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,3
Gap,10,17,False,False,Small Tufted grass/sedge,Rytidosperma spp.,25,0,0
Gap,10,17,False,False,Small Tufted grass/sedge,Vulpia sp.,0,0,0
Gap,10,18,True,False,Large Forb/Herb,Arthropodium spp,0,0,0
Gap,10,18,True,False,Large Forb/Herb,Conyza sumatrensis,0,0,0
Gap,10,18,True,False,Large Forb/Herb,Lomandra longifolia,3,7,3
Gap,10,18,True,False,Large Forb/Herb,Senecio quadridentatus,0,0,0
Gap,10,18,True,False,Large Forb/Herb,Senecio spp,3,0,0
Gap,10,18,True,False,Large Forb/Herb,Wahlenbergia spp,0,0,0
Gap,10,18,True,False,Large Tufted grass/sedge,Austrostipa spp,3,7,0
Gap,10,18,True,False,Medium Forb/Herb,Cotula australis,0,3,0
Gap,10,18,True,False,Medium Forb/Herb,Einadia nutans,0,3,3
Gap,10,18,True,False,Medium Forb/Herb,Euchiton spp,0,0,0
Gap,10,18,True,False,Medium Forb/Herb,Gnaphalium sp,0,0,0
Gap,10,18,True,False,Medium Forb/Herb,Hypochaeris radicata,0,0,0
Gap,10,18,True,False,Medium Forb/Herb,Hypochaeris spp,0,3,0
Gap,10,18,True,False,Medium Forb/Herb,Lagenophora spp,0,0,0
Gap,10,18,True,False,Medium Forb/Herb,Linaria pelisseriana,0,3,0
Gap,10,18,True,False,Medium Forb/Herb,Oxalis sp 2.,0,0,0
Gap,10,18,True,False,Medium Forb/Herb,Stellaria spp.,0,3,0
Gap,10,18,True,False,Medium Forb/Herb,Veronica spp,0,0,0
Gap,10,18,True,False,Medium Forb/Herb,Wahlenbergia gracilenta,0,0,0
Gap,10,18,True,False,Medium Non-tufted grass/sedge,Microlaena stipoides,3,0,0
Gap,10,18,True,False,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Gap,10,18,True,False,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,0,0
Gap,10,18,True,False,Small Tufted grass/sedge,Juncus bufonis,0,0,0
Gap,10,18,True,False,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,0
Gap,10,18,True,False,Small Tufted grass/sedge,Rytidosperma spp.,15,15,0
Gap,10,18,True,False,Small Tufted grass/sedge,Schoenus apogon,0,0,0
Gap,10,19,False,False,Large Forb/Herb,Senecio spp,0,0,0
Gap,10,19,False,False,Medium Forb/Herb,Einadia nutans,0,3,7
Gap,10,19,False,False,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Gap,10,19,False,False,Prostrate or Mat-forming Forb/Herb,Dichondra repens,3,0,0
Gap,10,19,False,False,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,0
Gap,10,19,False,False,Small Tufted grass/sedge,Rytidosperma spp.,3,3,0
Gap,10,19,False,False,Small Tufted grass/sedge,Vulpia sp.,0,0,0
Gap,10,20,True,True,Large Forb/Herb,Senecio spp,0,7,0
Gap,10,20,True,True,Large Forb/Herb,Wahlenbergia spp,0,7,0
Gap,10,20,True,True,Large Tufted grass/sedge,Austrostipa spp,3,15,0
Gap,10,20,True,True,Medium Forb/Herb,Anagallis arvensis,0,3,0
Gap,10,20,True,True,Medium Forb/Herb,Centaurium erythraea,0,0,0
Gap,10,20,True,True,Medium Forb/Herb,Cotula australis,0,0,0
Gap,10,20,True,True,Medium Forb/Herb,Einadia nutans,0,3,0
Gap,10,20,True,True,Medium Forb/Herb,Gnaphalium sp,0,0,0
Gap,10,20,True,True,Medium Forb/Herb,Hypochaeris radicata,0,0,0
Gap,10,20,True,True,Medium Forb/Herb,Hypochaeris spp,0,15,0
Gap,10,20,True,True,Medium Forb/Herb,Linaria pelisseriana,0,0,0
Gap,10,20,True,True,Medium Forb/Herb,Scuttelaria sp,0,0,0
Gap,10,20,True,True,Medium Forb/Herb,Stellaria spp.,0,0,0
Gap,10,20,True,True,Medium Forb/Herb,Stuartina muelleri,0,3,0
Gap,10,20,True,True,Medium Non-tufted grass/sedge,Microlaena stipoides,3,0,0
Gap,10,20,True,True,Medium Tufted grass/sedge,Austrostipa scabra,0,0,25
Gap,10,20,True,True,Medium Tufted grass/sedge,Lolium perenne,0,3,0
Gap,10,20,True,True,Medium Tufted grass/sedge,Lolium spp.,0,0,0
Gap,10,20,True,True,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Gap,10,20,True,True,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,0,0
Gap,10,20,True,True,Prostrate or Mat-forming Forb/Herb,Dichondra repens,0,3,0
Gap,10,20,True,True,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,0,0
Gap,10,20,True,True,Small Non-tufted grass/sedge,Aira spp.,0,0,3
Gap,10,20,True,True,Small Tufted grass/sedge,Briza minor,0,0,0
Gap,10,20,True,True,Small Tufted grass/sedge,Carex spp,0,0,0
Gap,10,20,True,True,Small Tufted grass/sedge,Rytidosperma spp.,15,7,0
Gap,10,20,True,True,Tufted Ground Fern,Cheilanthes austrotenuifolia,0,0,0
Gap,10,21,False,False,Large Forb/Herb,Senecio spp,0,0,0
Gap,10,21,False,False,Large Forb/Herb,Wahlenbergia spp,0,0,0
Gap,10,21,False,False,Large Tufted grass/sedge,Austrostipa spp,3,0,0
Gap,10,21,False,False,Medium Forb/Herb,Einadia nutans,0,0,3
Gap,10,21,False,False,Medium Forb/Herb,Lomandra filiformis,0,0,0
Gap,10,21,False,False,Medium Forb/Herb,Stellaria spp.,0,0,0
Gap,10,21,False,False,Medium Non-tufted grass/sedge,Microlaena stipoides,0,0,0
Gap,10,21,False,False,Medium Tufted grass/sedge,Austrostipa scabra,0,0,0
Gap,10,21,False,False,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,0,0
Gap,10,21,False,False,Prostrate or Mat-forming Forb/Herb,Dichondra repens,0,0,0
Gap,10,21,False,False,Small Tufted grass/sedge,Rytidosperma spp.,0,0,0
Gap,10,22,True,True,Large Forb/Herb,Wahlenbergia spp,0,0,0
Gap,10,22,True,True,Large Tufted grass/sedge,Austrostipa spp,0,0,0
Gap,10,22,True,True,Medium Forb/Herb,Cerastium glomeratum,0,0,0
Gap,10,22,True,True,Medium Forb/Herb,Einadia nutans,0,3,15
Gap,10,22,True,True,Medium Forb/Herb,Euchiton spp,0,0,0
Gap,10,22,True,True,Medium Forb/Herb,Hypochaeris spp,0,3,0
Gap,10,22,True,True,Medium Forb/Herb,Lagenophora spp,0,0,0
Gap,10,22,True,True,Medium Forb/Herb,Oxalis sp 2.,0,0,0
Gap,10,22,True,True,Medium Forb/Herb,Stellaria spp.,0,0,0
Gap,10,22,True,True,Medium Forb/Herb,Stuartina muelleri,0,3,0
Gap,10,22,True,True,Medium Non-tufted grass/sedge,Microlaena stipoides,3,0,3
Gap,10,22,True,True,Medium Tufted grass/sedge,Austrostipa scabra,0,0,25
Gap,10,22,True,True,Prostrate or Mat-forming Forb/Herb,Dichondra repens,0,15,0
Gap,10,22,True,True,Shrub,Cassinia longifolia,0,0,0
Gap,10,22,True,True,Small Non-tufted grass/sedge,Aira spp.,0,0,0
Gap,10,22,True,True,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,7
Gap,10,22,True,True,Small Tufted grass/sedge,Rytidosperma spp.,15,15,0
Gap,10,23,False,False,Large Forb/Herb,Conyza sumatrensis,0,0,0
Gap,10,23,False,False,Medium Forb/Herb,Cotula australis,0,0,0
Gap,10,23,False,False,Medium Forb/Herb,Einadia nutans,0,0,0
Gap,10,23,False,False,Medium Forb/Herb,Hypochaeris spp,0,0,0
Gap,10,23,False,False,Medium Non-tufted grass/sedge,Microlaena stipoides,0,0,0
Gap,10,23,False,False,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Gap,10,23,False,False,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,0,0
Gap,10,23,False,False,Prostrate or Mat-forming Forb/Herb,Dichondra repens,0,0,0
Gap,10,23,False,False,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,0
Gap,10,23,False,False,Small Tufted grass/sedge,Rytidosperma spp.,0,3,0
Gap,10,24,True,True,Large Forb/Herb,Lomandra longifolia,7,7,35
Gap,10,24,True,True,Large Forb/Herb,Senecio spp,0,3,0
Gap,10,24,True,True,Large Shrub to Medium Tree,Acacia implexa,0,0,3
Gap,10,24,True,True,Large Tufted grass/sedge,Austrostipa spp,0,3,0
Gap,10,24,True,True,Medium Forb/Herb,Cotula australis,0,0,0
Gap,10,24,True,True,Medium Forb/Herb,Einadia nutans,0,3,15
Gap,10,24,True,True,Medium Forb/Herb,Euchiton spp,0,0,0
Gap,10,24,True,True,Medium Forb/Herb,Gnaphalium sp,0,0,0
Gap,10,24,True,True,Medium Forb/Herb,Lagenophora spp,0,0,0
Gap,10,24,True,True,Medium Forb/Herb,Oxalis sp 2.,0,0,0
Gap,10,24,True,True,Medium Forb/Herb,Stellaria spp.,0,0,0
Gap,10,24,True,True,Medium Non-tufted grass/sedge,Microlaena stipoides,7,3,0
Gap,10,24,True,True,Medium Tufted grass/sedge,Austrostipa scabra,0,0,15
Gap,10,24,True,True,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,0,0
Gap,10,24,True,True,Small Tufted grass/sedge,Rytidosperma spp.,15,3,0
Gap,10,24,True,True,Tufted Ground Fern,Cheilanthes austrotenuifolia,0,0,0
Gap,10,25,False,True,Large Forb/Herb,Dipodium spp,0,0,0
Gap,10,25,False,True,Large Forb/Herb,Senecio spp,0,0,0
Gap,10,25,False,True,Medium Forb/Herb,Euchiton involucratis,0,0,0
Gap,10,25,False,True,Medium Forb/Herb,Euchiton spp,0,3,0
Gap,10,25,False,True,Medium Forb/Herb,Hypochaeris spp,0,3,0
Gap,10,25,False,True,Medium Forb/Herb,Lagenophora spp,0,0,0
Gap,10,25,False,True,Medium Non-tufted grass/sedge,Microlaena stipoides,3,3,0
Gap,10,25,False,True,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Gap,10,25,False,True,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,3,0
Gap,10,25,False,True,Prostrate or Mat-forming Forb/Herb,Dichondra repens,0,0,0
Gap,10,25,False,True,Small Tufted grass/sedge,Rytidosperma spp.,7,7,0
Gap,10,26,True,True,Large Forb/Herb,Lomandra longifolia,7,0,0
Gap,10,26,True,True,Large Forb/Herb,Senecio spp,0,0,0
Gap,10,26,True,True,Medium Forb/Herb,Cotula australis,0,0,0
Gap,10,26,True,True,Medium Forb/Herb,Einadia nutans,0,0,0
Gap,10,26,True,True,Medium Forb/Herb,Euchiton spp,0,0,0
Gap,10,26,True,True,Medium Forb/Herb,Hypericum gramineum,0,0,0
Gap,10,26,True,True,Medium Non-tufted grass/sedge,Microlaena stipoides,3,3,0
Gap,10,26,True,True,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Gap,10,26,True,True,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,0,0
Gap,10,26,True,True,Prostrate or Mat-forming Forb/Herb,Dichondra repens,0,3,0
Gap,10,26,True,True,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,0
Gap,10,26,True,True,Small Tufted grass/sedge,Rytidosperma spp.,3,3,0
Gap,10,26,True,True,Tufted Ground Fern,Cheilanthes austrotenuifolia,0,0,0
Gap,10,27,False,False,Large Forb/Herb,Conyza sumatrensis,0,0,0
Gap,10,27,False,False,Large Forb/Herb,Lomandra longifolia,15,7,35
Gap,10,27,False,False,Medium Forb/Herb,Cotula australis,0,0,0
Gap,10,27,False,False,Medium Forb/Herb,Hypochaeris spp,0,0,0
Gap,10,27,False,False,Medium Forb/Herb,Stellaria spp.,0,0,0
Gap,10,27,False,False,Medium Non-tufted grass/sedge,Entolasia marginata,0,0,0
Gap,10,27,False,False,Medium Non-tufted grass/sedge,Microlaena stipoides,0,3,0
Gap,10,27,False,False,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Gap,10,27,False,False,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,0,0
Gap,10,27,False,False,Prostrate or Mat-forming Forb/Herb,Dichondra repens,3,3,0
Gap,10,27,False,False,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,0
Gap,10,27,False,False,Small Tufted grass/sedge,Rytidosperma spp.,3,3,0
Gap,10,28,True,False,Large Forb/Herb,Lomandra longifolia,25,35,35
Gap,10,28,True,False,Large Forb/Herb,Senecio spp,0,3,0
Gap,10,28,True,False,Large Forb/Herb,Tricoryne elatior,0,0,0
Gap,10,28,True,False,Large Forb/Herb,Tricoryne sp.,0,0,0
Gap,10,28,True,False,Large Forb/Herb,Wahlenbergia spp,0,0,0
Gap,10,28,True,False,Medium Forb/Herb,Cotula australis,0,0,0
Gap,10,28,True,False,Medium Forb/Herb,Euchiton involucratis,0,0,0
Gap,10,28,True,False,Medium Forb/Herb,Gnaphalium sp,0,0,0
Gap,10,28,True,False,Medium Forb/Herb,Hypericum gramineum,0,0,0
Gap,10,28,True,False,Medium Forb/Herb,Hypochaeris spp,0,0,0
Gap,10,28,True,False,Medium Forb/Herb,Lagenophora spp,0,0,0
Gap,10,28,True,False,Medium Non-tufted grass/sedge,Microlaena stipoides,0,0,0
Gap,10,28,True,False,Medium Tufted grass/sedge,Austrostipa scabra,0,0,0
Gap,10,28,True,False,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Gap,10,28,True,False,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,0,0
Gap,10,28,True,False,Small Non-tufted grass/sedge,Aira spp.,0,0,0
Gap,10,28,True,False,Small Tufted grass/sedge,Briza minor,0,0,0
Gap,10,28,True,False,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,0
Gap,10,28,True,False,Small Tufted grass/sedge,Rytidosperma spp.,25,15,0
Gap,10,28,True,False,Tufted Ground Fern,Cheilanthes austrotenuifolia,0,0,0
Gap,10,29,False,False,Large Forb/Herb,Dipodium spp,0,0,0
Gap,10,29,False,False,Large Forb/Herb,Senecio spp,0,3,0
Gap,10,29,False,False,Medium Forb/Herb,Cotula australis,0,0,0
Gap,10,29,False,False,Medium Forb/Herb,Hypericum gramineum,0,0,0
Gap,10,29,False,False,Medium Forb/Herb,Hypochaeris spp,0,0,0
Gap,10,29,False,False,Medium Forb/Herb,Stellaria spp.,0,0,0
Gap,10,29,False,False,Medium Non-tufted grass/sedge,Microlaena stipoides,7,3,3
Gap,10,29,False,False,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Gap,10,29,False,False,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,3,0
Gap,10,29,False,False,Prostrate or Mat-forming Forb/Herb,Dichondra repens,3,0,0
Gap,10,29,False,False,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,0
Gap,10,29,False,False,Small Tufted grass/sedge,Rytidosperma spp.,3,0,0
Gap,10,30,True,True,Large Forb/Herb,Lomandra longifolia,3,7,15
Gap,10,30,True,True,Large Forb/Herb,Senecio spp,0,0,0
Gap,10,30,True,True,Large Forb/Herb,Wahlenbergia spp,0,0,0
Gap,10,30,True,True,Large Shrub to Medium Tree,Acacia mearnsii,0,0,0
Gap,10,30,True,True,Large Tufted grass/sedge,Austrostipa spp,3,25,0
Gap,10,30,True,True,Large Tufted grass/sedge,Juncus spp,0,0,0
Gap,10,30,True,True,Medium Forb/Herb,Cotula australis,0,3,0
Gap,10,30,True,True,Medium Forb/Herb,Euchiton spp,0,0,0
Gap,10,30,True,True,Medium Forb/Herb,Hypochaeris spp,0,3,0
Gap,10,30,True,True,Medium Tufted grass/sedge,Dichelachne crinita,0,0,15
Gap,10,30,True,True,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Gap,10,30,True,True,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,3,0
Gap,10,30,True,True,Small Non-tufted grass/sedge,Aira spp.,0,0,0
Gap,10,30,True,True,Small Tufted grass/sedge,Rytidosperma spp.,0,0,0
Gap,10,31,False,True,Climber,Thysanotus patersonii,0,0,0
Gap,10,31,False,True,Large Forb/Herb,Cirsium vulgare,0,0,0
Gap,10,31,False,True,Large Forb/Herb,Lomandra longifolia,15,35,45
Gap,10,31,False,True,Large Forb/Herb,Microtis sp.,0,0,0
Gap,10,31,False,True,Large Forb/Herb,Senecio spp,0,0,0
Gap,10,31,False,True,Large Forb/Herb,Sonchus spp,0,0,0
Gap,10,31,False,True,Large Forb/Herb,Wahlenbergia spp,0,0,0
Gap,10,31,False,True,Medium Forb/Herb,Centaurium erythraea,0,0,0
Gap,10,31,False,True,Medium Forb/Herb,Cotula australis,0,3,0
Gap,10,31,False,True,Medium Forb/Herb,Euchiton spp,0,3,0
Gap,10,31,False,True,Medium Forb/Herb,Geranium sp.,0,0,0
Gap,10,31,False,True,Medium Forb/Herb,Gnaphalium sp,0,0,0
Gap,10,31,False,True,Medium Forb/Herb,Hypericum gramineum,0,0,0
Gap,10,31,False,True,Medium Forb/Herb,Hypochaeris spp,0,7,0
Gap,10,31,False,True,Medium Forb/Herb,Lagenophora spp,0,0,0
Gap,10,31,False,True,Medium Forb/Herb,Linaria pelisseriana,0,0,0
Gap,10,31,False,True,Medium Forb/Herb,Oxalis sp 2.,0,0,0
Gap,10,31,False,True,Medium Forb/Herb,Poranthera microphylla,0,0,0
Gap,10,31,False,True,Medium Forb/Herb,Pterostylis pedunculata,0,0,0
Gap,10,31,False,True,Medium Forb/Herb,Ranunculus pimelo sp pimelo,0,3,0
Gap,10,31,False,True,Medium Forb/Herb,Stellaria spp.,0,3,0
Gap,10,31,False,True,Medium Non-tufted grass/sedge,Microlaena stipoides,3,3,0
Gap,10,31,False,True,Medium Tufted grass/sedge,Austrostipa scabra,0,0,0
Gap,10,31,False,True,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Gap,10,31,False,True,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,0,0
Gap,10,31,False,True,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,0,0
Gap,10,31,False,True,Small Non-tufted grass/sedge,Aira spp.,0,0,0
Gap,10,31,False,True,Small Tufted grass/sedge,Briza minor,0,0,0
Gap,10,31,False,True,Small Tufted grass/sedge,Juncus bufonis,0,3,0
Gap,10,31,False,True,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,0
Gap,10,31,False,True,Small Tufted grass/sedge,Rytidosperma spp.,7,7,0
Gap,10,31,False,True,Small Tufted grass/sedge,Schoenus spp,0,3,0
Gap,10,31,False,True,Small Tufted grass/sedge,Vulpia sp.,0,0,0
Gap,10,31,False,True,Tufted Ground Fern,Cheilanthes austrotenuifolia,0,0,0
Gap,10,32,True,True,Large Forb/Herb,Arthropodium minus,0,0,3
Gap,10,32,True,True,Large Forb/Herb,Arthropodium spp,0,3,0
Gap,10,32,True,True,Large Forb/Herb,Lomandra longifolia,3,3,7
Gap,10,32,True,True,Large Forb/Herb,Senecio spp,0,0,0
Gap,10,32,True,True,Large Forb/Herb,Tricoryne elatior,0,0,0
Gap,10,32,True,True,Large Forb/Herb,Tricoryne sp.,0,0,0
Gap,10,32,True,True,Large Forb/Herb,Wahlenbergia spp,0,3,0
Gap,10,32,True,True,Medium Forb/Herb,Cotula australis,0,0,0
Gap,10,32,True,True,Medium Forb/Herb,Hypericum gramineum,0,0,0
Gap,10,32,True,True,Medium Forb/Herb,Hypochaeris glabra,0,0,0
Gap,10,32,True,True,Medium Forb/Herb,Hypochaeris spp,0,0,0
Gap,10,32,True,True,Medium Forb/Herb,Oxalis (native),0,0,0
Gap,10,32,True,True,Medium Forb/Herb,Oxalis sp 2.,0,0,0
Gap,10,32,True,True,Medium Forb/Herb,Stellaria spp.,0,0,3
