Life Form,,,,,Climber,Climber,Climber,Large Forb/Herb,Large Forb/Herb,Large Forb/Herb,Large Non-tufted grass/sedge,Large Non-tufted grass/sedge,Large Non-tufted grass/sedge,Large Shrub to Medium Tree,Large Shrub to Medium Tree,Large Shrub to Medium Tree,Large Tufted grass/sedge,Large Tufted grass/sedge,Large Tufted grass/sedge,Medium Forb/Herb,Medium Forb/Herb,Medium Forb/Herb,Medium Non-tufted grass/sedge,Medium Non-tufted grass/sedge,Medium Non-tufted grass/sedge,Medium Tufted grass/sedge,Medium Tufted grass/sedge,Medium Tufted grass/sedge,Non-tufted Ground Fern,Non-tufted Ground Fern,Non-tufted Ground Fern,Prostrate Shrub,Prostrate Shrub,Prostrate Shrub,Prostrate or Mat-forming Forb/Herb,Prostrate or Mat-forming Forb/Herb,Prostrate or Mat-forming Forb/Herb,Scrambler,Scrambler,Scrambler,Shrub,Shrub,Shrub,Small Forb/Herb,Small Forb/Herb,Small Forb/Herb,Small Non-tufted grass/sedge,Small Non-tufted grass/sedge,Small Non-tufted grass/sedge,Small Shrub,Small Shrub,Small Shrub,Small Tufted grass/sedge,Small Tufted grass/sedge,Small Tufted grass/sedge,Tiny Tufted grass/sedge,Tiny Tufted grass/sedge,Tiny Tufted grass/sedge,Tufted Ground Fern,Tufted Ground Fern,Tufted Ground Fern
Gap,1,15,False,False,0.5,0.0,0.5,41.5,42.0,52.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,8.0,3.5,1.0,1.0,0.5,1.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,2.5,1.5,0,0.0,0.0,0.0,0.0,0.5
Gap,1,16,False,False,0.0,0.0,0.0,20.5,21.0,21.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5,3.0,0.5,0.5,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0
Gap,8,1,False,False,0.0,0.0,0.0,42.5,42.0,51.0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,5.0,1.5,1.5,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0
Gap,8,2,False,False,0.0,0.0,0.0,2.0,1.5,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,2.5,3.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0,0.0,0.0,0.0,0.0,0.0
Gap,8,3,False,True,0.0,0.0,0.0,1.0,2.5,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.5,9.5,5.5,1.0,10.0,5.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,20.5,1.5,5.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,21.0,1.5,1.0,0,0.0,0.0,0.0,0.0,0.0
Gap,8,4,False,True,0.0,0.0,0.0,6.5,5.0,20.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.5,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5,1.0,1.5,0,0.0,0.0,0.5,0.5,1.0
Gap,8,5,False,False,0.0,0.0,0.0,22.5,31.5,21.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.5,3.5,0.5,0.5,0.5,2.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0,0.0,0.0,0.0,0.0,0.0
Gap,8,6,False,True,0.0,0.0,0.0,41.5,32.5,41.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.5,2.0,0.5,0.0,1.0,0.5,1.0,40.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,1.5,1.5,0.0,0,0.0,0.0,0.0,0.0,0.0
Gap,8,7,False,False,0.0,0.0,0.0,22.5,21.5,11.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.0,2.0,1.0,1.0,0.5,1.5,1.5,1.0,5.0,1.0,5.0,0.0,0.0,0.0,1.5,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0
Gap,8,8,False,False,0.0,0.0,0.0,21.5,21.0,21.0,0,0,0.0,0.0,0.5,0.0,5.0,1.0,0.0,2.5,1.5,0.0,0.5,0.5,0.5,1.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0
Gap,8,9,False,True,0.0,0.0,0.0,22.0,12.5,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.5,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,20.5,20.5,1.0,0,0.0,0.0,0.0,0.0,0.0
Gap,8,10,False,True,0.0,0.0,0.0,7.0,7.0,11.0,0,0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,3.0,3.5,1.5,20.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.0,1.0,0,0.0,0.0,0.0,0.0,0.0
Gap,8,11,False,True,0.0,0.0,0.0,32.0,40.5,50.5,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,4.0,4.5,3.0,20.0,30.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
Gap,8,12,False,False,0.0,0.0,0.0,36.0,21.0,41.0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,3.0,3.5,6.5,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,10.5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.5,1.5,2.5,0,0.0,0.0,0.0,0.0,0.0
Gap,8,13,False,False,0.0,0.0,0.0,11.5,63.5,81.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0
Gap,8,14,False,True,0.5,0.0,0.0,51.5,31.5,55.0,0,0,0.0,0.0,0.0,0.0,10.0,0.0,0.5,4.5,4.5,12.5,10.0,1.0,5.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.5,0.5,0.5,0,0.0,0.0,0.0,0.0,0.0
Gap,8,15,False,True,0.0,0.0,0.0,32.0,12.5,31.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,3.5,1.0,1.0,0.0,5.0,5.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,1.5,1.0,0,0.0,0.5,0.0,0.0,0.0
Gap,8,16,False,False,0.0,0.0,0.0,51.0,31.5,21.0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.5,4.0,1.5,1.0,0.5,0.5,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0
Gap,10,1,False,False,0.0,0.0,0.0,0.0,1.0,0.5,0,0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,2.5,5.5,4.0,5.0,1.0,5.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,1.5,0,0.0,0.0,0.0,0.5,0.5
Gap,10,2,True,True,0.0,0.0,0.0,2.5,2.0,1.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,6.5,10.5,5.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,40.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
Gap,10,3,False,True,0.0,0.0,0.0,20.0,12.5,31.0,0,0,0.0,0.0,0.0,0.0,30.0,10.0,0.0,1.5,4.0,3.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.5,1.0,0.5
Gap,10,4,True,False,0.0,0.0,0.0,1.0,2.0,0.0,0,0,0.0,0.0,0.5,0.5,0.5,1.0,0.0,2.0,4.5,2.0,10.0,0.0,5.0,0.0,0.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,30.0,5.0,5.0,0,0.0,0.0,0.5,0.5,0.0
Gap,10,5,False,False,0.0,0.0,0.0,1.0,1.5,1.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.5,2.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,10.0,0.5,0,0.0,0.0,0.0,0.0,0.0
Gap,10,6,True,True,0.0,0.0,0.0,0.5,1.0,1.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,7.5,4.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.5,6.0,0,0.0,0.0,0.0,0.0,0.0
Gap,10,7,False,True,0.0,0.0,0.0,0.5,1.5,0.5,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,4.5,11.0,2.5,1.0,20.0,10.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.5,0.0,0,0.0,0.0,0.0,0.0,0.0
Gap,10,8,True,True,0.0,0.0,0.0,1.5,2.5,6.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,6.5,6.5,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.5,6.0,0,0.0,0.0,0.0,1.0,0.5
Gap,10,9,False,True,0.0,0.0,0.0,0.5,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.5,2.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,2.0,0,0.0,0.0,0.0,0.0,0.0
Gap,10,10,True,False,0.0,0.0,0.0,1.5,1.0,1.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,21.5,0,0.0,0.0,0.5,0.5,1.0
Gap,10,11,False,True,0.0,0.0,0.0,2.0,2.5,11.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.0,5.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,10.0,6.0,1.5,0,1.0,0.0,0.0,0.0,0.0
Gap,10,12,True,True,0.0,0.0,0.0,5.5,22.5,41.0,0,0,0.0,0.0,0.0,0.0,0.5,6.0,0.5,1.5,9.5,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,2.5,0.5,0,0.0,0.0,0.0,0.0,0.0
Gap,10,13,False,False,0.0,0.0,0.0,0.0,0.5,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,4.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0
Gap,10,14,True,False,0.0,0.0,0.0,0.0,0.5,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.5,5.0,0,0.0,0.0,0.0,0.0,0.0
Gap,10,15,False,False,0.0,0.0,0.0,0.5,5.0,5.5,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.5,2.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0,0.0,0.0,0.5,0.0,0.5
Gap,10,16,True,True,0.0,0.0,0.0,5.0,26.0,31.0,0,0,0.0,0.0,0.0,0.0,0.0,30.0,50.0,2.5,2.0,1.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0
Gap,10,17,False,False,0.0,0.0,0.0,1.5,0.0,2.5,0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.5,0.0,2.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0
Gap,10,18,True,False,0.0,0.0,0.0,3.0,6.5,1.5,0,0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,4.0,5.5,2.5,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.5,1.0,0,0.0,0.0,0.0,0.0,0.0
Gap,10,19,False,False,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0
Gap,10,20,True,True,0.0,0.0,0.0,0.5,10.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,3.0,14.5,1.0,1.0,0.0,0.5,0.0,1.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.5,5.5,0.5,0,0.0,0.0,0.0,0.0,0.5
Gap,10,21,False,False,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,1.5,1.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0
Gap,10,22,True,True,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,4.5,10.5,1.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,10.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,10.0,10.0,5.0,0,0.0,0.0,0.0,0.0,0.0
Gap,10,23,False,False,0.0,0.0,0.0,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0
Gap,10,24,True,True,0.0,0.0,0.0,5.5,6.0,30.0,0,0,0.0,0.5,0.5,1.0,0.5,1.0,0.0,1.5,3.0,10.5,5.0,1.0,0.5,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0,0.0,0.0,0.5,0.5,0.0
Gap,10,25,False,True,0.0,0.0,0.0,0.5,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0
Gap,10,26,True,True,0.0,0.0,0.0,5.0,0.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,0.5,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0,0.0,0.0,0.5,0.0,0.0
Gap,10,27,False,False,0.0,0.0,0.0,10.5,5.0,30.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0
Gap,10,28,True,False,0.0,0.0,0.0,20.5,32.0,31.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.5,1.5,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,20.0,10.0,1.0,0,0.0,0.0,0.5,0.0,0.5
Gap,10,29,False,False,0.0,0.0,0.0,0.5,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0,0.0,0.0,0.0,0.0,0.0
Gap,10,30,True,True,0.0,0.0,0.0,1.5,6.0,10.5,0,0,0.0,0.0,0.5,0.0,1.0,20.0,0.5,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
Gap,10,31,False,True,0.0,0.5,0.0,11.5,32.0,40.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,13.0,1.5,1.0,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,5.0,7.5,1.0,0,0.0,0.0,0.0,0.0,0.5
Gap,10,32,True,True,0.0,0.0,0.0,1.5,4.0,7.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,2.5,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,10.0,20.5,11.5,0,0.0,0.0,0.0,0.0,1.0
Gap,12,1,False,False,0.0,0.0,0.0,12.0,6.5,10.0,0,0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,7.5,5.0,3.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.5,1.0,0,0.0,0.0,0.0,0.0,0.0
Gap,12,2,True,True,0.0,1.0,0.0,12.0,51.5,51.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,3.5,1.5,10.0,5.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0
Gap,12,3,False,True,0.0,0.0,0.0,7.0,3.0,1.5,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,6.5,11.5,1.5,5.0,10.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0,1.0,0.0,0.0,0.0,0.0
Gap,12,4,True,True,0.0,1.0,0.0,11.5,12.0,21.0,0,0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,4.0,2.5,1.5,20.0,1.0,1.0,0.0,1.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.5,0.5,0,0.0,0.0,0.0,0.0,0.0
Gap,12,5,False,False,0.0,0.0,0.0,1.0,3.5,0.5,0,0,0.0,0.0,0.0,0.5,5.0,0.0,0.0,2.0,5.0,2.5,5.0,1.0,0.0,0.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0,0.0,0.0,0.0,0.0,0.0
Gap,12,6,True,True,0.0,0.0,0.0,40.5,4.0,11.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,5.0,2.5,0.5,20.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.5,2.0,1.5,0,0.0,0.0,0.0,0.0,0.0
