Plot_treatment,Plot_number,Quadrat_fenced,Quadrat_gap,Quadrat_number,Year_monitoring,Climber,Large Forb/Herb,Medium Forb/Herb,Medium Non-tufted grass/sedge,Medium Tufted grass/sedge,Prostrate or Mat-forming Forb/Herb,Small Non-tufted grass/sedge,Small Tufted grass/sedge,Prostrate Shrub,Tufted Ground Fern,Shrub,Small Forb/Herb,Large Tufted grass/sedge,Small Shrub,Non-tufted Ground Fern,Tiny Tufted grass/sedge,Scrambler,Large Shrub to Medium Tree,Large Non-tufted grass/sedge
Gap,12,False,True,25,6,,15.0,,0.5,,0.5,,,,,,,7.5,,,,,,
Gap,12,True,False,8,0,,3.5,5.0,45.0,,8.5,,0.5,,,,,0.5,,,,,,
Gap,12,True,False,8,3,,3.5,10.0,7.5,,15.0,,6.0,,,,,0.5,,,,,,
Gap,12,True,False,8,6,,,1.5,7.5,3.5,0.5,,6.0,,,,,,,,,,,
Gap,12,True,False,22,0,,1.0,4.0,3.0,,1.0,,3.0,,,,,0.5,,,,,,
Gap,12,True,False,22,3,,6.5,4.5,0.5,3.0,0.5,,0.5,,,,,0.5,,,,,,
Gap,12,True,False,22,6,,9.0,4.0,0.5,8.0,,,0.5,,,,,,,,,,,
Gap,12,True,False,24,0,,1.5,4.5,7.5,,1.5,,0.5,,,,,,,,,,,
Gap,12,True,False,24,3,,6.5,18.0,3.0,1.0,,,15.0,,,,,3.0,,,,,,
Gap,12,True,False,24,6,,0.5,11.5,,4.0,1.5,,6.0,,,,,,,,,,3.0,
Gap,12,True,False,26,0,,4.0,5.5,3.0,,1.0,,0.5,,,,,,,,,,,
Gap,12,True,False,26,3,,7.0,11.0,0.5,,1.0,3.0,1.5,,,,,,,,,,,
Gap,12,True,False,26,6,,8.5,0.5,0.5,3.5,,,,,,0.5,,,,,,,,
Gap,12,True,False,30,0,,7.5,4.0,55.0,,1.5,,7.5,,,,,0.5,,,,,,
Gap,12,True,False,30,3,,10.5,7.5,15.0,1.0,8.0,,3.5,,,,,3.0,,,,,,
Gap,12,True,False,30,6,,15.0,5.0,3.0,3.0,1.0,,0.5,,,,,,,,,,,3.0
Gap,12,True,True,2,0,,21.0,21.0,15.0,,18.0,,15.0,,,,,,,,,,,
Gap,12,True,True,2,3,3.0,58.5,9.5,7.5,7.5,3.0,,0.5,,,,,3.0,,,,,,
Gap,12,True,True,2,6,,58.0,1.5,3.0,7.5,4.0,,,,,,,,,,,,,
Gap,12,True,True,4,0,,18.5,6.0,25.0,,1.0,,25.5,,,,,0.5,,,,,,
Gap,12,True,True,4,3,3.0,17.0,4.5,3.0,3.0,3.5,,0.5,,,,,3.0,,,,,,
Gap,12,True,True,4,6,,26.0,3.5,3.0,11.0,,,0.5,,,,,,,,,,,
Gap,12,True,True,6,0,,45.5,1.5,0.5,,2.0,,3.5,,,,,,,,,,,
Gap,12,True,True,6,3,,12.0,9.0,25.0,3.0,6.5,3.0,4.0,,,,,,,,,,,
Gap,12,True,True,6,6,,18.5,2.5,3.0,10.5,1.5,,3.5,,,,,,,,,,,
Gap,12,True,True,10,0,,2.0,1.5,0.5,,1.0,,3.5,,,,,,,,,,,
Gap,12,True,True,10,3,,7.0,5.5,,7.5,0.5,,6.0,,,,,,,,,,,
Gap,12,True,True,10,6,,3.5,5.0,3.0,6.0,1.0,,4.5,,,,,,,,,,,
Gap,12,True,True,12,0,,2.0,3.0,7.5,,4.0,,0.5,,,,,,,,,,,
Gap,12,True,True,12,3,0.5,11.5,4.5,15.0,,6.5,,3.0,,,,,0.5,,,,,,
Gap,12,True,True,12,6,,3.5,1.0,7.5,28.0,1.0,,,,,,,,,,,,,
Gap,12,True,True,14,0,,0.5,1.0,7.5,,4.0,,15.0,,,,,,,,,,,
Gap,12,True,True,14,3,,4.5,4.5,45.0,15.0,3.0,,,,,,,,,,,,,
Gap,12,True,True,14,6,,,1.0,7.5,3.0,0.5,,,,,,,,,,,,,
Gap,12,True,True,16,0,,4.0,12.0,,1.0,4.0,,15.0,,,,,,,,,,,
Gap,12,True,True,16,3,,11.5,10.5,3.0,,7.5,,3.5,,,,,,,,,,,
Gap,12,True,True,16,6,,7.5,15.5,,1.0,,,,,,,,,,,,,,
Gap,12,True,True,18,0,,4.0,2.0,3.0,0.5,1.0,,1.0,,,,,,,,,,0.5,
Gap,12,True,True,18,3,,18.5,10.0,7.5,15.0,0.5,,3.0,,,,,,,,,,,
Gap,12,True,True,18,6,,55.0,2.0,0.5,10.5,0.5,,,,,,,,,,,,,
Gap,12,True,True,20,0,,,1.0,3.0,,1.0,,1.0,,,,,,,,,,,
Gap,12,True,True,20,3,,5.0,10.5,3.0,0.5,,,3.0,,,,,,,,,,,
Gap,12,True,True,20,6,,4.0,1.0,0.5,,0.5,,,,,,,3.0,,,,,,
Gap,12,True,True,28,0,,0.5,31.0,7.5,,8.5,,3.0,,,,,0.5,,,,,0.5,
Gap,12,True,True,28,3,,36.0,7.5,0.5,,18.0,,6.5,,,,,3.0,,,,,0.5,
Gap,12,True,True,28,6,,58.0,11.5,,,0.5,,,,,,,3.0,,,,,3.0,
Gap,12,True,True,32,0,,1.0,3.0,7.5,,0.5,,7.5,,,,,,,,,,,
Gap,12,True,True,32,3,,3.5,9.0,7.5,7.5,3.5,,3.0,,,,,,,,,,,
Gap,12,True,True,32,6,,3.0,15.5,0.5,,,,,,,,,7.5,,,,,,
Radial,3,False,False,2,0,,27.0,1.0,0.5,3.0,4.0,0.5,3.0,,,,,,,,,,,
Radial,3,False,False,2,6,,26.0,2.0,0.5,0.5,3.5,,6.0,,,,,,,,,,,
Radial,3,False,False,7,0,0.5,39.0,5.0,45.0,0.5,3.0,0.5,0.5,,,,,,,,,,,
Radial,3,False,False,7,6,0.5,46.0,5.0,3.0,3.0,,,,,,,,,,,,,,
Radial,3,False,False,8,0,,76.0,4.0,0.5,3.0,1.5,,0.5,,,,,,,,,,,
Radial,3,False,False,8,6,,56.0,9.5,1.0,,3.5,,0.5,,,,,,,,,,,
Radial,3,False,False,12,0,0.5,36.0,2.5,3.0,0.5,,0.5,3.5,,0.5,,,,,,,,,
Radial,3,False,False,12,6,,26.0,4.5,0.5,,0.5,3.0,1.0,,0.5,,,,,,,,,
Radial,3,False,False,15,0,,46.5,1.0,3.0,0.5,15.0,0.5,3.0,,,,,,,,,,,
Radial,3,False,False,15,6,,36.0,7.5,3.0,0.5,3.5,,0.5,,,,,,,,,,,
Radial,3,False,True,1,0,0.5,77.0,1.5,7.5,0.5,35.5,0.5,7.5,0.5,,,,,,,,,,
Radial,3,False,True,1,6,,48.5,1.5,0.5,,0.5,0.5,0.5,,,,,,,,,,,
Radial,3,False,True,3,0,,46.5,3.0,0.5,3.0,3.5,0.5,3.0,,,,,,,,,,,
Radial,3,False,True,3,6,,55.5,8.0,0.5,3.0,1.0,0.5,0.5,,,,,,,,,,,
Radial,3,False,True,4,0,0.5,26.5,1.5,3.0,,4.0,3.0,3.0,,,,0.5,,,,,,,
Radial,3,False,True,4,6,0.5,46.5,2.0,0.5,,3.5,3.0,0.5,,,,,,,,,,,
Radial,3,False,True,5,0,0.5,46.5,9.5,0.5,0.5,3.5,0.5,15.0,3.0,,,,,,,,,,
Radial,3,False,True,5,6,,55.0,4.0,,0.5,1.0,0.5,3.0,3.0,,,,,,,,,,
Radial,3,False,True,6,0,1.0,45.5,10.5,3.0,7.5,1.5,0.5,3.5,,,,,,0.5,0.5,,,,
Radial,3,False,True,6,6,0.5,55.5,12.0,3.0,0.5,8.0,3.0,0.5,,,,,,0.5,0.5,,,,
Radial,3,False,True,9,0,0.5,26.0,6.0,3.0,25.0,1.0,0.5,35.5,,,,,,,,,,,
Radial,3,False,True,9,6,0.5,25.5,2.0,,,1.5,,0.5,,,,,,,,,,,
Radial,3,False,True,10,0,,5.0,2.0,3.0,,15.5,0.5,25.5,,,,,,,,,,,
Radial,3,False,True,10,6,,25.5,3.5,3.0,,3.5,0.5,1.5,,,,,,,,,,,
Radial,3,False,True,11,0,,26.0,1.5,3.0,,25.0,,15.0,,,,,0.5,,,,,,
Radial,3,False,True,11,6,,55.5,1.5,0.5,0.5,1.0,,0.5,,,,,,,,,,,
Radial,3,False,True,13,0,0.5,57.0,1.0,0.5,3.0,15.5,0.5,0.5,,,,,,,,,,,
Radial,3,False,True,13,6,,75.0,0.5,0.5,0.5,1.5,0.5,0.5,,,,,,,,,,,
Radial,3,False,True,14,0,,26.0,3.0,7.5,,36.5,,7.5,,,,,,,,,,,
Radial,3,False,True,14,6,,65.5,2.5,3.0,,3.5,0.5,3.0,,,,,,,,,,,
Radial,3,False,True,16,0,0.5,8.5,1.0,15.0,,26.0,,15.0,,,,,,,,,,,
Radial,3,False,True,16,6,0.5,25.0,3.0,3.0,,11.0,,3.0,,,,,,,,,,,
Radial,5,False,False,1,0,,36.0,3.0,0.5,1.0,0.5,0.5,1.0,,,,,3.0,,,,,,
Radial,5,False,False,1,3,,45.5,4.5,0.5,0.5,8.0,3.0,3.0,,,,,3.0,,,,,,
Radial,5,False,False,1,6,,36.0,2.5,0.5,1.5,1.5,0.5,0.5,,,,,,,,,,,
Radial,5,False,False,2,0,,39.0,2.5,3.0,,0.5,0.5,1.5,,,,,0.5,,0.5,,,,
Radial,5,False,False,2,3,,25.0,2.0,0.5,0.5,6.0,0.5,,,,,,,,3.0,,,,
Radial,5,False,False,2,6,,26.0,3.5,1.0,,4.0,0.5,1.0,,,,,0.5,,3.0,,,,
Radial,5,False,False,6,0,,,2.0,3.0,,8.0,,25.5,,,,,0.5,,,,,,
Radial,5,False,False,6,3,,,1.5,0.5,,3.5,,,,,,,,,,,,,
Radial,5,False,False,6,6,,1.5,2.5,0.5,,4.5,0.5,4.0,,,,,,,,,,,
Radial,5,False,False,9,0,,26.5,3.0,15.0,,1.5,0.5,15.0,,,,,,,,,,,
Radial,5,False,False,9,3,,38.5,11.0,7.5,,4.0,,,,,,,,,3.0,,,,
Radial,5,False,False,9,6,,56.0,2.5,3.0,,3.0,0.5,3.0,,,,,,,0.5,,,,
Radial,5,False,True,3,0,0.5,2.0,3.0,0.5,1.0,1.0,0.5,3.5,,,,,0.5,,,,,,
Radial,5,False,True,3,3,,25.0,6.0,0.5,,16.0,,0.5,,,,,0.5,,0.5,,,,
Radial,5,False,True,3,6,0.5,46.0,1.5,1.0,0.5,1.5,0.5,1.5,,,,,0.5,,0.5,,,,
Radial,5,False,True,4,0,,68.5,2.5,0.5,3.0,3.5,0.5,1.5,,,,,0.5,,3.0,,,,
Radial,5,False,True,4,3,,55.0,1.5,0.5,1.5,6.0,0.5,0.5,,,,,0.5,,3.0,,,,
Radial,5,False,True,4,6,,55.5,1.0,4.0,,4.0,0.5,1.0,,,,,0.5,,0.5,,,,
Radial,5,False,True,5,0,,26.0,3.5,3.0,,1.0,0.5,15.0,,,,,,,,,,,
Radial,5,False,True,5,3,,25.5,3.0,7.5,,3.5,,1.0,,,,,,,,,,,
Radial,5,False,True,5,6,,25.0,4.0,0.5,,1.5,3.0,4.0,,,,,,,,,,,
Radial,5,False,True,7,0,,0.5,9.0,35.0,,3.0,0.5,25.0,,,,,,,,,,,
Radial,5,False,True,7,3,,,3.5,25.0,,6.0,,,,,,,,,,,,,
Radial,5,False,True,7,6,,0.5,2.5,3.0,,4.0,7.5,8.0,,,,,,,,,,,
Radial,5,False,True,8,0,,29.5,4.5,7.5,6.0,4.0,0.5,0.5,,,,,,,,,,,
Radial,5,False,True,8,3,,25.5,3.0,25.0,1.0,6.5,,,,,,,,,15.0,,,,
Radial,5,False,True,8,6,,48.0,1.0,1.0,,3.5,0.5,0.5,,,,,,,3.0,,,,
Radial,5,False,True,10,0,0.5,16.0,10.5,65.0,,4.0,0.5,1.5,,,0.5,,,,3.0,,,,
Radial,5,False,True,10,3,0.5,15.5,9.5,65.0,0.5,8.5,,,0.5,,,,,,3.0,,,,
Radial,5,False,True,10,6,0.5,15.5,6.0,1.0,,8.0,0.5,6.5,,,,,,,0.5,,,,
Radial,5,False,True,11,0,0.5,66.5,6.0,15.0,0.5,8.5,0.5,0.5,,,,,,,0.5,,,,
Radial,5,False,True,11,3,0.5,45.5,3.0,3.0,,10.5,,0.5,,,,,,,,,,,
Radial,5,False,True,11,6,0.5,75.0,4.5,18.0,0.5,1.0,3.0,1.0,,,,,,,,,,,
Radial,5,False,True,12,0,0.5,65.0,4.5,25.0,3.0,15.5,,1.0,,,,,3.0,,,,,,
Radial,5,False,True,12,3,,,1.0,,,,,0.5,,,,,0.5,,,,,,
Radial,5,False,True,13,0,0.5,46.0,2.0,25.0,0.5,3.5,0.5,8.0,,,,,0.5,,0.5,,,,
Radial,5,False,True,13,3,,55.5,2.0,35.0,0.5,1.0,,,,,,,,,,,,,
Radial,5,False,True,13,6,,55.0,8.0,7.5,,1.0,3.0,8.5,,,,,,,,,,,
Radial,5,False,True,14,0,0.5,26.5,3.0,15.0,0.5,4.0,0.5,15.0,,,,,,,,,,,
Radial,5,False,True,14,3,,35.0,3.0,0.5,,1.5,,,,,,,,,0.5,,,,
Radial,5,False,True,14,6,0.5,25.5,7.5,3.0,,3.5,0.5,3.5,,,,,,,0.5,,,,
Radial,5,False,True,15,0,,25.5,0.5,0.5,,0.5,,7.5,,,,,,,,,,,
Radial,5,False,True,15,3,,36.0,2.5,3.0,,3.5,,,,,,,,,,,,,
Radial,5,False,True,15,6,0.5,25.0,1.5,3.5,,4.0,0.5,1.0,,,,,,,0.5,,,,
Radial,5,False,True,16,0,,71.5,2.0,15.0,,3.5,0.5,8.0,,,,,,,,,,,
Radial,5,False,True,16,3,,75.0,3.0,7.5,,4.0,,,,,,,0.5,,,,,,
Radial,5,False,True,16,6,0.5,75.0,4.0,4.0,,1.5,3.0,0.5,,,,,,,,,,,
Radial,7,False,False,1,0,,4.5,1.5,3.0,,8.0,0.5,15.0,,,,,0.5,,,,,,
Radial,7,False,False,1,3,,4.0,2.5,15.0,,10.5,,3.0,,,,,3.0,,,,,,
Radial,7,False,False,1,6,,1.0,5.5,6.0,,1.5,,0.5,,,,,,,,,,,
Radial,7,False,False,5,0,,1.5,2.0,0.5,,0.5,,3.0,,,,,,,,,,,
Radial,7,False,False,5,3,,0.5,7.5,3.0,,3.0,,3.0,,,,,,,,,,,
Radial,7,False,False,5,6,,0.5,2.0,3.0,,1.5,,0.5,,,,,,,,,,,
Radial,7,False,False,9,0,,0.5,3.5,0.5,,3.5,,25.5,,,,,0.5,,,,,,
Radial,7,False,False,9,3,,3.5,9.0,0.5,,7.5,,7.5,,,,,,,,,,,
Radial,7,False,False,9,6,,0.5,2.5,0.5,,1.0,,3.0,,,,,,,,,,,
Radial,7,False,False,11,0,,2.0,2.0,0.5,,1.0,0.5,3.0,,,,,,,,,,,
Radial,7,False,False,11,3,,3.0,2.5,0.5,,0.5,,3.0,,,,,0.5,,,,,,
Radial,7,False,False,11,6,,,8.0,0.5,0.5,0.5,,0.5,,,,,,,,,,,
Radial,7,False,False,17,0,,1.5,1.5,0.5,0.5,1.0,,35.5,,,,,,,,,,,
Radial,7,False,False,17,3,,0.5,16.5,,,3.0,,8.0,,,,,,,,,,,
Radial,7,False,False,17,6,,0.5,4.5,0.5,,0.5,,3.5,,,,,,,,,,,
Radial,7,False,False,21,0,,1.5,16.0,0.5,0.5,25.5,,55.0,,,,,0.5,,,,,,
Radial,7,False,False,21,3,,4.0,29.5,,0.5,3.0,3.0,8.0,,,,,,,,,,,
Radial,7,False,False,21,6,,0.5,4.5,0.5,65.0,,,3.0,,,,,,,,,,,
Radial,7,False,False,23,0,,0.5,2.0,0.5,0.5,8.0,,15.0,,,,,0.5,,,,,,
Radial,7,False,False,23,3,,0.5,7.0,0.5,0.5,3.0,,15.0,,,,,3.0,,,,,,
Radial,7,False,False,23,6,,0.5,2.0,0.5,1.0,0.5,,1.0,,,,,,0.5,,,,,
Radial,7,False,False,25,0,,2.5,1.5,,,1.0,,7.5,0.5,,,,7.5,,,,,,
Radial,7,False,False,25,3,,1.0,4.5,0.5,,7.5,,8.0,0.5,,,,,,,,,,
Radial,7,False,False,25,6,,0.5,4.0,0.5,0.5,1.0,,1.0,0.5,,,,,,,,,,
Radial,7,False,True,3,0,,,1.5,0.5,,0.5,,0.5,,,,,,,,,,,
Radial,7,False,True,3,3,,3.0,7.5,0.5,,8.0,,3.0,,,,,,,,,,,
Radial,7,False,True,3,6,,,1.5,0.5,,3.0,,0.5,,,,,,,,,,,
Radial,7,False,True,7,0,,,1.5,0.5,,0.5,,15.5,,,,,3.0,,,,,,
Radial,7,False,True,7,3,0.5,1.5,8.0,3.0,,0.5,,0.5,,,,,3.0,,,,,,
Radial,7,False,True,7,6,,0.5,4.5,3.5,,1.5,,7.5,,,,,,,,,,,
Radial,7,False,True,13,0,,1.0,4.5,0.5,,1.0,,7.5,,,,,,,,,,,
Radial,7,False,True,13,3,,1.0,8.0,3.0,,,,1.5,,,,,,,,,,,
Radial,7,False,True,13,6,,0.5,1.5,3.0,,0.5,,0.5,,,,,,,,,,,
Radial,7,False,True,15,0,,1.0,6.5,25.0,,1.5,,35.0,,,,,,,,,,,
Radial,7,False,True,15,3,,0.5,5.0,45.0,3.0,0.5,,0.5,,,,,3.0,,,,0.5,,
Radial,7,False,True,15,6,,1.0,2.5,35.0,,1.0,,10.5,,,,,3.0,,,,,,
Radial,7,False,True,19,0,,0.5,,0.5,,1.0,,7.5,,,,,,,,,,,
Radial,7,False,True,19,3,,1.0,2.5,0.5,,,,7.5,,,,,,,,,,,
Radial,7,False,True,19,6,,3.0,4.5,,75.0,1.0,,3.5,,,,,,,,,,,
Radial,7,False,True,27,0,0.5,2.0,2.5,35.0,,15.5,,25.0,,,,,1.0,,,,,,
Radial,7,False,True,27,3,,3.0,4.5,25.0,,15.5,,7.5,,,,,,,,,,,
Radial,7,False,True,27,6,,0.5,8.0,15.0,3.0,0.5,,,,,,,,,,,,,
Radial,7,False,True,29,0,,0.5,2.0,,,4.0,,7.5,,,,,0.5,,,,,,
Radial,7,False,True,29,3,,0.5,9.5,3.0,,3.0,0.5,3.0,,,,,3.0,,,,,,
Radial,7,False,True,29,6,,,4.0,0.5,0.5,8.0,,0.5,,,,,,,,,,,
Radial,7,False,True,31,0,,1.0,4.5,,0.5,3.5,,25.0,,,,,25.0,,,,,,
Radial,7,False,True,31,3,,0.5,16.5,3.0,,15.0,,3.5,,,,,35.0,,,,,,
Radial,7,False,True,31,6,,,1.0,0.5,0.5,1.0,,3.0,,,,,,,,,,,
Radial,7,True,False,6,0,,1.5,2.5,0.5,,1.5,,8.0,0.5,,,,,,,,,,
Radial,7,True,False,6,3,,4.0,13.5,,,6.5,,10.5,,,,,,,,,,,
Radial,7,True,False,6,6,0.5,0.5,16.0,0.5,,1.0,,3.5,,,,,,,,,,,
Radial,7,True,False,16,0,,1.5,5.5,0.5,,4.0,,7.5,,,,,3.0,,,,,,
Radial,7,True,False,16,3,,1.5,9.5,3.0,,0.5,,7.5,,,,,3.0,,,,,,
Radial,7,True,False,16,6,,1.0,4.0,3.0,3.0,0.5,,18.0,,,,,7.5,,,,,,
Radial,7,True,False,22,0,,1.5,1.5,0.5,0.5,1.0,,3.0,,,,,,,,,,,
Radial,7,True,False,22,3,,1.0,4.5,0.5,,,,3.0,,,,,,,,,,,
Radial,7,True,False,22,6,,,3.5,3.0,,0.5,,1.0,,,,,,,,,,,
Radial,7,True,False,24,0,,1.0,1.0,0.5,,0.5,,0.5,,,,,,,,,,,
Radial,7,True,False,24,3,,3.5,5.5,0.5,,0.5,,0.5,,,,,,,,,,,
Radial,7,True,False,24,6,,0.5,1.5,0.5,,1.0,,0.5,,,,,,,,,,,
Radial,7,True,False,32,0,,1.5,7.0,25.0,,35.0,0.5,15.5,,,,,,,,,,,
Radial,7,True,False,32,3,,0.5,7.5,25.0,,8.0,,7.0,,,,,,,,,0.5,,
Radial,7,True,False,32,6,,0.5,7.0,,,1.0,,3.5,,,,,,,,,,,
Radial,7,True,True,2,0,,0.5,2.0,0.5,,0.5,,0.5,,0.5,,,,,,,,,
Radial,7,True,True,2,3,,,3.0,,0.5,,,7.5,,0.5,,,,,,,,,
Radial,7,True,True,2,6,,1.0,2.5,0.5,3.5,0.5,,10.5,,0.5,0.5,,,3.0,,,,,
Radial,7,True,True,4,0,,1.0,2.0,3.0,,,,3.0,,,,,,,,,,,
Radial,7,True,True,4,3,,1.0,10.5,7.5,,3.5,,7.5,,,,,,,,,,,
Radial,7,True,True,4,6,,,1.0,0.5,0.5,0.5,,9.0,,,,,,,,,,,
Radial,7,True,True,8,0,,0.5,0.5,0.5,,1.0,,7.5,,0.5,,,,,,,,,
Radial,7,True,True,8,3,,1.0,7.0,7.5,,58.0,,18.0,,0.5,,,,,,,,,
Radial,7,True,True,8,6,,0.5,1.0,0.5,,1.0,,0.5,,0.5,0.5,,,,,0.5,,,
Radial,7,True,True,10,0,,2.0,1.5,0.5,,4.0,,3.0,,,,,,,,,,,
Radial,7,True,True,10,3,,2.0,8.5,7.5,,48.5,,6.0,,,,,25.0,,,,,,
Radial,7,True,True,10,6,,3.0,1.5,3.0,50.0,1.5,,8.0,,,,,,,,,,,
Radial,7,True,True,12,0,,1.5,1.5,3.0,,8.0,,35.0,,,,,,,,,,,
Radial,7,True,True,12,3,,0.5,18.5,15.0,,3.0,,15.0,,,,,,,,,,,
Radial,7,True,True,12,6,,0.5,1.0,0.5,0.5,0.5,,0.5,,,,,,,,,,,
Radial,7,True,True,14,0,,1.5,3.0,0.5,,0.5,,3.5,,,,,,,,,,,
Radial,7,True,True,14,3,,7.0,18.5,15.0,,1.0,,35.5,,,,,,,,,0.5,,
Radial,7,True,True,14,6,,3.0,7.5,25.0,7.5,,,10.5,,,,,7.5,,,,,,
Radial,7,True,True,18,0,,1.5,2.0,0.5,,1.0,,3.0,0.5,,,,3.0,,,,,,
Radial,7,True,True,18,3,0.5,4.0,26.0,0.5,,1.0,,15.0,,,,,45.5,,,,,,
Radial,7,True,True,18,6,0.5,1.5,2.0,0.5,55.0,1.5,,1.0,,,,,,,,,,,
Radial,7,True,True,20,0,,1.5,4.5,0.5,,0.5,,3.0,,,,,,,,,,,
Radial,7,True,True,20,3,,3.5,7.5,,,3.5,,7.5,,,,,,,,,,,
Radial,7,True,True,20,6,,4.0,8.0,0.5,85.0,1.5,,3.5,,,,,,,,,,,
Radial,7,True,True,26,0,,2.0,3.5,7.5,,1.5,,58.0,,,,,,,,,,,
Radial,7,True,True,26,3,,0.5,9.0,7.5,0.5,1.0,,25.0,,,,,3.0,,,,,,
Radial,7,True,True,26,6,,3.5,1.0,0.5,51.0,0.5,,3.0,,,,0.5,,,,,,,
Radial,7,True,True,28,0,,1.5,2.0,0.5,,0.5,,3.0,,0.5,,,0.5,,,,,,
Radial,7,True,True,28,3,,1.5,4.0,3.0,,0.5,0.5,15.0,,3.0,,,0.5,,,,,,
Radial,7,True,True,28,6,,0.5,1.0,0.5,0.5,,,0.5,,0.5,,,,,,,,,
Radial,7,True,True,30,0,,2.0,3.0,15.0,,1.0,,,,,,,8.0,,,,,,
Radial,7,True,True,30,3,,6.0,19.0,3.0,,18.0,,0.5,,,,,45.0,,,,,,
Radial,7,True,True,30,6,,3.5,3.0,0.5,45.5,3.5,,0.5,,,,,,,,,,,
Radial,9,False,False,15,0,,1.5,5.0,0.5,,0.5,,0.5,,,,,,,,,,,
Radial,9,False,False,15,3,,3.5,7.5,0.5,,,,,,,,,,,,,,,
Radial,9,False,False,15,6,,0.5,3.0,,,0.5,,0.5,,,,,,,,,,,
Radial,9,False,False,17,0,,2.0,5.5,7.5,,16.0,,0.5,,,,,,,,,,,
Radial,9,False,False,17,3,,4.0,11.0,3.0,,18.5,,,,,,,,,,,,,
Radial,9,False,False,17,6,,1.0,4.0,3.0,,1.0,,3.5,,,,,,,,,,,
Radial,9,False,True,1,0,,4.5,13.0,15.0,,4.0,,18.0,,,0.5,,0.5,,,,,,
Radial,9,False,True,1,3,,3.5,5.0,0.5,,8.0,,6.5,,,,,0.5,,,,,,
Radial,9,False,True,1,6,,1.0,7.5,0.5,,0.5,,1.0,,,,,,,,,,,
Radial,9,False,True,3,0,,1.0,13.0,7.5,,0.5,3.0,3.0,,3.0,,,3.0,,,,,,
Radial,9,False,True,3,3,,1.0,20.5,45.0,,1.0,0.5,3.5,,3.0,,,3.0,,,,,,
Radial,9,False,True,3,6,,26.5,4.0,3.0,,1.0,,3.0,,3.0,,,0.5,,,,,,
Radial,9,False,True,5,0,,8.5,2.0,7.5,,8.5,,3.0,,,,,,,,,,,
Radial,9,False,True,5,3,,24.0,8.0,7.5,,3.5,,3.0,,,,,,,,,,,
Radial,9,False,True,5,6,,0.5,1.0,3.0,,1.0,,0.5,,,,,,,,,,,
Radial,9,False,True,7,0,,2.0,1.5,0.5,,3.0,,0.5,,,,,3.0,,,,,,
Radial,9,False,True,7,3,,4.5,5.0,3.0,,7.5,,1.0,,,,,3.0,,,,,,
Radial,9,False,True,7,6,,3.0,1.0,0.5,3.0,0.5,,0.5,,,,,,,,,,,
Radial,9,False,True,9,0,,2.0,6.5,15.0,,36.5,,0.5,,,,,,,,,,,
Radial,9,False,True,9,3,,1.5,13.0,25.0,,4.0,,8.0,,,,,,,,,,,
Radial,9,False,True,9,6,,0.5,1.5,15.0,,0.5,,0.5,,,,,,,,,,,
Radial,9,False,True,11,0,,4.0,1.0,0.5,,,,0.5,,,,,,,,,,,
Radial,9,False,True,11,3,,3.0,3.5,15.0,,1.0,0.5,1.5,,,,,,,,,,,
Radial,9,False,True,11,6,,,1.5,3.0,,0.5,,0.5,,,,,,,,,,,
Radial,9,False,True,13,0,,1.5,2.0,0.5,,0.5,,,,,,,,,,,,,
Radial,9,False,True,13,3,,0.5,1.5,,,0.5,,3.0,,,,,,,,,,,
Radial,9,False,True,13,6,,0.5,0.5,,,0.5,,0.5,,,,,,,,,,,
Radial,9,False,True,19,0,,4.5,2.5,3.0,,1.5,,3.0,,,,,7.5,,,,,,
Radial,9,False,True,19,3,,8.0,15.0,35.0,,3.5,,7.0,,,,,3.0,,,,,,
Radial,9,False,True,19,6,,8.0,2.0,3.0,7.5,0.5,,3.5,3.0,,,,0.5,,,,,,
Radial,9,False,True,21,0,,2.0,5.5,3.0,25.0,1.0,,1.0,,,,,0.5,,,,,,
Radial,9,False,True,21,3,,3.0,27.5,7.5,,6.0,3.0,15.5,,,,,,,,,,,
Radial,9,False,True,21,6,,,1.0,7.5,3.0,1.0,,1.5,,,,,0.5,,,,,,
Radial,9,False,True,23,0,,4.5,5.0,7.5,,26.5,,3.0,,,,,,,,,,,
Radial,9,False,True,23,3,,4.0,19.5,7.5,,11.0,3.0,11.0,,,,,,,,,,,
Radial,9,False,True,23,6,,0.5,3.5,3.0,0.5,4.0,,1.0,,,,,,,,,,,
Radial,9,False,True,25,0,,2.0,7.5,35.0,,1.0,,35.0,,,,,,,,,,,
Radial,9,False,True,25,3,,3.5,27.5,55.0,10.5,6.0,,0.5,,,,,,,,,,,
Radial,9,False,True,25,6,,1.0,5.0,0.5,,1.5,,15.0,,,,,,,,,,,
Radial,9,False,True,27,0,,4.5,9.0,15.0,,6.5,,0.5,,,,,,,,,0.5,,
Radial,9,False,True,27,3,,6.5,13.5,65.0,0.5,6.0,3.0,6.0,,,,,,,,,,,
Radial,9,False,True,27,6,,,1.0,55.0,0.5,1.5,,1.0,,,,,,,,,,,
Radial,9,False,True,29,0,,2.0,16.0,7.5,,1.5,,,,,,,7.5,,,,0.5,,
Radial,9,False,True,29,3,,15.5,20.5,25.0,,18.0,,,,,,,,,,,,,
Radial,9,False,True,29,6,,0.5,4.5,3.0,3.0,1.0,,,,,,,,,,,,,
Radial,9,False,True,31,0,0.5,3.0,2.5,15.0,,36.5,,8.0,,,,,,,,,,,
