Year_monitoring,Date_monitoring,Observer1,Observer2,Plot_number,Plot_treatment,Plot_percent_burgan,Quadrat_number,Quadrat_fenced,Quadrat_Can_Cov,Quadrat_gap_or_no,Record_ID,T002_Flora_Species_name,Score,Percentage_range
3,2015-10-14,JH,RE,8,Gap,,2,False,,Not in Gap,2943,Cotula australis,0.5,Trace <1%
3,2015-10-14,JH,RE,8,Gap,,2,False,,Not in Gap,2941,Austrostipa spp,0.5,Trace <1%
3,2015-10-14,JH,RE,8,Gap,,2,False,,Not in Gap,2942,Conyza sumatrensis,0.5,Trace <1%
3,2015-10-14,JH,RE,8,Gap,,2,False,,Not in Gap,2935,Leaf Litter,10.0,80-90%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,3,False,,,13609,Lagenophora spp,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,3,False,,,13614,Rytidosperma spp.,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,3,False,,,13610,Microlaena stipoides,2.0,5-10%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,3,False,,,13611,Oxalis (native),0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,3,False,,,13612,Pterostylis concinna,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,3,False,,,13613,Rytidosperma geniculata,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,3,False,,,13615,Stellaria spp.,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,3,False,,,13599,Moss/Lichen,1.0,1-5%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,3,False,,,13608,Hypochaeris radicata,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,3,False,,,13597,Leaf Litter,4.0,20-30%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,3,False,,,13600,CWD,1.0,1-5%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,3,False,,,13601,Anagallis arvensis,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,3,False,,,13602,Cotula australis,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,3,False,,,13603,Crassula sieberiana,2.0,5-10%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,3,False,,,13604,Dichelachne crinita,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,3,False,,,13605,Einadia nutans,1.0,1-5%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,3,False,,,13606,Geranium sp.,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,3,False,,,13607,Hydrocotyle foveolata,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,3,False,,,13598,Bare Earth,5.0,30-40%
0,2012-11-20,RE BM,CM,8,Gap,,3,False,,In Gap,8315,Wahlenbergia spp,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,3,False,,In Gap,8314,Senecio spp,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,3,False,,In Gap,8313,Poranthera microphylla,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,3,False,,In Gap,8316,Eragrostis sp. (Native),0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,3,False,,In Gap,8317,Rytidosperma spp.,4.0,20-30%
0,2012-11-20,RE BM,CM,8,Gap,,3,False,,In Gap,8318,Briza minor,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,3,False,,In Gap,8320,Baumea sp,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,3,False,,In Gap,8312,Oxalis sp (weed),0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,3,False,,In Gap,8319,Trifolium sp.,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,3,False,,In Gap,8301,Aira spp.,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,3,False,,In Gap,8300,Moss/Lichen,2.0,5-10%
0,2012-11-20,RE BM,CM,8,Gap,,3,False,,In Gap,8302,Anagallis arvensis,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,3,False,,In Gap,8303,Austrostipa spp,1.0,1-5%
0,2012-11-20,RE BM,CM,8,Gap,,3,False,,In Gap,8304,Centaurium erythraea,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,3,False,,In Gap,8305,Dichondra repens,4.0,20-30%
0,2012-11-20,RE BM,CM,8,Gap,,3,False,,In Gap,8306,Einadia nutans,1.0,1-5%
0,2012-11-20,RE BM,CM,8,Gap,,3,False,,In Gap,8307,Euchiton spp,1.0,1-5%
0,2012-11-20,RE BM,CM,8,Gap,,3,False,,In Gap,8311,Microlaena stipoides,1.0,1-5%
0,2012-11-20,RE BM,CM,8,Gap,,3,False,,In Gap,8299,Bare Earth,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,3,False,,In Gap,8298,Leaf Litter,8.0,60-70%
0,2012-11-20,RE BM,CM,8,Gap,,3,False,,In Gap,8310,Lagenophora spp,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,3,False,,In Gap,8309,Hypochaeris spp,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,3,False,,In Gap,8308,Hypericum gramineum,0.5,Trace <1%
3,2015-10-14,JH,RE,8,Gap,,3,False,,In Gap,2972,Stellaria spp.,0.5,Trace <1%
3,2015-10-14,JH,RE,8,Gap,,3,False,,In Gap,2971,Sonchus spp,0.5,Trace <1%
3,2015-10-14,JH,RE,8,Gap,,3,False,,In Gap,2970,Senecio spp,1.0,1-5%
3,2015-10-14,JH,RE,8,Gap,,3,False,,In Gap,2978,Ranunculus pimelo sp pimelo,0.5,Trace <1%
3,2015-10-14,JH,RE,8,Gap,,3,False,,In Gap,2973,Trifolium repens,0.5,Trace <1%
3,2015-10-14,JH,RE,8,Gap,,3,False,,In Gap,2974,Wahlenbergia spp,0.5,Trace <1%
3,2015-10-14,JH,RE,8,Gap,,3,False,,In Gap,2977,Juncus bufonis,0.5,Trace <1%
3,2015-10-14,JH,RE,8,Gap,,3,False,,In Gap,2965,Hypochaeris spp,1.0,1-5%
3,2015-10-14,JH,RE,8,Gap,,3,False,,In Gap,2979,Lachnagrostis spp.,0.5,Trace <1%
3,2015-10-14,JH,RE,8,Gap,,3,False,,In Gap,2975,Medicago spp.,0.5,Trace <1%
3,2015-10-14,JH,RE,8,Gap,,3,False,,In Gap,2958,Cerastium sp.,0.5,Trace <1%
3,2015-10-14,JH,RE,8,Gap,,3,False,,In Gap,2951,Leaf Litter,1.0,1-5%
3,2015-10-14,JH,RE,8,Gap,,3,False,,In Gap,2952,Bare Earth,0.5,Trace <1%
3,2015-10-14,JH,RE,8,Gap,,3,False,,In Gap,2953,CWD,2.0,5-10%
3,2015-10-14,JH,RE,8,Gap,,3,False,,In Gap,2954,Moss/Lichen,0.0,Not present
3,2015-10-14,JH,RE,8,Gap,,3,False,,In Gap,2955,Aira spp.,1.0,1-5%
3,2015-10-14,JH,RE,8,Gap,,3,False,,In Gap,2967,Linaria pelisseriana,0.5,Trace <1%
3,2015-10-14,JH,RE,8,Gap,,3,False,,In Gap,2957,Centaurium erythraea,0.5,Trace <1%
3,2015-10-14,JH,RE,8,Gap,,3,False,,In Gap,2969,Oxalis sp 2.,1.0,1-5%
3,2015-10-14,JH,RE,8,Gap,,3,False,,In Gap,2959,Cotula australis,1.0,1-5%
3,2015-10-14,JH,RE,8,Gap,,3,False,,In Gap,2960,Crassula spp,0.5,Trace <1%
3,2015-10-14,JH,RE,8,Gap,,3,False,,In Gap,2966,Lagenophora spp,1.0,1-5%
3,2015-10-14,JH,RE,8,Gap,,3,False,,In Gap,2961,Daucus glochidiatus,1.0,1-5%
3,2015-10-14,JH,RE,8,Gap,,3,False,,In Gap,2962,Dichondra repens,1.0,1-5%
3,2015-10-14,JH,RE,8,Gap,,3,False,,In Gap,2963,Einadia nutans,1.0,1-5%
3,2015-10-14,JH,RE,8,Gap,,3,False,,In Gap,2964,Geranium sp.,1.0,1-5%
3,2015-10-14,JH,RE,8,Gap,,3,False,,In Gap,2956,Briza minor,1.0,1-5%
3,2015-10-14,JH,RE,8,Gap,,3,False,,In Gap,2968,Microlaena stipoides,3.0,10-20%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,4,False,,,13625,Hypochaeris radicata,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,4,False,,,13626,Lagenophora spp,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,4,False,,,13632,Stellaria spp.,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,4,False,,,13631,Rytidosperma geniculata,1.0,1-5%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,4,False,,,13630,Rytidosperma caespitosum,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,4,False,,,13629,Oxalis (native),0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,4,False,,,13628,Microlaena stipoides,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,4,False,,,13619,CWD,4.0,20-30%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,4,False,,,13627,Lomandra longifolia,4.0,20-30%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,4,False,,,13616,Leaf Litter,8.0,60-70%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,4,False,,,13618,Moss/Lichen,3.0,10-20%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,4,False,,,13620,Austrostipa scabra,1.0,1-5%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,4,False,,,13621,Cheilanthes austrotenuifolia,1.0,1-5%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,4,False,,,13622,Cotula australis,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,4,False,,,13623,Crassula sieberiana,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,4,False,,,13624,Dichondra repens,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,4,False,,,13617,Bare Earth,1.0,1-5%
0,2012-11-20,RE BM,CM,8,Gap,,4,False,,Edge of Gap,8339,Sonchus spp,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,4,False,,Edge of Gap,8337,Wahlenbergia spp,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,4,False,,Edge of Gap,8334,Hypochaeris spp,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,4,False,,Edge of Gap,8335,Lomandra longifolia,2.0,5-10%
0,2012-11-20,RE BM,CM,8,Gap,,4,False,,Edge of Gap,8336,Microlaena stipoides,1.0,1-5%
0,2012-11-20,RE BM,CM,8,Gap,,4,False,,Edge of Gap,8333,Hydrocotyle spp,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,4,False,,Edge of Gap,8340,Baumea sp,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,4,False,,Edge of Gap,8341,Gnaphalium sp,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,4,False,,Edge of Gap,8338,Eragrostis sp. (Native),0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,4,False,,Edge of Gap,8325,Rytidosperma spp.,1.0,1-5%
0,2012-11-20,RE BM,CM,8,Gap,,4,False,,Edge of Gap,8332,Euchiton spp,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,4,False,,Edge of Gap,8321,Leaf Litter,9.0,70-80%
0,2012-11-20,RE BM,CM,8,Gap,,4,False,,Edge of Gap,8322,Bare Earth,1.0,1-5%
0,2012-11-20,RE BM,CM,8,Gap,,4,False,,Edge of Gap,8323,Moss/Lichen,1.0,1-5%
0,2012-11-20,RE BM,CM,8,Gap,,4,False,,Edge of Gap,8326,Austrostipa spp,1.0,1-5%
0,2012-11-20,RE BM,CM,8,Gap,,4,False,,Edge of Gap,8324,Aira spp.,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,4,False,,Edge of Gap,8331,Dichondra repens,1.0,1-5%
0,2012-11-20,RE BM,CM,8,Gap,,4,False,,Edge of Gap,8330,Crassula spp,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,4,False,,Edge of Gap,8329,Cotula australis,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,4,False,,Edge of Gap,8328,Conyza sumatrensis,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,4,False,,Edge of Gap,8327,Cheilanthes austrotenuifolia,0.5,Trace <1%
3,2015-10-14,JH,RE,8,Gap,,4,False,,Edge of Gap,2990,Hypochaeris spp,0.5,Trace <1%
3,2015-10-14,JH,RE,8,Gap,,4,False,,Edge of Gap,2993,Rytidosperma spp.,1.0,1-5%
3,2015-10-14,JH,RE,8,Gap,,4,False,,Edge of Gap,2991,Lomandra longifolia,2.0,5-10%
3,2015-10-14,JH,RE,8,Gap,,4,False,,Edge of Gap,2989,Geranium sp.,0.5,Trace <1%
3,2015-10-14,JH,RE,8,Gap,,4,False,,Edge of Gap,2980,Leaf Litter,7.0,50-60%
3,2015-10-14,JH,RE,8,Gap,,4,False,,Edge of Gap,2987,Cotula australis,1.0,1-5%
3,2015-10-14,JH,RE,8,Gap,,4,False,,Edge of Gap,2986,Cheilanthes austrotenuifolia,0.5,Trace <1%
3,2015-10-14,JH,RE,8,Gap,,4,False,,Edge of Gap,2985,Austrostipa spp,1.0,1-5%
3,2015-10-14,JH,RE,8,Gap,,4,False,,Edge of Gap,2983,CWD,4.0,20-30%
3,2015-10-14,JH,RE,8,Gap,,4,False,,Edge of Gap,2982,Moss/Lichen,4.0,20-30%
3,2015-10-14,JH,RE,8,Gap,,4,False,,Edge of Gap,2981,Bare Earth,1.0,1-5%
3,2015-10-14,JH,RE,8,Gap,,4,False,,Edge of Gap,2992,Microlaena stipoides,1.0,1-5%
3,2015-10-14,JH,RE,8,Gap,,4,False,,Edge of Gap,2988,Dichondra repens,1.0,1-5%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,5,False,,,13656,Senecio phelleus,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,5,False,,,13650,Lomandra longifolia,4.0,20-30%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,5,False,,,13645,Hydrocotyle spp,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,5,False,,,13646,Hypericum gramineum,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,5,False,,,13647,Hypochaeris radicata,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,5,False,,,13648,Imperata cylindrica,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,5,False,,,13649,Lagenophora spp,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,5,False,,,13651,Microlaena stipoides,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,5,False,,,13652,Poa labillardieri,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,5,False,,,13653,Rytidosperma caespitosum,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,5,False,,,13655,Vulpia sp.,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,5,False,,,13638,Arthropodium strictum,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,5,False,,,13654,Rytidosperma geniculata,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,5,False,,,13637,Anagallis arvensis,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,5,False,,,13640,Briza minor,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,5,False,,,13633,Leaf Litter,8.0,60-70%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,5,False,,,13634,Bare Earth,1.0,1-5%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,5,False,,,13636,CWD,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,5,False,,,13639,Austrostipa scabra,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,5,False,,,13641,Cotula australis,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,5,False,,,13642,Crassula sieberiana,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,5,False,,,13643,Einadia nutans,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,5,False,,,13644,Euchiton involucratis,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,5,False,,,13635,Moss/Lichen,1.0,1-5%
0,2012-11-20,RE BM,CM,8,Gap,,5,False,,Not in Gap,8358,Senecio spp,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,5,False,,Not in Gap,8362,Imperata cylindrica,1.0,1-5%
0,2012-11-20,RE BM,CM,8,Gap,,5,False,,Not in Gap,8355,Microlaena stipoides,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,5,False,,Not in Gap,8356,Poa spp,1.0,1-5%
0,2012-11-20,RE BM,CM,8,Gap,,5,False,,Not in Gap,8357,Poranthera microphylla,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,5,False,,Not in Gap,8363,Unknown Species,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,5,False,,Not in Gap,8359,Wahlenbergia spp,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,5,False,,Not in Gap,8360,Sonchus spp,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,5,False,,Not in Gap,8361,Rytidosperma spp.,1.0,1-5%
0,2012-11-20,RE BM,CM,8,Gap,,5,False,,Not in Gap,8352,Hypochaeris spp,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,5,False,,Not in Gap,8346,Arthropodium spp,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,5,False,,Not in Gap,8353,Lagenophora spp,1.0,1-5%
0,2012-11-20,RE BM,CM,8,Gap,,5,False,,Not in Gap,8342,Leaf Litter,9.0,70-80%
0,2012-11-20,RE BM,CM,8,Gap,,5,False,,Not in Gap,8343,Bare Earth,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,5,False,,Not in Gap,8354,Lomandra longifolia,4.0,20-30%
0,2012-11-20,RE BM,CM,8,Gap,,5,False,,Not in Gap,8345,Aira spp.,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,5,False,,Not in Gap,8347,Conyza sumatrensis,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,5,False,,Not in Gap,8350,Hydrocotyle spp,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,5,False,,Not in Gap,8344,Moss/Lichen,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,5,False,,Not in Gap,8348,Dichondra repens,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,5,False,,Not in Gap,8351,Hypericum gramineum,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,5,False,,Not in Gap,8349,Euchiton spp,0.5,Trace <1%
3,2015-10-14,JH,RE,8,Gap,,5,False,,Not in Gap,3009,Hypochaeris spp,0.5,Trace <1%
3,2015-10-14,JH,RE,8,Gap,,5,False,,Not in Gap,3007,Hydrocotyle spp,0.5,Trace <1%
3,2015-10-14,JH,RE,8,Gap,,5,False,,Not in Gap,3010,Imperata cylindrica,1.0,1-5%
3,2015-10-14,JH,RE,8,Gap,,5,False,,Not in Gap,3006,Eucalyptus tereteticornis,2.0,5-10%
3,2015-10-14,JH,RE,8,Gap,,5,False,,Not in Gap,3015,Poranthera microphylla,0.5,Trace <1%
3,2015-10-14,JH,RE,8,Gap,,5,False,,Not in Gap,3011,Lagenophora spp,1.0,1-5%
3,2015-10-14,JH,RE,8,Gap,,5,False,,Not in Gap,3012,Lomandra filiformis,0.5,Trace <1%
3,2015-10-14,JH,RE,8,Gap,,5,False,,Not in Gap,3005,Dichondra repens,0.5,Trace <1%
3,2015-10-14,JH,RE,8,Gap,,5,False,,Not in Gap,3014,Microlaena stipoides,0.5,Trace <1%
3,2015-10-14,JH,RE,8,Gap,,5,False,,Not in Gap,3008,Hypericum gramineum,0.5,Trace <1%
3,2015-10-14,JH,RE,8,Gap,,5,False,,Not in Gap,3016,Senecio spp,0.5,Trace <1%
3,2015-10-14,JH,RE,8,Gap,,5,False,,Not in Gap,3013,Lomandra longifolia,5.0,30-40%
3,2015-10-14,JH,RE,8,Gap,,5,False,,Not in Gap,2998,Aira spp.,0.5,Trace <1%
3,2015-10-14,JH,RE,8,Gap,,5,False,,Not in Gap,3004,Cotula australis,0.5,Trace <1%
3,2015-10-14,JH,RE,8,Gap,,5,False,,Not in Gap,2994,Leaf Litter,6.0,40-50%
3,2015-10-14,JH,RE,8,Gap,,5,False,,Not in Gap,2995,Bare Earth,3.0,10-20%
3,2015-10-14,JH,RE,8,Gap,,5,False,,Not in Gap,2997,CWD,0.5,Trace <1%
3,2015-10-14,JH,RE,8,Gap,,5,False,,Not in Gap,2999,Arthropodium spp,1.0,1-5%
3,2015-10-14,JH,RE,8,Gap,,5,False,,Not in Gap,3002,Carex spp,0.5,Trace <1%
3,2015-10-14,JH,RE,8,Gap,,5,False,,Not in Gap,3003,Cerastium sp.,0.5,Trace <1%
3,2015-10-14,JH,RE,8,Gap,,5,False,,Not in Gap,2996,Moss/Lichen,1.0,1-5%
3,2015-10-14,JH,RE,8,Gap,,5,False,,Not in Gap,3001,Briza minor,0.5,Trace <1%
3,2015-10-14,JH,RE,8,Gap,,5,False,,Not in Gap,3000,Rytidosperma spp.,1.0,1-5%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,6,False,,,13676,Wahlenbergia spp,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,6,False,,,13673,Poa sp (green hairy),0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,6,False,,,13674,Senecio spp,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,6,False,,,13675,Stellaria spp.,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,6,False,,,13668,Hydrocotyle spp,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,6,False,,,13672,Microlaena stipoides,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,6,False,,,13660,Moss/Lichen,3.0,10-20%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,6,False,,,13671,Lomandra longifolia,6.0,40-50%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,6,False,,,13669,Hypochaeris radicata,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,6,False,,,13659,Bare Earth,1.0,1-5%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,6,False,,,13661,CWD,5.0,30-40%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,6,False,,,13662,Aira spp.,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,6,False,,,13663,Arthropodium strictum,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,6,False,,,13664,Cerastium sp.,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,6,False,,,13666,Crassula sieberiana,1.0,1-5%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,6,False,,,13667,Euchiton involucratis,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,6,False,,,13665,Cotula australis,0.5,Trace <1%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,6,False,,,13658,Lachnagrostis spp.,6.0,40-50%
6,2019-10-16,PH LH TS,RE TC,8,Gap,,6,False,,,13670,Imperata cylindrica,0.5,Trace <1%
3,2015-10-14,JH,RE,8,Gap,,6,False,,In Gap,3030,Senecio spp,1.0,1-5%
3,2015-10-14,JH,RE,8,Gap,,6,False,,In Gap,3031,Hypochaeris spp,1.0,1-5%
3,2015-10-14,JH,RE,8,Gap,,6,False,,In Gap,3034,Hydrocotyle spp,0.5,Trace <1%
3,2015-10-14,JH,RE,8,Gap,,6,False,,In Gap,3033,Wahlenbergia spp,1.0,1-5%
3,2015-10-14,JH,RE,8,Gap,,6,False,,In Gap,3032,Lachnagrostis spp.,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,6,False,,In Gap,8376,Senecio spp,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,6,False,,In Gap,8380,Rytidosperma spp.,1.0,1-5%
0,2012-11-20,RE BM,CM,8,Gap,,6,False,,In Gap,8377,Imperata cylindrica,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,6,False,,In Gap,8378,Sonchus spp,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,6,False,,In Gap,8379,Briza minor,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,6,False,,In Gap,8381,Gamochaeta sp,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,6,False,,In Gap,8375,Poranthera microphylla,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,6,False,,In Gap,8365,Bare Earth,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,6,False,,In Gap,8374,Microlaena stipoides,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,6,False,,In Gap,8364,Leaf Litter,8.0,60-70%
0,2012-11-20,RE BM,CM,8,Gap,,6,False,,In Gap,8366,Moss/Lichen,1.0,1-5%
0,2012-11-20,RE BM,CM,8,Gap,,6,False,,In Gap,8367,Aira spp.,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,6,False,,In Gap,8368,Centaurium erythraea,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,6,False,,In Gap,8369,Conyza sumatrensis,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,6,False,,In Gap,8372,Hypochaeris spp,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,6,False,,In Gap,8370,Euchiton spp,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,6,False,,In Gap,8371,Hypericum gramineum,0.5,Trace <1%
0,2012-11-20,RE BM,CM,8,Gap,,6,False,,In Gap,8373,Lomandra longifolia,6.0,40-50%
3,2015-10-14,JH,RE,8,Gap,,6,False,,In Gap,3023,Rytidosperma spp.,1.0,1-5%
3,2015-10-14,JH,RE,8,Gap,,6,False,,In Gap,3027,Imperata cylindrica,0.5,Trace <1%
3,2015-10-14,JH,RE,8,Gap,,6,False,,In Gap,3025,Cerastium sp.,1.0,1-5%
3,2015-10-14,JH,RE,8,Gap,,6,False,,In Gap,3026,Daucus glochidiatus,1.0,1-5%
3,2015-10-14,JH,RE,8,Gap,,6,False,,In Gap,3024,Briza minor,0.5,Trace <1%
3,2015-10-14,JH,RE,8,Gap,,6,False,,In Gap,3028,Lomandra longifolia,5.0,30-40%
3,2015-10-14,JH,RE,8,Gap,,6,False,,In Gap,3029,Poranthera microphylla,0.5,Trace <1%
3,2015-10-14,JH,RE,8,Gap,,6,False,,In Gap,3017,Leaf Litter,5.0,30-40%
3,2015-10-14,JH,RE,8,Gap,,6,False,,In Gap,3022,Arthropodium spp,0.5,Trace <1%
