Year_monitoring,Plot_number,Plot_treatment,Quadrat_number,Quadrat_fenced,Quadrat_gap,Record_ID,T002_Flora_Species_name,Score,Scientific Name,Common Name,Family Name,Division Name,Life Form,Origin
6,8,Gap,8,False,False,13712,Senecio phelleus,0.5,Senecio phelleus,Stony Fireweed,,,Forb,
6,8,Gap,8,False,False,13703,Crassula sieberiana,0.5,Crassula sieberiana s.l.,Sieber Crassula,Crassulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb,
3,8,Gap,8,False,False,3068,Senecio spp,0.5,,,,,Unknown,
3,8,Gap,8,False,False,3063,Hypericum gramineum,0.5,Hypericum gramineum,Small St John's Wort,Clusiaceae,Dicotyledons,Medium Forb/Herb,
3,8,Gap,8,False,False,3064,Lagenophora spp,0.5,Lagenophora montana,Mountain Bottle-daisy,Asteraceae,Dicotyledons,Medium Forb/Herb,
3,8,Gap,8,False,False,3065,Lomandra longifolia,4.0,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb,
3,8,Gap,8,False,False,3066,Microlaena stipoides,0.5,,,,,Unknown,
3,8,Gap,8,False,False,3067,Poa spp,0.5,Poa fax,Scaly Poa,Poaceae,Monocotyledons,Small Non-tufted grass/sedge,
3,8,Gap,8,False,False,3062,Centaurium erythraea,0.5,Centaurium erythraea,Common Centaury,Gentianaceae,Dicotyledons,Medium Forb/Herb,
3,8,Gap,8,False,False,3057,Arthropodium spp,0.5,Arthropodium minus,Small Vanilla-lily,Anthericaceae,Monocotyledons,Large Forb/Herb,
3,8,Gap,8,False,False,3056,Aira spp.,0.5,Aira spp.,Hair Grass,Poaceae,Monocotyledons,Small Non-tufted grass/sedge,
3,8,Gap,8,False,False,3061,Bursaria spinosa,0.5,Bursaria spinosa,Sweet Bursaria,Pittosporaceae,Dicotyledons,Large Shrub to Medium Tree,
3,8,Gap,8,False,False,3059,Austrostipa spp,1.0,Austrostipa rudis,Veined Spear-grass,Poaceae,Monocotyledons,Large Tufted grass/sedge,
3,8,Gap,8,False,False,3060,Briza minor,0.5,Briza minor,Lesser Quaking-grass,Poaceae,Monocotyledons,Small Tufted grass/sedge,
3,8,Gap,8,False,False,3058,Rytidosperma spp.,0.5,Rytidosperma laeve,Smooth Wallaby-grass,,,Tussock grass,
0,8,Gap,8,False,False,8417,Lagenophora spp,0.5,Lagenophora montana,Mountain Bottle-daisy,Asteraceae,Dicotyledons,Medium Forb/Herb,
0,8,Gap,8,False,False,8425,Rytidosperma spp.,0.5,Rytidosperma laeve,Smooth Wallaby-grass,,,Tussock grass,
0,8,Gap,8,False,False,8422,Senecio spp,0.5,,,,,Unknown,
0,8,Gap,8,False,False,8419,Microlaena stipoides,0.5,,,,,Unknown,
0,8,Gap,8,False,False,8420,Poa spp,0.5,Poa fax,Scaly Poa,Poaceae,Monocotyledons,Small Non-tufted grass/sedge,
0,8,Gap,8,False,False,8421,Poranthera microphylla,0.5,Poranthera microphylla s.l.,Small Poranthera,Euphorbiaceae,Dicotyledons,Medium Forb/Herb,
0,8,Gap,8,False,False,8418,Lomandra longifolia,4.0,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb,
0,8,Gap,8,False,False,8423,Imperata cylindrica,1.0,Imperata cylindrica,Blady Grass,Poaceae,Monocotyledons,Medium Tufted grass/sedge,
0,8,Gap,8,False,False,8424,Briza minor,0.5,Briza minor,Lesser Quaking-grass,Poaceae,Monocotyledons,Small Tufted grass/sedge,
0,8,Gap,8,False,False,8416,Hypochaeris spp,0.5,Hypochaeris glabra,Smooth Cat's-ear,,,Forb,Introduced
0,8,Gap,8,False,False,8415,Hypericum gramineum,0.5,Hypericum gramineum,Small St John's Wort,Clusiaceae,Dicotyledons,Medium Forb/Herb,
0,8,Gap,8,False,False,8410,Arthropodium spp,0.5,Arthropodium minus,Small Vanilla-lily,Anthericaceae,Monocotyledons,Large Forb/Herb,
0,8,Gap,8,False,False,8411,Austrostipa spp,2.0,Austrostipa rudis,Veined Spear-grass,Poaceae,Monocotyledons,Large Tufted grass/sedge,
0,8,Gap,8,False,False,8412,Conyza sumatrensis,0.5,Conyza sumatrensis,Tall Fleabane,Asteraceae,Dicotyledons,Large Forb/Herb,
0,8,Gap,8,False,False,8413,Dichondra repens,1.0,Dichondra repens,Kidney-weed,Convolvulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb,
0,8,Gap,8,False,False,8414,Euchiton spp,0.5,,,,,Unknown,
0,8,Gap,8,False,False,8409,Aira spp.,0.5,Aira spp.,Hair Grass,Poaceae,Monocotyledons,Small Non-tufted grass/sedge,
6,8,Gap,9,False,True,13721,Rytidosperma geniculata,1.0,Rytidosperma geniculatum,Kneed Wallaby-grass,,,Tussock grass,
6,8,Gap,9,False,True,13720,Lomandra longifolia,4.0,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb,
6,8,Gap,9,False,True,13718,Austrostipa scabra,0.5,Austrostipa scabra,Rough Spear-grass,Poaceae,Monocotyledons,Medium Tufted grass/sedge,
6,8,Gap,9,False,True,13719,Dichondra repens,0.5,Dichondra repens,Kidney-weed,Convolvulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb,
3,8,Gap,9,False,True,3091,Oxalis sp 2.,0.5,Oxalis hirta,Hairy Wood-sorrel,Oxalidaceae,Dicotyledons,Medium Forb/Herb,
3,8,Gap,9,False,True,3089,Senecio spp,1.0,,,,,Unknown,
3,8,Gap,9,False,True,3088,Schoenus spp,0.5,Schoenus apogon,Common Bog-sedge,Cyperaceae,Monocotyledons,Small Tufted grass/sedge,
3,8,Gap,9,False,True,3090,Sonchus spp,0.5,,,,,Unknown,
3,8,Gap,9,False,True,3092,Hydrocotyle spp,0.5,Hydrocotyle hirta,Hairy Pennywort,Apiaceae,Dicotyledons,Medium Forb/Herb,
3,8,Gap,9,False,True,3093,Wahlenbergia spp,1.0,Wahlenbergia ceracea,Waxy Bluebell,Campanulaceae,Dicotyledons,Large Forb/Herb,
3,8,Gap,9,False,True,3075,Rytidosperma spp.,4.0,Rytidosperma laeve,Smooth Wallaby-grass,,,Tussock grass,
3,8,Gap,9,False,True,3074,Anagallis arvensis,1.0,Anagallis arvensis,Pimpernel,Primulaceae,Dicotyledons,Medium Forb/Herb,
3,8,Gap,9,False,True,3087,Poranthera microphylla,0.5,Poranthera microphylla s.l.,Small Poranthera,Euphorbiaceae,Dicotyledons,Medium Forb/Herb,
3,8,Gap,9,False,True,3073,Aira spp.,0.5,Aira spp.,Hair Grass,Poaceae,Monocotyledons,Small Non-tufted grass/sedge,
3,8,Gap,9,False,True,3076,Cardamine sp.,0.5,Cardamine tryssa,Dainty Bitter-cress,,,Forb,
3,8,Gap,9,False,True,3077,Centaurium erythraea,0.5,Centaurium erythraea,Common Centaury,Gentianaceae,Dicotyledons,Medium Forb/Herb,
3,8,Gap,9,False,True,3078,Cerastium sp.,0.5,,,,,Unknown,
3,8,Gap,9,False,True,3083,Hypochaeris spp,1.0,Hypochaeris glabra,Smooth Cat's-ear,,,Forb,Introduced
3,8,Gap,9,False,True,3085,Lomandra longifolia,3.0,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb,
3,8,Gap,9,False,True,3079,Cotula australis,0.5,Cotula australis,Common Cotula,Asteraceae,Dicotyledons,Medium Forb/Herb,
3,8,Gap,9,False,True,3084,Lagenophora spp,1.0,Lagenophora montana,Mountain Bottle-daisy,Asteraceae,Dicotyledons,Medium Forb/Herb,
3,8,Gap,9,False,True,3086,Microlaena stipoides,1.0,,,,,Unknown,
3,8,Gap,9,False,True,3082,Euchiton involucratis,0.5,Euchiton involucratus s.l.,Common Cudweed,Asteraceae,Dicotyledons,Medium Forb/Herb,
3,8,Gap,9,False,True,3081,Dichondra repens,1.0,Dichondra repens,Kidney-weed,Convolvulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb,
3,8,Gap,9,False,True,3080,Crassula spp,0.5,,,,,Unknown,
0,8,Gap,9,False,True,8442,Senecio spp,0.5,,,,,Unknown,
0,8,Gap,9,False,True,8444,Wahlenbergia spp,0.5,Wahlenbergia ceracea,Waxy Bluebell,Campanulaceae,Dicotyledons,Large Forb/Herb,
0,8,Gap,9,False,True,8443,Veronica spp,0.5,Veronica nivea,Milfoil Speedwell,,,Forb,
0,8,Gap,9,False,True,8445,Sonchus spp,0.5,,,,,Unknown,
0,8,Gap,9,False,True,8446,Rytidosperma spp.,4.0,Rytidosperma laeve,Smooth Wallaby-grass,,,Tussock grass,
0,8,Gap,9,False,True,8447,Briza minor,0.5,Briza minor,Lesser Quaking-grass,Poaceae,Monocotyledons,Small Tufted grass/sedge,
0,8,Gap,9,False,True,8449,Solenogyne sp.,0.5,Solenogyne gunnii,Hairy Solenogyne,Asteraceae,Dicotyledons,Medium Forb/Herb,
0,8,Gap,9,False,True,8448,Gnaphalium sp,0.5,Gnaphalium indutum,Tiny Cudweed,Asteraceae,Dicotyledons,Medium Forb/Herb,
0,8,Gap,9,False,True,8441,Poranthera microphylla,0.5,Poranthera microphylla s.l.,Small Poranthera,Euphorbiaceae,Dicotyledons,Medium Forb/Herb,
0,8,Gap,9,False,True,8429,Anagallis arvensis,0.5,Anagallis arvensis,Pimpernel,Primulaceae,Dicotyledons,Medium Forb/Herb,
0,8,Gap,9,False,True,8430,Centaurium erythraea,0.5,Centaurium erythraea,Common Centaury,Gentianaceae,Dicotyledons,Medium Forb/Herb,
0,8,Gap,9,False,True,8431,Conyza sumatrensis,0.5,Conyza sumatrensis,Tall Fleabane,Asteraceae,Dicotyledons,Large Forb/Herb,
0,8,Gap,9,False,True,8432,Cotula australis,0.5,Cotula australis,Common Cotula,Asteraceae,Dicotyledons,Medium Forb/Herb,
0,8,Gap,9,False,True,8433,Crassula spp,0.5,,,,,Unknown,
0,8,Gap,9,False,True,8434,Dichondra repens,1.0,Dichondra repens,Kidney-weed,Convolvulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb,
0,8,Gap,9,False,True,8435,Euchiton spp,0.5,,,,,Unknown,
0,8,Gap,9,False,True,8440,Oxalis sp (weed),0.5,,,,,Unknown,
0,8,Gap,9,False,True,8439,Microlaena stipoides,1.0,,,,,Unknown,
0,8,Gap,9,False,True,8438,Lomandra longifolia,4.0,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb,
0,8,Gap,9,False,True,8437,Lagenophora spp,0.5,Lagenophora montana,Mountain Bottle-daisy,Asteraceae,Dicotyledons,Medium Forb/Herb,
0,8,Gap,9,False,True,8436,Hypochaeris spp,1.0,Hypochaeris glabra,Smooth Cat's-ear,,,Forb,Introduced
6,8,Gap,10,False,True,13729,Lomandra longifolia,3.0,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb,
6,8,Gap,10,False,True,13726,Crassula sieberiana,0.5,Crassula sieberiana s.l.,Sieber Crassula,Crassulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb,
6,8,Gap,10,False,True,13727,Hypericum gramineum,0.5,Hypericum gramineum,Small St John's Wort,Clusiaceae,Dicotyledons,Medium Forb/Herb,
6,8,Gap,10,False,True,13728,Lagenophora spp,0.5,Lagenophora montana,Mountain Bottle-daisy,Asteraceae,Dicotyledons,Medium Forb/Herb,
6,8,Gap,10,False,True,13731,Oxalis (native),0.5,,,,,Unknown,
6,8,Gap,10,False,True,13732,Rytidosperma geniculata,1.0,Rytidosperma geniculatum,Kneed Wallaby-grass,,,Tussock grass,
6,8,Gap,10,False,True,13733,Senecio phelleus,0.5,Senecio phelleus,Stony Fireweed,,,Forb,
6,8,Gap,10,False,True,13734,Tricoryne elatior,0.5,Tricoryne elatior,Yellow Rush-lily,Hemerocallidaceae,Monocotyledons,Large Forb/Herb,
6,8,Gap,10,False,True,13730,Microlaena stipoides,1.0,,,,,Unknown,
3,8,Gap,10,False,True,3105,Lagenophora spp,1.0,Lagenophora montana,Mountain Bottle-daisy,Asteraceae,Dicotyledons,Medium Forb/Herb,
3,8,Gap,10,False,True,3108,Oxalis sp 2.,0.5,Oxalis hirta,Hairy Wood-sorrel,Oxalidaceae,Dicotyledons,Medium Forb/Herb,
3,8,Gap,10,False,True,3106,Lomandra longifolia,2.0,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb,
3,8,Gap,10,False,True,3107,Microlaena stipoides,3.0,,,,,Unknown,
3,8,Gap,10,False,True,3109,Senecio spp,1.0,,,,,Unknown,
3,8,Gap,10,False,True,3104,Hypochaeris spp,1.0,Hypochaeris glabra,Smooth Cat's-ear,,,Forb,Introduced
3,8,Gap,10,False,True,3101,Cirsium vulgare,1.0,Cirsium vulgare,Spear Thistle,Asteraceae,Dicotyledons,Large Forb/Herb,
3,8,Gap,10,False,True,3103,Hypericum gramineum,0.5,Hypericum gramineum,Small St John's Wort,Clusiaceae,Dicotyledons,Medium Forb/Herb,
3,8,Gap,10,False,True,3098,Rytidosperma spp.,2.0,Rytidosperma laeve,Smooth Wallaby-grass,,,Tussock grass,
3,8,Gap,10,False,True,3099,Austrostipa spp,2.0,Austrostipa rudis,Veined Spear-grass,Poaceae,Monocotyledons,Large Tufted grass/sedge,
3,8,Gap,10,False,True,3100,Centaurium erythraea,0.5,Centaurium erythraea,Common Centaury,Gentianaceae,Dicotyledons,Medium Forb/Herb,
3,8,Gap,10,False,True,3102,Dichondra repens,1.0,Dichondra repens,Kidney-weed,Convolvulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb,
0,8,Gap,10,False,True,8469,Wahlenbergia spp,0.5,Wahlenbergia ceracea,Waxy Bluebell,Campanulaceae,Dicotyledons,Large Forb/Herb,
0,8,Gap,10,False,True,8468,Senecio spp,0.5,,,,,Unknown,
0,8,Gap,10,False,True,8462,Hypericum gramineum,0.5,Hypericum gramineum,Small St John's Wort,Clusiaceae,Dicotyledons,Medium Forb/Herb,
0,8,Gap,10,False,True,8463,Lagenophora spp,0.5,Lagenophora montana,Mountain Bottle-daisy,Asteraceae,Dicotyledons,Medium Forb/Herb,
0,8,Gap,10,False,True,8464,Lomandra longifolia,2.0,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb,
0,8,Gap,10,False,True,8465,Microlaena stipoides,4.0,,,,,Unknown,
0,8,Gap,10,False,True,8466,Oxalis sp (weed),0.5,,,,,Unknown,
0,8,Gap,10,False,True,8467,Poranthera microphylla,0.5,Poranthera microphylla s.l.,Small Poranthera,Euphorbiaceae,Dicotyledons,Medium Forb/Herb,
0,8,Gap,10,False,True,8461,Hypochaeris spp,0.5,Hypochaeris glabra,Smooth Cat's-ear,,,Forb,Introduced
0,8,Gap,10,False,True,8470,Rytidosperma spp.,2.0,Rytidosperma laeve,Smooth Wallaby-grass,,,Tussock grass,
0,8,Gap,10,False,True,8460,Hydrocotyle spp,0.5,Hydrocotyle hirta,Hairy Pennywort,Apiaceae,Dicotyledons,Medium Forb/Herb,
0,8,Gap,10,False,True,8453,Anagallis arvensis,0.5,Anagallis arvensis,Pimpernel,Primulaceae,Dicotyledons,Medium Forb/Herb,
0,8,Gap,10,False,True,8454,Arthropodium spp,0.5,Arthropodium minus,Small Vanilla-lily,Anthericaceae,Monocotyledons,Large Forb/Herb,
0,8,Gap,10,False,True,8455,Austrostipa spp,1.0,Austrostipa rudis,Veined Spear-grass,Poaceae,Monocotyledons,Large Tufted grass/sedge,
0,8,Gap,10,False,True,8459,Dichondra repens,6.0,Dichondra repens,Kidney-weed,Convolvulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb,
0,8,Gap,10,False,True,8458,Conyza sumatrensis,0.5,Conyza sumatrensis,Tall Fleabane,Asteraceae,Dicotyledons,Large Forb/Herb,
0,8,Gap,10,False,True,8457,Centaurium erythraea,0.5,Centaurium erythraea,Common Centaury,Gentianaceae,Dicotyledons,Medium Forb/Herb,
0,8,Gap,10,False,True,8456,Carex spp,0.5,Carex iynx,Tussock Sedge,Cyperaceae,Monocotyledons,Medium Tufted grass/sedge,
6,8,Gap,11,False,True,13746,Lagenophora spp,0.5,Lagenophora montana,Mountain Bottle-daisy,Asteraceae,Dicotyledons,Medium Forb/Herb,
6,8,Gap,11,False,True,13749,Oxalis (native),1.0,,,,,Unknown,
6,8,Gap,11,False,True,13747,Lomandra longifolia,7.0,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb,
6,8,Gap,11,False,True,13745,Hypericum gramineum,0.5,Hypericum gramineum,Small St John's Wort,Clusiaceae,Dicotyledons,Medium Forb/Herb,
6,8,Gap,11,False,True,13744,Hydrocotyle foveolata,0.5,Hydrocotyle foveolata,Yellow Pennywort,Apiaceae,Dicotyledons,Medium Forb/Herb,
6,8,Gap,11,False,True,13743,Cotula australis,0.5,Cotula australis,Common Cotula,Asteraceae,Dicotyledons,Medium Forb/Herb,
6,8,Gap,11,False,True,13748,Microlaena stipoides,1.0,,,,,Unknown,
6,8,Gap,11,False,True,13742,Cirsium vulgare,0.5,Cirsium vulgare,Spear Thistle,Asteraceae,Dicotyledons,Large Forb/Herb,
6,8,Gap,11,False,True,13740,Austrostipa scabra,0.5,Austrostipa scabra,Rough Spear-grass,Poaceae,Monocotyledons,Medium Tufted grass/sedge,
6,8,Gap,11,False,True,13741,Austrostipa spp,0.5,Austrostipa rudis,Veined Spear-grass,Poaceae,Monocotyledons,Large Tufted grass/sedge,
3,8,Gap,11,False,True,3128,Hydrocotyle spp,0.5,Hydrocotyle hirta,Hairy Pennywort,Apiaceae,Dicotyledons,Medium Forb/Herb,
3,8,Gap,11,False,True,3123,Lagenophora spp,0.5,Lagenophora montana,Mountain Bottle-daisy,Asteraceae,Dicotyledons,Medium Forb/Herb,
3,8,Gap,11,False,True,3124,Lomandra longifolia,6.0,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb,
3,8,Gap,11,False,True,3125,Microlaena stipoides,5.0,,,,,Unknown,
3,8,Gap,11,False,True,3126,Sonchus spp,0.5,,,,,Unknown,
3,8,Gap,11,False,True,3127,Oxalis sp 2.,0.5,Oxalis hirta,Hairy Wood-sorrel,Oxalidaceae,Dicotyledons,Medium Forb/Herb,
3,8,Gap,11,False,True,3116,Rytidosperma spp.,1.0,Rytidosperma laeve,Smooth Wallaby-grass,,,Tussock grass,
3,8,Gap,11,False,True,3122,Hypochaeris spp,1.0,Hypochaeris glabra,Smooth Cat's-ear,,,Forb,Introduced
3,8,Gap,11,False,True,3115,Anagallis arvensis,1.0,Anagallis arvensis,Pimpernel,Primulaceae,Dicotyledons,Medium Forb/Herb,
3,8,Gap,11,False,True,3117,Austrostipa spp,0.5,Austrostipa rudis,Veined Spear-grass,Poaceae,Monocotyledons,Large Tufted grass/sedge,
3,8,Gap,11,False,True,3118,Cerastium sp.,1.0,,,,,Unknown,
3,8,Gap,11,False,True,3119,Cotula australis,0.5,Cotula australis,Common Cotula,Asteraceae,Dicotyledons,Medium Forb/Herb,
3,8,Gap,11,False,True,3120,Dichondra repens,0.5,Dichondra repens,Kidney-weed,Convolvulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb,
3,8,Gap,11,False,True,3121,Hypericum gramineum,1.0,Hypericum gramineum,Small St John's Wort,Clusiaceae,Dicotyledons,Medium Forb/Herb,
0,8,Gap,11,False,True,8489,Rytidosperma spp.,4.0,Rytidosperma laeve,Smooth Wallaby-grass,,,Tussock grass,
0,8,Gap,11,False,True,8487,Wahlenbergia spp,0.5,Wahlenbergia ceracea,Waxy Bluebell,Campanulaceae,Dicotyledons,Large Forb/Herb,
0,8,Gap,11,False,True,8485,Senecio spp,0.5,,,,,Unknown,
0,8,Gap,11,False,True,8486,Veronica spp,0.5,Veronica nivea,Milfoil Speedwell,,,Forb,
0,8,Gap,11,False,True,8488,Sonchus spp,0.5,,,,,Unknown,
0,8,Gap,11,False,True,8490,Briza minor,0.5,Briza minor,Lesser Quaking-grass,Poaceae,Monocotyledons,Small Tufted grass/sedge,
0,8,Gap,11,False,True,8484,Poranthera microphylla,0.5,Poranthera microphylla s.l.,Small Poranthera,Euphorbiaceae,Dicotyledons,Medium Forb/Herb,
0,8,Gap,11,False,True,8474,Conyza sumatrensis,0.5,Conyza sumatrensis,Tall Fleabane,Asteraceae,Dicotyledons,Large Forb/Herb,
0,8,Gap,11,False,True,8475,Cotula australis,0.5,Cotula australis,Common Cotula,Asteraceae,Dicotyledons,Medium Forb/Herb,
0,8,Gap,11,False,True,8476,Crassula spp,0.5,,,,,Unknown,
0,8,Gap,11,False,True,8477,Euchiton spp,0.5,,,,,Unknown,
0,8,Gap,11,False,True,8483,Oxalis sp (weed),0.5,,,,,Unknown,
0,8,Gap,11,False,True,8478,Hypericum gramineum,0.5,Hypericum gramineum,Small St John's Wort,Clusiaceae,Dicotyledons,Medium Forb/Herb,
0,8,Gap,11,False,True,8482,Microlaena stipoides,4.0,,,,,Unknown,
0,8,Gap,11,False,True,8481,Lomandra longifolia,5.0,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb,
0,8,Gap,11,False,True,8480,Lagenophora spp,1.0,Lagenophora montana,Mountain Bottle-daisy,Asteraceae,Dicotyledons,Medium Forb/Herb,
0,8,Gap,11,False,True,8479,Hypochaeris spp,0.5,Hypochaeris glabra,Smooth Cat's-ear,,,Forb,Introduced
6,8,Gap,12,False,False,13765,Hypochaeris radicata,0.5,Hypochaeris radicata,Flatweed,,,Forb,Introduced
6,8,Gap,12,False,False,13766,Lagenophora spp,1.0,Lagenophora montana,Mountain Bottle-daisy,Asteraceae,Dicotyledons,Medium Forb/Herb,
6,8,Gap,12,False,False,13776,Elymus seaber,0.5,,,,,Unknown,
6,8,Gap,12,False,False,13770,Rytidosperma caespitosum,1.0,Rytidosperma caespitosum,Common Wallaby-grass,,,Tussock grass,
6,8,Gap,12,False,False,13767,Lomandra longifolia,6.0,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb,
6,8,Gap,12,False,False,13768,Microlaena stipoides,1.0,,,,,Unknown,
6,8,Gap,12,False,False,13769,Oxalis (native),0.5,,,,,Unknown,
6,8,Gap,12,False,False,13771,Rytidosperma geniculata,1.0,Rytidosperma geniculatum,Kneed Wallaby-grass,,,Tussock grass,
6,8,Gap,12,False,False,13773,Senecio phelleus,0.5,Senecio phelleus,Stony Fireweed,,,Forb,
6,8,Gap,12,False,False,13774,Stellaria spp.,0.5,Stellaria sp. 1,Slender Starwort,Caryophyllaceae,Dicotyledons,Medium Forb/Herb,
6,8,Gap,12,False,False,13775,Carpobrotus spp.,0.5,Carpobrotus rossii,Karkalla,Aizoaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb,
6,8,Gap,12,False,False,13764,Hypericum gramineum,0.5,Hypericum gramineum,Small St John's Wort,Clusiaceae,Dicotyledons,Medium Forb/Herb,
6,8,Gap,12,False,False,13772,Senecio pinnatifolius,0.5,Senecio pinnatifolius,Variable Groundsel,Asteraceae,Dicotyledons,Large Forb/Herb,
6,8,Gap,12,False,False,13763,Hydrocotyle foveolata,0.5,Hydrocotyle foveolata,Yellow Pennywort,Apiaceae,Dicotyledons,Medium Forb/Herb,
6,8,Gap,12,False,False,13754,Anagallis arvensis,0.5,Anagallis arvensis,Pimpernel,Primulaceae,Dicotyledons,Medium Forb/Herb,
6,8,Gap,12,False,False,13755,Austrostipa spp,0.5,Austrostipa rudis,Veined Spear-grass,Poaceae,Monocotyledons,Large Tufted grass/sedge,
6,8,Gap,12,False,False,13756,Briza minor,0.5,Briza minor,Lesser Quaking-grass,Poaceae,Monocotyledons,Small Tufted grass/sedge,
6,8,Gap,12,False,False,13757,Cotula australis,0.5,Cotula australis,Common Cotula,Asteraceae,Dicotyledons,Medium Forb/Herb,
6,8,Gap,12,False,False,13758,Crassula sieberiana,1.0,Crassula sieberiana s.l.,Sieber Crassula,Crassulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb,
6,8,Gap,12,False,False,13759,Dichondra repens,0.5,Dichondra repens,Kidney-weed,Convolvulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb,
6,8,Gap,12,False,False,13762,Geranium sp.,0.5,Geranium sp. 1,Large-flower Crane's-bill,Geraniaceae,Dicotyledons,Medium Forb/Herb,
6,8,Gap,12,False,False,13760,Einadia nutans,1.0,Einadia nutans,Nodding Saltbush,,,Forb,
6,8,Gap,12,False,False,13761,Euchiton involucratis,0.5,Euchiton involucratus s.l.,Common Cudweed,Asteraceae,Dicotyledons,Medium Forb/Herb,
3,8,Gap,12,False,False,3150,Poa spp,1.0,Poa fax,Scaly Poa,Poaceae,Monocotyledons,Small Non-tufted grass/sedge,
3,8,Gap,12,False,False,3144,Lagenophora spp,0.5,Lagenophora montana,Mountain Bottle-daisy,Asteraceae,Dicotyledons,Medium Forb/Herb,
3,8,Gap,12,False,False,3145,Lomandra longifolia,4.0,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb,
3,8,Gap,12,False,False,3147,Senecio spp,0.5,,,,,Unknown,
3,8,Gap,12,False,False,3148,Sonchus spp,0.5,,,,,Unknown,
3,8,Gap,12,False,False,3149,Austrostipa spp,0.5,Austrostipa rudis,Veined Spear-grass,Poaceae,Monocotyledons,Large Tufted grass/sedge,
3,8,Gap,12,False,False,3143,Hypochaeris spp,0.5,Hypochaeris glabra,Smooth Cat's-ear,,,Forb,Introduced
3,8,Gap,12,False,False,3146,Microlaena stipoides,1.0,,,,,Unknown,
3,8,Gap,12,False,False,3134,Rytidosperma spp.,0.5,Rytidosperma laeve,Smooth Wallaby-grass,,,Tussock grass,
3,8,Gap,12,False,False,3133,Aira spp.,0.5,Aira spp.,Hair Grass,Poaceae,Monocotyledons,Small Non-tufted grass/sedge,
3,8,Gap,12,False,False,3135,Briza minor,1.0,Briza minor,Lesser Quaking-grass,Poaceae,Monocotyledons,Small Tufted grass/sedge,
3,8,Gap,12,False,False,3141,Geranium sp.,0.5,Geranium sp. 1,Large-flower Crane's-bill,Geraniaceae,Dicotyledons,Medium Forb/Herb,
3,8,Gap,12,False,False,3137,Cerastium sp.,0.5,,,,,Unknown,
3,8,Gap,12,False,False,3138,Cotula australis,0.5,Cotula australis,Common Cotula,Asteraceae,Dicotyledons,Medium Forb/Herb,
3,8,Gap,12,False,False,3139,Dichondra repens,1.0,Dichondra repens,Kidney-weed,Convolvulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb,
3,8,Gap,12,False,False,3140,Einadia nutans,0.5,Einadia nutans,Nodding Saltbush,,,Forb,
3,8,Gap,12,False,False,3136,Centaurium erythraea,0.5,Centaurium erythraea,Common Centaury,Gentianaceae,Dicotyledons,Medium Forb/Herb,
3,8,Gap,12,False,False,3142,Hypericum gramineum,0.5,Hypericum gramineum,Small St John's Wort,Clusiaceae,Dicotyledons,Medium Forb/Herb,
0,8,Gap,12,False,False,8507,Microlaena stipoides,1.0,,,,,Unknown,
0,8,Gap,12,False,False,8512,Rytidosperma spp.,1.0,Rytidosperma laeve,Smooth Wallaby-grass,,,Tussock grass,
0,8,Gap,12,False,False,8509,Senecio spp,0.5,,,,,Unknown,
0,8,Gap,12,False,False,8508,Poa spp,1.0,Poa fax,Scaly Poa,Poaceae,Monocotyledons,Small Non-tufted grass/sedge,
0,8,Gap,12,False,False,8510,Sonchus spp,0.5,,,,,Unknown,
