Treatment,Plot,Quadrat,Fenced,Gap,Life Form,Year,Abundance
Gap,8,12,False,False,Large Forb/Herb,6,46.0
Gap,8,12,False,False,Large Tufted grass/sedge,3,0.5
Gap,8,12,False,False,Large Tufted grass/sedge,6,0.5
Gap,8,12,False,False,Medium Forb/Herb,0,2.0
Gap,8,12,False,False,Medium Forb/Herb,3,2.5
Gap,8,12,False,False,Medium Forb/Herb,6,9.5
Gap,8,12,False,False,Medium Non-tufted grass/sedge,0,3.0
Gap,8,12,False,False,Medium Non-tufted grass/sedge,3,3.0
Gap,8,12,False,False,Medium Non-tufted grass/sedge,6,3.0
Gap,8,12,False,False,Medium Tufted grass/sedge,0,3.0
Gap,8,12,False,False,Medium Tufted grass/sedge,3,3.0
Gap,8,12,False,False,Medium Tufted grass/sedge,6,0.5
Gap,8,12,False,False,Prostrate or Mat-forming Forb/Herb,0,15.5
Gap,8,12,False,False,Prostrate or Mat-forming Forb/Herb,3,3.0
Gap,8,12,False,False,Prostrate or Mat-forming Forb/Herb,6,4.0
Gap,8,12,False,False,Small Tufted grass/sedge,0,3.0
Gap,8,12,False,False,Small Tufted grass/sedge,3,0.5
Gap,8,12,False,False,Small Tufted grass/sedge,6,6.0
Gap,8,13,False,False,Large Forb/Herb,0,16.0
Gap,8,13,False,False,Large Forb/Herb,3,71.5
Gap,8,13,False,False,Large Forb/Herb,6,95.5
Gap,8,13,False,False,Medium Forb/Herb,0,0.5
Gap,8,13,False,False,Medium Forb/Herb,3,4.5
Gap,8,13,False,False,Medium Forb/Herb,6,2.0
Gap,8,13,False,False,Medium Non-tufted grass/sedge,0,3.0
Gap,8,13,False,False,Medium Non-tufted grass/sedge,3,3.0
Gap,8,13,False,False,Medium Non-tufted grass/sedge,6,3.0
Gap,8,13,False,False,Medium Tufted grass/sedge,3,3.0
Gap,8,13,False,False,Prostrate or Mat-forming Forb/Herb,3,0.5
Gap,8,13,False,False,Prostrate or Mat-forming Forb/Herb,6,1.0
Gap,8,13,False,False,Small Tufted grass/sedge,0,0.5
Gap,8,13,False,False,Small Tufted grass/sedge,3,3.0
Gap,8,13,False,False,Small Tufted grass/sedge,6,0.5
Gap,8,14,False,True,Climber,0,0.5
Gap,8,14,False,True,Large Forb/Herb,0,56.0
Gap,8,14,False,True,Large Forb/Herb,3,35.5
Gap,8,14,False,True,Large Forb/Herb,6,55.0
Gap,8,14,False,True,Large Tufted grass/sedge,0,15.0
Gap,8,14,False,True,Large Tufted grass/sedge,6,0.5
Gap,8,14,False,True,Medium Forb/Herb,0,6.0
Gap,8,14,False,True,Medium Forb/Herb,3,5.5
Gap,8,14,False,True,Medium Forb/Herb,6,17.5
Gap,8,14,False,True,Medium Non-tufted grass/sedge,0,15.0
Gap,8,14,False,True,Medium Non-tufted grass/sedge,3,3.0
Gap,8,14,False,True,Medium Non-tufted grass/sedge,6,7.5
Gap,8,14,False,True,Medium Tufted grass/sedge,0,0.5
Gap,8,14,False,True,Medium Tufted grass/sedge,3,0.5
Gap,8,14,False,True,Prostrate or Mat-forming Forb/Herb,0,4.0
Gap,8,14,False,True,Prostrate or Mat-forming Forb/Herb,3,0.5
Gap,8,14,False,True,Prostrate or Mat-forming Forb/Herb,6,3.5
Gap,8,14,False,True,Small Tufted grass/sedge,0,7.0
Gap,8,14,False,True,Small Tufted grass/sedge,3,0.5
Gap,8,14,False,True,Small Tufted grass/sedge,6,0.5
Gap,8,15,False,True,Large Forb/Herb,0,36.5
Gap,8,15,False,True,Large Forb/Herb,3,19.0
Gap,8,15,False,True,Large Forb/Herb,6,36.0
Gap,8,15,False,True,Medium Forb/Herb,0,4.0
Gap,8,15,False,True,Medium Forb/Herb,3,4.5
Gap,8,15,False,True,Medium Forb/Herb,6,2.5
Gap,8,15,False,True,Medium Non-tufted grass/sedge,0,3.0
Gap,8,15,False,True,Medium Non-tufted grass/sedge,3,3.0
Gap,8,15,False,True,Medium Tufted grass/sedge,0,7.5
Gap,8,15,False,True,Medium Tufted grass/sedge,3,7.5
Gap,8,15,False,True,Medium Tufted grass/sedge,6,0.5
Gap,8,15,False,True,Prostrate or Mat-forming Forb/Herb,0,3.5
Gap,8,15,False,True,Prostrate or Mat-forming Forb/Herb,3,3.5
Gap,8,15,False,True,Prostrate or Mat-forming Forb/Herb,6,1.5
Gap,8,15,False,True,Small Tufted grass/sedge,0,0.5
Gap,8,15,False,True,Small Tufted grass/sedge,3,1.5
Gap,8,15,False,True,Small Tufted grass/sedge,6,1.0
Gap,8,15,False,True,Tiny Tufted grass/sedge,6,0.5
Gap,8,16,False,False,Large Forb/Herb,0,56.0
Gap,8,16,False,False,Large Forb/Herb,3,38.5
Gap,8,16,False,False,Large Forb/Herb,6,26.0
Gap,8,16,False,False,Large Tufted grass/sedge,0,0.5
Gap,8,16,False,False,Medium Forb/Herb,0,1.5
Gap,8,16,False,False,Medium Forb/Herb,3,3.0
Gap,8,16,False,False,Medium Forb/Herb,6,1.5
Gap,8,16,False,False,Medium Non-tufted grass/sedge,0,3.0
Gap,8,16,False,False,Medium Non-tufted grass/sedge,3,0.5
Gap,8,16,False,False,Medium Non-tufted grass/sedge,6,0.5
Gap,8,16,False,False,Medium Tufted grass/sedge,0,3.5
Gap,8,16,False,False,Medium Tufted grass/sedge,3,6.0
Gap,8,16,False,False,Prostrate or Mat-forming Forb/Herb,0,1.0
Gap,8,16,False,False,Prostrate or Mat-forming Forb/Herb,3,0.5
Gap,8,16,False,False,Prostrate or Mat-forming Forb/Herb,6,3.0
Gap,8,16,False,False,Small Tufted grass/sedge,0,3.0
Gap,8,16,False,False,Small Tufted grass/sedge,3,3.0
Gap,8,16,False,False,Small Tufted grass/sedge,6,0.5
Gap,10,1,False,False,Large Forb/Herb,3,1.0
Gap,10,1,False,False,Large Forb/Herb,6,0.5
Gap,10,1,False,False,Large Tufted grass/sedge,0,3.0
Gap,10,1,False,False,Large Tufted grass/sedge,3,0.5
Gap,10,1,False,False,Medium Forb/Herb,0,2.0
Gap,10,1,False,False,Medium Forb/Herb,3,8.5
Gap,10,1,False,False,Medium Forb/Herb,6,5.5
Gap,10,1,False,False,Medium Non-tufted grass/sedge,0,7.5
Gap,10,1,False,False,Medium Non-tufted grass/sedge,3,3.0
Gap,10,1,False,False,Medium Non-tufted grass/sedge,6,7.5
Gap,10,1,False,False,Medium Tufted grass/sedge,6,0.5
Gap,10,1,False,False,Prostrate or Mat-forming Forb/Herb,0,3.5
Gap,10,1,False,False,Prostrate or Mat-forming Forb/Herb,3,6.0
Gap,10,1,False,False,Prostrate or Mat-forming Forb/Herb,6,0.5
Gap,10,1,False,False,Small Tufted grass/sedge,0,25.0
Gap,10,1,False,False,Small Tufted grass/sedge,3,7.5
Gap,10,1,False,False,Small Tufted grass/sedge,6,3.0
Gap,10,1,False,False,Tufted Ground Fern,3,0.5
Gap,10,1,False,False,Tufted Ground Fern,6,0.5
Gap,10,2,True,True,Large Forb/Herb,0,4.0
Gap,10,2,True,True,Large Forb/Herb,6,3.0
Gap,10,2,True,True,Medium Forb/Herb,0,2.5
Gap,10,2,True,True,Medium Forb/Herb,3,10.5
Gap,10,2,True,True,Medium Forb/Herb,6,15.5
Gap,10,2,True,True,Medium Non-tufted grass/sedge,0,7.5
Gap,10,2,True,True,Medium Non-tufted grass/sedge,3,55.0
Gap,10,2,True,True,Medium Non-tufted grass/sedge,6,15.0
Gap,10,2,True,True,Prostrate or Mat-forming Forb/Herb,0,8.0
Gap,10,2,True,True,Prostrate or Mat-forming Forb/Herb,3,25.5
Gap,10,2,True,True,Small Tufted grass/sedge,0,45.0
Gap,10,3,False,True,Large Forb/Herb,0,25.0
Gap,10,3,False,True,Large Forb/Herb,3,16.5
Gap,10,3,False,True,Large Forb/Herb,6,36.0
Gap,10,3,False,True,Large Tufted grass/sedge,0,35.0
Gap,10,3,False,True,Large Tufted grass/sedge,3,15.0
Gap,10,3,False,True,Medium Forb/Herb,0,1.5
Gap,10,3,False,True,Medium Forb/Herb,3,4.0
Gap,10,3,False,True,Medium Forb/Herb,6,4.5
Gap,10,3,False,True,Medium Non-tufted grass/sedge,0,0.5
Gap,10,3,False,True,Medium Non-tufted grass/sedge,6,0.5
Gap,10,3,False,True,Medium Tufted grass/sedge,6,3.0
Gap,10,3,False,True,Prostrate or Mat-forming Forb/Herb,3,7.5
Gap,10,3,False,True,Prostrate or Mat-forming Forb/Herb,6,0.5
Gap,10,3,False,True,Small Tufted grass/sedge,0,3.0
Gap,10,3,False,True,Small Tufted grass/sedge,3,0.5
Gap,10,3,False,True,Tufted Ground Fern,0,0.5
Gap,10,3,False,True,Tufted Ground Fern,3,3.0
Gap,10,3,False,True,Tufted Ground Fern,6,0.5
Gap,10,4,True,False,Large Forb/Herb,3,1.5
Gap,10,4,True,False,Large Shrub to Medium Tree,3,0.5
Gap,10,4,True,False,Large Shrub to Medium Tree,6,0.5
Gap,10,4,True,False,Large Tufted grass/sedge,0,0.5
Gap,10,4,True,False,Large Tufted grass/sedge,3,3.0
Gap,10,4,True,False,Medium Forb/Herb,0,1.0
Gap,10,4,True,False,Medium Forb/Herb,3,3.0
Gap,10,4,True,False,Medium Forb/Herb,6,4.0
Gap,10,4,True,False,Medium Non-tufted grass/sedge,0,15.0
Gap,10,4,True,False,Medium Non-tufted grass/sedge,6,7.5
Gap,10,4,True,False,Medium Tufted grass/sedge,3,0.5
Gap,10,4,True,False,Medium Tufted grass/sedge,6,15.0
Gap,10,4,True,False,Prostrate or Mat-forming Forb/Herb,0,25.0
Gap,10,4,True,False,Prostrate or Mat-forming Forb/Herb,3,3.0
Gap,10,4,True,False,Prostrate or Mat-forming Forb/Herb,6,0.5
Gap,10,4,True,False,Small Tufted grass/sedge,0,35.0
Gap,10,4,True,False,Small Tufted grass/sedge,3,7.5
Gap,10,4,True,False,Small Tufted grass/sedge,6,7.5
Gap,10,4,True,False,Tufted Ground Fern,0,0.5
Gap,10,4,True,False,Tufted Ground Fern,3,0.5
Gap,10,5,False,False,Large Forb/Herb,0,0.5
Gap,10,5,False,False,Large Forb/Herb,3,1.0
Gap,10,5,False,False,Large Forb/Herb,6,3.5
Gap,10,5,False,False,Medium Forb/Herb,0,1.0
Gap,10,5,False,False,Medium Forb/Herb,3,2.5
Gap,10,5,False,False,Medium Forb/Herb,6,4.0
Gap,10,5,False,False,Medium Non-tufted grass/sedge,0,0.5
Gap,10,5,False,False,Medium Non-tufted grass/sedge,3,0.5
Gap,10,5,False,False,Medium Non-tufted grass/sedge,6,0.5
Gap,10,5,False,False,Prostrate or Mat-forming Forb/Herb,0,1.0
Gap,10,5,False,False,Prostrate or Mat-forming Forb/Herb,3,3.5
Gap,10,5,False,False,Prostrate or Mat-forming Forb/Herb,6,0.5
Gap,10,5,False,False,Small Tufted grass/sedge,0,3.0
Gap,10,5,False,False,Small Tufted grass/sedge,3,15.0
Gap,10,5,False,False,Small Tufted grass/sedge,6,0.5
Gap,10,6,True,True,Large Forb/Herb,0,0.5
Gap,10,6,True,True,Large Forb/Herb,3,1.0
Gap,10,6,True,True,Large Forb/Herb,6,3.5
Gap,10,6,True,True,Medium Forb/Herb,0,5.5
Gap,10,6,True,True,Medium Forb/Herb,3,13.5
Gap,10,6,True,True,Medium Forb/Herb,6,4.0
Gap,10,6,True,True,Medium Non-tufted grass/sedge,0,3.0
Gap,10,6,True,True,Medium Non-tufted grass/sedge,3,0.5
Gap,10,6,True,True,Medium Non-tufted grass/sedge,6,3.0
Gap,10,6,True,True,Prostrate or Mat-forming Forb/Herb,0,4.0
Gap,10,6,True,True,Prostrate or Mat-forming Forb/Herb,3,3.5
Gap,10,6,True,True,Prostrate or Mat-forming Forb/Herb,6,4.0
Gap,10,6,True,True,Small Tufted grass/sedge,0,35.0
Gap,10,6,True,True,Small Tufted grass/sedge,3,3.0
Gap,10,6,True,True,Small Tufted grass/sedge,6,8.0
Gap,10,7,False,True,Large Forb/Herb,0,0.5
Gap,10,7,False,True,Large Forb/Herb,3,3.5
Gap,10,7,False,True,Large Forb/Herb,6,0.5
Gap,10,7,False,True,Large Shrub to Medium Tree,0,0.5
Gap,10,7,False,True,Large Shrub to Medium Tree,3,0.5
Gap,10,7,False,True,Large Shrub to Medium Tree,6,0.5
Gap,10,7,False,True,Large Tufted grass/sedge,0,0.5
Gap,10,7,False,True,Large Tufted grass/sedge,3,0.5
Gap,10,7,False,True,Medium Forb/Herb,0,3.5
Gap,10,7,False,True,Medium Forb/Herb,3,9.5
Gap,10,7,False,True,Medium Forb/Herb,6,4.0
Gap,10,7,False,True,Medium Non-tufted grass/sedge,0,3.0
Gap,10,7,False,True,Medium Non-tufted grass/sedge,3,25.0
Gap,10,7,False,True,Medium Non-tufted grass/sedge,6,15.5
Gap,10,7,False,True,Medium Tufted grass/sedge,6,0.5
Gap,10,7,False,True,Prostrate or Mat-forming Forb/Herb,0,0.5
Gap,10,7,False,True,Prostrate or Mat-forming Forb/Herb,3,2.0
Gap,10,7,False,True,Prostrate or Mat-forming Forb/Herb,6,3.0
Gap,10,7,False,True,Small Forb/Herb,3,0.5
Gap,10,7,False,True,Small Tufted grass/sedge,0,3.0
Gap,10,7,False,True,Small Tufted grass/sedge,3,1.0
Gap,10,8,True,True,Large Forb/Herb,0,1.0
Gap,10,8,True,True,Large Forb/Herb,3,6.5
Gap,10,8,True,True,Large Forb/Herb,6,8.5
Gap,10,8,True,True,Medium Forb/Herb,0,3.0
Gap,10,8,True,True,Medium Forb/Herb,3,13.5
Gap,10,8,True,True,Medium Forb/Herb,6,8.5
Gap,10,8,True,True,Medium Non-tufted grass/sedge,0,3.0
Gap,10,8,True,True,Medium Non-tufted grass/sedge,3,7.5
Gap,10,8,True,True,Medium Non-tufted grass/sedge,6,7.5
Gap,10,8,True,True,Prostrate or Mat-forming Forb/Herb,0,0.5
Gap,10,8,True,True,Prostrate or Mat-forming Forb/Herb,3,3.5
Gap,10,8,True,True,Prostrate or Mat-forming Forb/Herb,6,4.0
Gap,10,8,True,True,Small Tufted grass/sedge,0,15.0
Gap,10,8,True,True,Small Tufted grass/sedge,3,3.5
Gap,10,8,True,True,Small Tufted grass/sedge,6,8.0
Gap,10,8,True,True,Tufted Ground Fern,3,3.0
Gap,10,8,True,True,Tufted Ground Fern,6,0.5
Gap,10,9,False,True,Large Forb/Herb,0,0.5
Gap,10,9,False,True,Large Forb/Herb,3,1.0
Gap,10,9,False,True,Medium Forb/Herb,0,1.0
Gap,10,9,False,True,Medium Forb/Herb,3,15.5
Gap,10,9,False,True,Medium Forb/Herb,6,4.0
Gap,10,9,False,True,Medium Non-tufted grass/sedge,3,0.5
Gap,10,9,False,True,Medium Non-tufted grass/sedge,6,0.5
Gap,10,9,False,True,Prostrate or Mat-forming Forb/Herb,0,1.0
Gap,10,9,False,True,Prostrate or Mat-forming Forb/Herb,3,3.5
Gap,10,9,False,True,Prostrate or Mat-forming Forb/Herb,6,1.0
Gap,10,9,False,True,Small Tufted grass/sedge,0,15.0
Gap,10,9,False,True,Small Tufted grass/sedge,3,25.0
Gap,10,9,False,True,Small Tufted grass/sedge,6,3.5
Gap,10,10,True,False,Large Forb/Herb,0,1.0
Gap,10,10,True,False,Large Forb/Herb,3,1.0
Gap,10,10,True,False,Large Forb/Herb,6,3.5
Gap,10,10,True,False,Medium Forb/Herb,0,1.5
Gap,10,10,True,False,Medium Forb/Herb,3,1.5
Gap,10,10,True,False,Medium Forb/Herb,6,2.0
Gap,10,10,True,False,Medium Non-tufted grass/sedge,6,0.5
Gap,10,10,True,False,Medium Tufted grass/sedge,6,0.5
Gap,10,10,True,False,Prostrate or Mat-forming Forb/Herb,0,0.5
Gap,10,10,True,False,Prostrate or Mat-forming Forb/Herb,3,0.5
Gap,10,10,True,False,Prostrate or Mat-forming Forb/Herb,6,0.5
Gap,10,10,True,False,Small Tufted grass/sedge,0,25.0
Gap,10,10,True,False,Small Tufted grass/sedge,3,15.0
Gap,10,10,True,False,Small Tufted grass/sedge,6,25.0
Gap,10,10,True,False,Tufted Ground Fern,0,0.5
Gap,10,10,True,False,Tufted Ground Fern,3,0.5
Gap,10,10,True,False,Tufted Ground Fern,6,3.0
Gap,10,11,False,True,Large Forb/Herb,0,4.0
Gap,10,11,False,True,Large Forb/Herb,3,4.0
Gap,10,11,False,True,Large Forb/Herb,6,16.0
Gap,10,11,False,True,Medium Forb/Herb,0,2.0
Gap,10,11,False,True,Medium Forb/Herb,3,1.5
Gap,10,11,False,True,Medium Forb/Herb,6,3.0
Gap,10,11,False,True,Medium Non-tufted grass/sedge,0,0.5
Gap,10,11,False,True,Medium Non-tufted grass/sedge,3,0.5
Gap,10,11,False,True,Prostrate Shrub,0,0.5
Gap,10,11,False,True,Prostrate Shrub,3,0.5
Gap,10,11,False,True,Prostrate or Mat-forming Forb/Herb,0,0.5
Gap,10,11,False,True,Prostrate or Mat-forming Forb/Herb,3,0.5
Gap,10,11,False,True,Prostrate or Mat-forming Forb/Herb,6,6.0
Gap,10,11,False,True,Small Tufted grass/sedge,0,15.0
Gap,10,11,False,True,Small Tufted grass/sedge,3,7.5
Gap,10,11,False,True,Small Tufted grass/sedge,6,1.0
Gap,10,11,False,True,Tiny Tufted grass/sedge,3,3.0
Gap,10,12,True,True,Large Forb/Herb,0,8.0
Gap,10,12,True,True,Large Forb/Herb,3,28.5
Gap,10,12,True,True,Large Forb/Herb,6,46.0
Gap,10,12,True,True,Large Tufted grass/sedge,0,0.5
Gap,10,12,True,True,Large Tufted grass/sedge,3,8.5
Gap,10,12,True,True,Large Tufted grass/sedge,6,0.5
Gap,10,12,True,True,Medium Forb/Herb,0,1.0
Gap,10,12,True,True,Medium Forb/Herb,3,6.0
Gap,10,12,True,True,Medium Tufted grass/sedge,6,15.0
Gap,10,12,True,True,Prostrate or Mat-forming Forb/Herb,0,0.5
Gap,10,12,True,True,Prostrate or Mat-forming Forb/Herb,3,0.5
Gap,10,12,True,True,Shrub,3,15.0
Gap,10,12,True,True,Shrub,6,3.0
Gap,10,12,True,True,Small Tufted grass/sedge,0,0.5
Gap,10,12,True,True,Small Tufted grass/sedge,3,3.5
Gap,10,12,True,True,Small Tufted grass/sedge,6,0.5
Gap,10,13,False,False,Large Forb/Herb,3,0.5
Gap,10,13,False,False,Large Forb/Herb,6,3.0
Gap,10,13,False,False,Medium Forb/Herb,0,2.5
Gap,10,13,False,False,Medium Forb/Herb,3,1.0
Gap,10,13,False,False,Medium Forb/Herb,6,5.0
Gap,10,13,False,False,Prostrate or Mat-forming Forb/Herb,0,3.5
Gap,10,13,False,False,Prostrate or Mat-forming Forb/Herb,3,3.5
Gap,10,13,False,False,Prostrate or Mat-forming Forb/Herb,6,0.5
Gap,10,13,False,False,Small Tufted grass/sedge,0,3.0
Gap,10,13,False,False,Small Tufted grass/sedge,3,3.0
Gap,10,13,False,False,Small Tufted grass/sedge,6,3.0
Gap,10,14,True,False,Large Forb/Herb,3,0.5
Gap,10,14,True,False,Large Forb/Herb,6,1.0
Gap,10,14,True,False,Medium Forb/Herb,0,1.0
Gap,10,14,True,False,Medium Forb/Herb,3,10.0
Gap,10,14,True,False,Medium Forb/Herb,6,10.0
Gap,10,14,True,False,Prostrate or Mat-forming Forb/Herb,3,3.0
Gap,10,14,True,False,Prostrate or Mat-forming Forb/Herb,6,3.0
Gap,10,14,True,False,Small Tufted grass/sedge,0,3.0
Gap,10,14,True,False,Small Tufted grass/sedge,3,7.5
Gap,10,14,True,False,Small Tufted grass/sedge,6,7.5
Gap,10,15,False,False,Large Forb/Herb,0,0.5
Gap,10,15,False,False,Large Forb/Herb,3,7.5
Gap,10,15,False,False,Large Forb/Herb,6,8.0
Gap,10,15,False,False,Large Tufted grass/sedge,0,3.0
Gap,10,15,False,False,Large Tufted grass/sedge,3,3.0
Gap,10,15,False,False,Medium Forb/Herb,0,1.5
Gap,10,15,False,False,Medium Forb/Herb,3,1.5
Gap,10,15,False,False,Medium Forb/Herb,6,2.0
Gap,10,15,False,False,Medium Non-tufted grass/sedge,0,0.5
Gap,10,15,False,False,Medium Non-tufted grass/sedge,3,0.5
Gap,10,15,False,False,Medium Non-tufted grass/sedge,6,0.5
Gap,10,15,False,False,Medium Tufted grass/sedge,6,0.5
Gap,10,15,False,False,Prostrate or Mat-forming Forb/Herb,0,1.0
Gap,10,15,False,False,Prostrate or Mat-forming Forb/Herb,3,3.5
Gap,10,15,False,False,Prostrate or Mat-forming Forb/Herb,6,3.0
Gap,10,15,False,False,Small Tufted grass/sedge,0,7.5
Gap,10,15,False,False,Small Tufted grass/sedge,3,7.5
Gap,10,15,False,False,Small Tufted grass/sedge,6,1.0
Gap,10,15,False,False,Tufted Ground Fern,0,0.5
Gap,10,15,False,False,Tufted Ground Fern,6,0.5
Gap,10,16,True,True,Large Forb/Herb,0,7.5
Gap,10,16,True,True,Large Forb/Herb,3,25.5
Gap,10,16,True,True,Large Forb/Herb,6,36.0
Gap,10,16,True,True,Large Tufted grass/sedge,3,35.0
Gap,10,16,True,True,Large Tufted grass/sedge,6,55.0
Gap,10,16,True,True,Medium Forb/Herb,0,2.0
Gap,10,16,True,True,Medium Forb/Herb,3,0.5
Gap,10,16,True,True,Medium Forb/Herb,6,1.0
Gap,10,16,True,True,Medium Non-tufted grass/sedge,0,0.5
Gap,10,16,True,True,Medium Non-tufted grass/sedge,6,3.0
Gap,10,16,True,True,Prostrate or Mat-forming Forb/Herb,0,1.0
Gap,10,16,True,True,Prostrate or Mat-forming Forb/Herb,3,3.5
Gap,10,16,True,True,Prostrate or Mat-forming Forb/Herb,6,0.5
Gap,10,16,True,True,Small Tufted grass/sedge,0,0.5
Gap,10,16,True,True,Small Tufted grass/sedge,6,0.5
Gap,10,17,False,False,Large Forb/Herb,0,1.0
Gap,10,17,False,False,Large Forb/Herb,6,4.5
Gap,10,17,False,False,Large Tufted grass/sedge,0,7.5
Gap,10,17,False,False,Medium Forb/Herb,0,1.5
Gap,10,17,False,False,Medium Forb/Herb,6,1.5
Gap,10,17,False,False,Medium Non-tufted grass/sedge,6,0.5
Gap,10,17,False,False,Medium Tufted grass/sedge,6,3.0
Gap,10,17,False,False,Prostrate or Mat-forming Forb/Herb,0,1.0
Gap,10,17,False,False,Prostrate or Mat-forming Forb/Herb,6,0.5
Gap,10,17,False,False,Small Tufted grass/sedge,0,25.0
Gap,10,17,False,False,Small Tufted grass/sedge,6,3.0
Gap,10,18,True,False,Large Forb/Herb,0,6.5
Gap,10,18,True,False,Large Forb/Herb,3,9.0
Gap,10,18,True,False,Large Forb/Herb,6,3.5
Gap,10,18,True,False,Large Tufted grass/sedge,0,3.0
Gap,10,18,True,False,Large Tufted grass/sedge,3,7.5
Gap,10,18,True,False,Medium Forb/Herb,0,3.0
Gap,10,18,True,False,Medium Forb/Herb,3,9.5
Gap,10,18,True,False,Medium Forb/Herb,6,4.0
Gap,10,18,True,False,Medium Non-tufted grass/sedge,0,3.0
Gap,10,18,True,False,Medium Non-tufted grass/sedge,6,0.5
Gap,10,18,True,False,Prostrate or Mat-forming Forb/Herb,0,0.5
Gap,10,18,True,False,Prostrate or Mat-forming Forb/Herb,6,0.5
Gap,10,18,True,False,Small Tufted grass/sedge,0,15.0
Gap,10,18,True,False,Small Tufted grass/sedge,3,15.5
Gap,10,18,True,False,Small Tufted grass/sedge,6,1.0
Gap,10,19,False,False,Large Forb/Herb,3,0.5
Gap,10,19,False,False,Medium Forb/Herb,0,0.5
Gap,10,19,False,False,Medium Forb/Herb,3,3.0
Gap,10,19,False,False,Medium Forb/Herb,6,7.5
Gap,10,19,False,False,Prostrate or Mat-forming Forb/Herb,0,3.0
Gap,10,19,False,False,Prostrate or Mat-forming Forb/Herb,3,0.5
Gap,10,19,False,False,Prostrate or Mat-forming Forb/Herb,6,0.5
Gap,10,19,False,False,Small Tufted grass/sedge,0,3.0
Gap,10,19,False,False,Small Tufted grass/sedge,3,3.0
Gap,10,19,False,False,Small Tufted grass/sedge,6,0.5
Gap,10,20,True,True,Large Forb/Herb,0,0.5
Gap,10,20,True,True,Large Forb/Herb,3,15.0
Gap,10,20,True,True,Large Tufted grass/sedge,0,3.0
Gap,10,20,True,True,Large Tufted grass/sedge,3,15.0
Gap,10,20,True,True,Medium Forb/Herb,0,1.5
Gap,10,20,True,True,Medium Forb/Herb,3,7.0
Gap,10,20,True,True,Medium Forb/Herb,6,0.5
Gap,10,20,True,True,Medium Non-tufted grass/sedge,0,3.0
Gap,10,20,True,True,Medium Non-tufted grass/sedge,6,0.5
Gap,10,20,True,True,Medium Tufted grass/sedge,6,25.5
Gap,10,20,True,True,Prostrate or Mat-forming Forb/Herb,0,1.0
Gap,10,20,True,True,Prostrate or Mat-forming Forb/Herb,3,4.0
Gap,10,20,True,True,Prostrate or Mat-forming Forb/Herb,6,1.0
Gap,10,20,True,True,Small Tufted grass/sedge,0,15.5
Gap,10,20,True,True,Small Tufted grass/sedge,3,7.5
Gap,10,20,True,True,Tufted Ground Fern,6,0.5
Gap,10,21,False,False,Large Forb/Herb,3,1.0
Gap,10,21,False,False,Large Tufted grass/sedge,0,3.0
Gap,10,21,False,False,Large Tufted grass/sedge,3,0.5
Gap,10,21,False,False,Medium Forb/Herb,0,0.5
Gap,10,21,False,False,Medium Forb/Herb,3,1.5
Gap,10,21,False,False,Medium Forb/Herb,6,3.5
Gap,10,21,False,False,Medium Non-tufted grass/sedge,0,0.5
Gap,10,21,False,False,Medium Non-tufted grass/sedge,3,0.5
Gap,10,21,False,False,Medium Tufted grass/sedge,6,0.5
Gap,10,21,False,False,Prostrate or Mat-forming Forb/Herb,0,0.5
Gap,10,21,False,False,Prostrate or Mat-forming Forb/Herb,3,1.0
Gap,10,21,False,False,Small Tufted grass/sedge,0,0.5
Gap,10,21,False,False,Small Tufted grass/sedge,3,0.5
Gap,10,22,True,True,Large Forb/Herb,3,0.5
Gap,10,22,True,True,Large Tufted grass/sedge,3,0.5
Gap,10,22,True,True,Medium Forb/Herb,0,0.5
Gap,10,22,True,True,Medium Forb/Herb,3,7.0
Gap,10,22,True,True,Medium Forb/Herb,6,15.5
Gap,10,22,True,True,Medium Non-tufted grass/sedge,0,3.0
Gap,10,22,True,True,Medium Non-tufted grass/sedge,6,3.0
Gap,10,22,True,True,Medium Tufted grass/sedge,6,25.0
Gap,10,22,True,True,Prostrate or Mat-forming Forb/Herb,0,0.5
Gap,10,22,True,True,Prostrate or Mat-forming Forb/Herb,3,15.0
Gap,10,22,True,True,Shrub,3,0.5
Gap,10,22,True,True,Small Tufted grass/sedge,0,15.0
Gap,10,22,True,True,Small Tufted grass/sedge,3,15.0
Gap,10,22,True,True,Small Tufted grass/sedge,6,7.5
Gap,10,23,False,False,Medium Forb/Herb,6,1.0
Gap,10,23,False,False,Medium Non-tufted grass/sedge,0,0.5
Gap,10,23,False,False,Medium Non-tufted grass/sedge,3,0.5
Gap,10,23,False,False,Prostrate or Mat-forming Forb/Herb,0,1.0
Gap,10,23,False,False,Prostrate or Mat-forming Forb/Herb,3,0.5
Gap,10,23,False,False,Prostrate or Mat-forming Forb/Herb,6,0.5
Gap,10,23,False,False,Small Tufted grass/sedge,0,0.5
Gap,10,23,False,False,Small Tufted grass/sedge,3,3.0
Gap,10,23,False,False,Small Tufted grass/sedge,6,0.5
Gap,10,24,True,True,Large Forb/Herb,0,8.0
Gap,10,24,True,True,Large Forb/Herb,3,10.5
Gap,10,24,True,True,Large Forb/Herb,6,35.0
Gap,10,24,True,True,Large Shrub to Medium Tree,0,0.5
Gap,10,24,True,True,Large Shrub to Medium Tree,3,0.5
Gap,10,24,True,True,Large Shrub to Medium Tree,6,3.0
Gap,10,24,True,True,Large Tufted grass/sedge,0,0.5
Gap,10,24,True,True,Large Tufted grass/sedge,3,3.0
