Treatment,Plot Number,Quadrat Number,Fenced,Gap,Shade Tolerant,Life Form,Year,0
Gap,10,11,False,True,True,Prostrate Shrub,3,0.0196078431372549
Gap,10,11,False,True,True,Prostrate Shrub,6,0.0
Gap,10,11,False,True,True,Small Tufted grass/sedge,0,0.0
Gap,10,11,False,True,True,Small Tufted grass/sedge,3,0.0
Gap,10,11,False,True,True,Small Tufted grass/sedge,6,0.0196078431372549
Gap,10,12,True,True,False,Large Forb/Herb,0,0.009523809523809525
Gap,10,12,True,True,False,Large Forb/Herb,3,0.08571428571428572
Gap,10,12,True,True,False,Large Forb/Herb,6,0.01904761904761905
Gap,10,12,True,True,False,Large Tufted grass/sedge,0,0.009523809523809525
Gap,10,12,True,True,False,Large Tufted grass/sedge,3,0.1619047619047619
Gap,10,12,True,True,False,Large Tufted grass/sedge,6,0.009523809523809525
Gap,10,12,True,True,False,Medium Forb/Herb,0,0.01904761904761905
Gap,10,12,True,True,False,Medium Forb/Herb,3,0.24761904761904763
Gap,10,12,True,True,False,Medium Forb/Herb,6,0.0
Gap,10,12,True,True,False,Medium Tufted grass/sedge,0,0.0
Gap,10,12,True,True,False,Medium Tufted grass/sedge,3,0.0
Gap,10,12,True,True,False,Medium Tufted grass/sedge,6,0.2857142857142857
Gap,10,12,True,True,False,Prostrate or Mat-forming Forb/Herb,0,0.009523809523809525
Gap,10,12,True,True,False,Prostrate or Mat-forming Forb/Herb,3,0.009523809523809525
Gap,10,12,True,True,False,Prostrate or Mat-forming Forb/Herb,6,0.0
Gap,10,12,True,True,False,Small Non-tufted grass/sedge,0,0.0
Gap,10,12,True,True,False,Small Non-tufted grass/sedge,3,0.009523809523809525
Gap,10,12,True,True,False,Small Non-tufted grass/sedge,6,0.0
Gap,10,12,True,True,False,Small Tufted grass/sedge,0,0.009523809523809525
Gap,10,12,True,True,False,Small Tufted grass/sedge,3,0.11428571428571428
Gap,10,12,True,True,False,Small Tufted grass/sedge,6,0.0
Gap,10,12,True,True,True,Large Forb/Herb,0,0.07653061224489796
Gap,10,12,True,True,True,Large Forb/Herb,3,0.25510204081632654
Gap,10,12,True,True,True,Large Forb/Herb,6,0.45918367346938777
Gap,10,12,True,True,True,Medium Forb/Herb,0,0.00510204081632653
Gap,10,12,True,True,True,Medium Forb/Herb,3,0.01020408163265306
Gap,10,12,True,True,True,Medium Forb/Herb,6,0.0
Gap,10,12,True,True,True,Shrub,0,0.0
Gap,10,12,True,True,True,Shrub,3,0.15306122448979592
Gap,10,12,True,True,True,Shrub,6,0.030612244897959183
Gap,10,12,True,True,True,Small Tufted grass/sedge,0,0.0
Gap,10,12,True,True,True,Small Tufted grass/sedge,3,0.00510204081632653
Gap,10,12,True,True,True,Small Tufted grass/sedge,6,0.00510204081632653
Gap,10,13,False,False,False,Large Forb/Herb,0,0.0
Gap,10,13,False,False,False,Large Forb/Herb,3,0.02127659574468085
Gap,10,13,False,False,False,Large Forb/Herb,6,0.1276595744680851
Gap,10,13,False,False,False,Medium Forb/Herb,0,0.0851063829787234
Gap,10,13,False,False,False,Medium Forb/Herb,3,0.1702127659574468
Gap,10,13,False,False,False,Medium Forb/Herb,6,0.23404255319148937
Gap,10,13,False,False,False,Medium Tufted grass/sedge,0,0.0
Gap,10,13,False,False,False,Medium Tufted grass/sedge,3,0.0
Gap,10,13,False,False,False,Medium Tufted grass/sedge,6,0.02127659574468085
Gap,10,13,False,False,False,Prostrate or Mat-forming Forb/Herb,0,0.02127659574468085
Gap,10,13,False,False,False,Prostrate or Mat-forming Forb/Herb,3,0.02127659574468085
Gap,10,13,False,False,False,Prostrate or Mat-forming Forb/Herb,6,0.02127659574468085
Gap,10,13,False,False,False,Small Non-tufted grass/sedge,0,0.0
Gap,10,13,False,False,False,Small Non-tufted grass/sedge,3,0.02127659574468085
Gap,10,13,False,False,False,Small Non-tufted grass/sedge,6,0.0
Gap,10,13,False,False,False,Small Tufted grass/sedge,0,0.1276595744680851
Gap,10,13,False,False,False,Small Tufted grass/sedge,3,0.1276595744680851
Gap,10,13,False,False,False,Small Tufted grass/sedge,6,0.0
Gap,10,13,False,False,True,Medium Forb/Herb,0,0.038461538461538464
Gap,10,13,False,False,True,Medium Forb/Herb,3,0.038461538461538464
Gap,10,13,False,False,True,Medium Forb/Herb,6,0.23076923076923078
Gap,10,13,False,False,True,Prostrate or Mat-forming Forb/Herb,0,0.23076923076923078
Gap,10,13,False,False,True,Prostrate or Mat-forming Forb/Herb,3,0.23076923076923078
Gap,10,13,False,False,True,Prostrate or Mat-forming Forb/Herb,6,0.0
Gap,10,13,False,False,True,Small Tufted grass/sedge,0,0.0
Gap,10,13,False,False,True,Small Tufted grass/sedge,3,0.0
Gap,10,13,False,False,True,Small Tufted grass/sedge,6,0.23076923076923078
Gap,10,14,True,False,False,Large Forb/Herb,0,0.0
Gap,10,14,True,False,False,Large Forb/Herb,3,0.015873015873015872
Gap,10,14,True,False,False,Large Forb/Herb,6,0.031746031746031744
Gap,10,14,True,False,False,Medium Forb/Herb,0,0.015873015873015872
Gap,10,14,True,False,False,Medium Forb/Herb,3,0.23809523809523808
Gap,10,14,True,False,False,Medium Forb/Herb,6,0.06349206349206349
Gap,10,14,True,False,False,Prostrate or Mat-forming Forb/Herb,0,0.0
Gap,10,14,True,False,False,Prostrate or Mat-forming Forb/Herb,3,0.09523809523809523
Gap,10,14,True,False,False,Prostrate or Mat-forming Forb/Herb,6,0.09523809523809523
Gap,10,14,True,False,False,Small Non-tufted grass/sedge,0,0.0
Gap,10,14,True,False,False,Small Non-tufted grass/sedge,3,0.0
Gap,10,14,True,False,False,Small Non-tufted grass/sedge,6,0.09523809523809523
Gap,10,14,True,False,False,Small Tufted grass/sedge,0,0.09523809523809523
Gap,10,14,True,False,False,Small Tufted grass/sedge,3,0.25396825396825395
Gap,10,14,True,False,False,Small Tufted grass/sedge,6,0.0
Gap,10,14,True,False,True,Medium Forb/Herb,0,0.022222222222222223
Gap,10,14,True,False,True,Medium Forb/Herb,3,0.26666666666666666
Gap,10,14,True,False,True,Medium Forb/Herb,6,0.37777777777777777
Gap,10,14,True,False,True,Small Tufted grass/sedge,0,0.0
Gap,10,14,True,False,True,Small Tufted grass/sedge,3,0.0
Gap,10,14,True,False,True,Small Tufted grass/sedge,6,0.3333333333333333
Gap,10,15,False,False,False,Large Forb/Herb,0,0.0
Gap,10,15,False,False,False,Large Forb/Herb,3,0.0
Gap,10,15,False,False,False,Large Forb/Herb,6,0.014492753623188406
Gap,10,15,False,False,False,Large Tufted grass/sedge,0,0.08695652173913043
Gap,10,15,False,False,False,Large Tufted grass/sedge,3,0.08695652173913043
Gap,10,15,False,False,False,Large Tufted grass/sedge,6,0.0
Gap,10,15,False,False,False,Medium Forb/Herb,0,0.057971014492753624
Gap,10,15,False,False,False,Medium Forb/Herb,3,0.11594202898550725
Gap,10,15,False,False,False,Medium Forb/Herb,6,0.057971014492753624
Gap,10,15,False,False,False,Medium Tufted grass/sedge,0,0.0
Gap,10,15,False,False,False,Medium Tufted grass/sedge,3,0.0
Gap,10,15,False,False,False,Medium Tufted grass/sedge,6,0.014492753623188406
Gap,10,15,False,False,False,Prostrate or Mat-forming Forb/Herb,0,0.014492753623188406
Gap,10,15,False,False,False,Prostrate or Mat-forming Forb/Herb,3,0.014492753623188406
Gap,10,15,False,False,False,Prostrate or Mat-forming Forb/Herb,6,0.08695652173913043
Gap,10,15,False,False,False,Small Tufted grass/sedge,0,0.21739130434782608
Gap,10,15,False,False,False,Small Tufted grass/sedge,3,0.21739130434782608
Gap,10,15,False,False,False,Small Tufted grass/sedge,6,0.014492753623188406
Gap,10,15,False,False,True,Large Forb/Herb,0,0.021739130434782608
Gap,10,15,False,False,True,Large Forb/Herb,3,0.32608695652173914
Gap,10,15,False,False,True,Large Forb/Herb,6,0.32608695652173914
Gap,10,15,False,False,True,Medium Forb/Herb,0,0.0
Gap,10,15,False,False,True,Medium Forb/Herb,3,0.021739130434782608
Gap,10,15,False,False,True,Medium Forb/Herb,6,0.021739130434782608
Gap,10,15,False,False,True,Medium Non-tufted grass/sedge,0,0.021739130434782608
Gap,10,15,False,False,True,Medium Non-tufted grass/sedge,3,0.021739130434782608
Gap,10,15,False,False,True,Medium Non-tufted grass/sedge,6,0.021739130434782608
Gap,10,15,False,False,True,Prostrate or Mat-forming Forb/Herb,0,0.021739130434782608
Gap,10,15,False,False,True,Prostrate or Mat-forming Forb/Herb,3,0.13043478260869565
Gap,10,15,False,False,True,Prostrate or Mat-forming Forb/Herb,6,0.0
Gap,10,15,False,False,True,Small Tufted grass/sedge,0,0.0
Gap,10,15,False,False,True,Small Tufted grass/sedge,3,0.0
Gap,10,15,False,False,True,Small Tufted grass/sedge,6,0.021739130434782608
Gap,10,15,False,False,True,Tufted Ground Fern,0,0.021739130434782608
Gap,10,15,False,False,True,Tufted Ground Fern,3,0.0
Gap,10,15,False,False,True,Tufted Ground Fern,6,0.021739130434782608
Gap,10,16,True,True,False,Large Forb/Herb,0,0.0
Gap,10,16,True,True,False,Large Forb/Herb,3,0.07391304347826087
Gap,10,16,True,True,False,Large Forb/Herb,6,0.008695652173913044
Gap,10,16,True,True,False,Large Tufted grass/sedge,0,0.0
Gap,10,16,True,True,False,Large Tufted grass/sedge,3,0.30434782608695654
Gap,10,16,True,True,False,Large Tufted grass/sedge,6,0.4782608695652174
Gap,10,16,True,True,False,Medium Forb/Herb,0,0.021739130434782608
Gap,10,16,True,True,False,Medium Forb/Herb,3,0.034782608695652174
Gap,10,16,True,True,False,Medium Forb/Herb,6,0.004347826086956522
Gap,10,16,True,True,False,Prostrate or Mat-forming Forb/Herb,0,0.004347826086956522
Gap,10,16,True,True,False,Prostrate or Mat-forming Forb/Herb,3,0.02608695652173913
Gap,10,16,True,True,False,Prostrate or Mat-forming Forb/Herb,6,0.004347826086956522
Gap,10,16,True,True,False,Small Non-tufted grass/sedge,0,0.004347826086956522
Gap,10,16,True,True,False,Small Non-tufted grass/sedge,3,0.0
Gap,10,16,True,True,False,Small Non-tufted grass/sedge,6,0.0
Gap,10,16,True,True,False,Small Tufted grass/sedge,0,0.004347826086956522
Gap,10,16,True,True,False,Small Tufted grass/sedge,3,0.02608695652173913
Gap,10,16,True,True,False,Small Tufted grass/sedge,6,0.004347826086956522
Gap,10,16,True,True,True,Large Forb/Herb,0,0.10204081632653061
Gap,10,16,True,True,True,Large Forb/Herb,3,0.3401360544217687
Gap,10,16,True,True,True,Large Forb/Herb,6,0.47619047619047616
Gap,10,16,True,True,True,Medium Forb/Herb,0,0.0
Gap,10,16,True,True,True,Medium Forb/Herb,3,0.0
Gap,10,16,True,True,True,Medium Forb/Herb,6,0.013605442176870748
Gap,10,16,True,True,True,Medium Non-tufted grass/sedge,0,0.006802721088435374
Gap,10,16,True,True,True,Medium Non-tufted grass/sedge,3,0.0
Gap,10,16,True,True,True,Medium Non-tufted grass/sedge,6,0.04081632653061224
Gap,10,16,True,True,True,Prostrate or Mat-forming Forb/Herb,0,0.006802721088435374
Gap,10,16,True,True,True,Prostrate or Mat-forming Forb/Herb,3,0.006802721088435374
Gap,10,16,True,True,True,Prostrate or Mat-forming Forb/Herb,6,0.0
Gap,10,16,True,True,True,Small Tufted grass/sedge,0,0.0
Gap,10,16,True,True,True,Small Tufted grass/sedge,3,0.0
Gap,10,16,True,True,True,Small Tufted grass/sedge,6,0.006802721088435374
Gap,10,17,False,False,False,Large Forb/Herb,0,0.03296703296703297
Gap,10,17,False,False,False,Large Forb/Herb,3,0.0
Gap,10,17,False,False,False,Large Forb/Herb,6,0.08791208791208792
Gap,10,17,False,False,False,Large Tufted grass/sedge,0,0.16483516483516483
Gap,10,17,False,False,False,Large Tufted grass/sedge,3,0.0
Gap,10,17,False,False,False,Large Tufted grass/sedge,6,0.0
Gap,10,17,False,False,False,Medium Forb/Herb,0,0.02197802197802198
Gap,10,17,False,False,False,Medium Forb/Herb,3,0.0
Gap,10,17,False,False,False,Medium Forb/Herb,6,0.02197802197802198
Gap,10,17,False,False,False,Medium Tufted grass/sedge,0,0.0
Gap,10,17,False,False,False,Medium Tufted grass/sedge,3,0.0
Gap,10,17,False,False,False,Medium Tufted grass/sedge,6,0.06593406593406594
Gap,10,17,False,False,False,Prostrate or Mat-forming Forb/Herb,0,0.01098901098901099
Gap,10,17,False,False,False,Prostrate or Mat-forming Forb/Herb,3,0.0
Gap,10,17,False,False,False,Prostrate or Mat-forming Forb/Herb,6,0.01098901098901099
Gap,10,17,False,False,False,Small Non-tufted grass/sedge,0,0.01098901098901099
Gap,10,17,False,False,False,Small Non-tufted grass/sedge,3,0.0
Gap,10,17,False,False,False,Small Non-tufted grass/sedge,6,0.0
Gap,10,17,False,False,False,Small Tufted grass/sedge,0,0.5494505494505495
Gap,10,17,False,False,False,Small Tufted grass/sedge,3,0.0
Gap,10,17,False,False,False,Small Tufted grass/sedge,6,0.02197802197802198
Gap,10,17,False,False,True,Large Forb/Herb,0,0.0
Gap,10,17,False,False,True,Large Forb/Herb,3,0.0
Gap,10,17,False,False,True,Large Forb/Herb,6,0.08333333333333333
Gap,10,17,False,False,True,Medium Forb/Herb,0,0.08333333333333333
Gap,10,17,False,False,True,Medium Forb/Herb,3,0.0
Gap,10,17,False,False,True,Medium Forb/Herb,6,0.16666666666666666
Gap,10,17,False,False,True,Medium Non-tufted grass/sedge,0,0.0
Gap,10,17,False,False,True,Medium Non-tufted grass/sedge,3,0.0
Gap,10,17,False,False,True,Medium Non-tufted grass/sedge,6,0.08333333333333333
Gap,10,17,False,False,True,Prostrate or Mat-forming Forb/Herb,0,0.08333333333333333
Gap,10,17,False,False,True,Prostrate or Mat-forming Forb/Herb,3,0.0
Gap,10,17,False,False,True,Prostrate or Mat-forming Forb/Herb,6,0.0
Gap,10,17,False,False,True,Small Tufted grass/sedge,0,0.0
Gap,10,17,False,False,True,Small Tufted grass/sedge,3,0.0
Gap,10,17,False,False,True,Small Tufted grass/sedge,6,0.5
Gap,10,18,True,False,False,Large Forb/Herb,0,0.05925925925925926
Gap,10,18,True,False,False,Large Forb/Herb,3,0.022222222222222223
Gap,10,18,True,False,False,Large Forb/Herb,6,0.007407407407407408
Gap,10,18,True,False,False,Large Tufted grass/sedge,0,0.044444444444444446
Gap,10,18,True,False,False,Large Tufted grass/sedge,3,0.1111111111111111
Gap,10,18,True,False,False,Large Tufted grass/sedge,6,0.0
Gap,10,18,True,False,False,Medium Forb/Herb,0,0.05185185185185185
Gap,10,18,True,False,False,Medium Forb/Herb,3,0.18518518518518517
Gap,10,18,True,False,False,Medium Forb/Herb,6,0.05185185185185185
Gap,10,18,True,False,False,Prostrate or Mat-forming Forb/Herb,0,0.007407407407407408
Gap,10,18,True,False,False,Prostrate or Mat-forming Forb/Herb,3,0.0
Gap,10,18,True,False,False,Prostrate or Mat-forming Forb/Herb,6,0.007407407407407408
Gap,10,18,True,False,False,Small Tufted grass/sedge,0,0.2222222222222222
Gap,10,18,True,False,False,Small Tufted grass/sedge,3,0.22962962962962963
Gap,10,18,True,False,False,Small Tufted grass/sedge,6,0.0
Gap,10,18,True,False,True,Large Forb/Herb,0,0.13333333333333333
Gap,10,18,True,False,True,Large Forb/Herb,3,0.3333333333333333
Gap,10,18,True,False,True,Large Forb/Herb,6,0.13333333333333333
Gap,10,18,True,False,True,Medium Forb/Herb,0,0.022222222222222223
Gap,10,18,True,False,True,Medium Forb/Herb,3,0.13333333333333333
Gap,10,18,True,False,True,Medium Forb/Herb,6,0.044444444444444446
Gap,10,18,True,False,True,Medium Non-tufted grass/sedge,0,0.13333333333333333
Gap,10,18,True,False,True,Medium Non-tufted grass/sedge,3,0.0
Gap,10,18,True,False,True,Medium Non-tufted grass/sedge,6,0.022222222222222223
Gap,10,18,True,False,True,Small Tufted grass/sedge,0,0.0
Gap,10,18,True,False,True,Small Tufted grass/sedge,3,0.0
Gap,10,18,True,False,True,Small Tufted grass/sedge,6,0.044444444444444446
Gap,10,19,False,False,False,Large Forb/Herb,0,0.0
Gap,10,19,False,False,False,Large Forb/Herb,3,0.02702702702702703
Gap,10,19,False,False,False,Large Forb/Herb,6,0.0
Gap,10,19,False,False,False,Medium Forb/Herb,0,0.02702702702702703
Gap,10,19,False,False,False,Medium Forb/Herb,3,0.16216216216216217
Gap,10,19,False,False,False,Medium Forb/Herb,6,0.40540540540540543
Gap,10,19,False,False,False,Prostrate or Mat-forming Forb/Herb,0,0.0
Gap,10,19,False,False,False,Prostrate or Mat-forming Forb/Herb,3,0.0
Gap,10,19,False,False,False,Prostrate or Mat-forming Forb/Herb,6,0.02702702702702703
Gap,10,19,False,False,False,Small Tufted grass/sedge,0,0.16216216216216217
Gap,10,19,False,False,False,Small Tufted grass/sedge,3,0.16216216216216217
Gap,10,19,False,False,False,Small Tufted grass/sedge,6,0.02702702702702703
Gap,10,19,False,False,True,Prostrate or Mat-forming Forb/Herb,0,0.75
Gap,10,19,False,False,True,Prostrate or Mat-forming Forb/Herb,3,0.125
Gap,10,19,False,False,True,Prostrate or Mat-forming Forb/Herb,6,0.0
Gap,10,19,False,False,True,Small Tufted grass/sedge,0,0.0
Gap,10,19,False,False,True,Small Tufted grass/sedge,3,0.0
Gap,10,19,False,False,True,Small Tufted grass/sedge,6,0.125
Gap,10,20,True,True,False,Large Forb/Herb,0,0.004219409282700422
Gap,10,20,True,True,False,Large Forb/Herb,3,0.12658227848101267
Gap,10,20,True,True,False,Large Forb/Herb,6,0.0
Gap,10,20,True,True,False,Large Tufted grass/sedge,0,0.02531645569620253
Gap,10,20,True,True,False,Large Tufted grass/sedge,3,0.12658227848101267
Gap,10,20,True,True,False,Large Tufted grass/sedge,6,0.0
Gap,10,20,True,True,False,Medium Forb/Herb,0,0.02109704641350211
Gap,10,20,True,True,False,Medium Forb/Herb,3,0.2109704641350211
Gap,10,20,True,True,False,Medium Forb/Herb,6,0.004219409282700422
Gap,10,20,True,True,False,Medium Tufted grass/sedge,0,0.0
Gap,10,20,True,True,False,Medium Tufted grass/sedge,3,0.02531645569620253
Gap,10,20,True,True,False,Medium Tufted grass/sedge,6,0.21518987341772153
Gap,10,20,True,True,False,Prostrate or Mat-forming Forb/Herb,0,0.004219409282700422
Gap,10,20,True,True,False,Prostrate or Mat-forming Forb/Herb,3,0.008438818565400843
Gap,10,20,True,True,False,Prostrate or Mat-forming Forb/Herb,6,0.004219409282700422
Gap,10,20,True,True,False,Small Non-tufted grass/sedge,0,0.0
Gap,10,20,True,True,False,Small Non-tufted grass/sedge,3,0.0
Gap,10,20,True,True,False,Small Non-tufted grass/sedge,6,0.02531645569620253
Gap,10,20,True,True,False,Small Tufted grass/sedge,0,0.12658227848101267
Gap,10,20,True,True,False,Small Tufted grass/sedge,3,0.06751054852320675
Gap,10,20,True,True,False,Small Tufted grass/sedge,6,0.004219409282700422
Gap,10,20,True,True,True,Medium Forb/Herb,0,0.05
Gap,10,20,True,True,True,Medium Forb/Herb,3,0.05
Gap,10,20,True,True,True,Medium Forb/Herb,6,0.05
Gap,10,20,True,True,True,Medium Non-tufted grass/sedge,0,0.3
Gap,10,20,True,True,True,Medium Non-tufted grass/sedge,3,0.0
Gap,10,20,True,True,True,Medium Non-tufted grass/sedge,6,0.05
Gap,10,20,True,True,True,Prostrate or Mat-forming Forb/Herb,0,0.05
Gap,10,20,True,True,True,Prostrate or Mat-forming Forb/Herb,3,0.3
Gap,10,20,True,True,True,Prostrate or Mat-forming Forb/Herb,6,0.05
Gap,10,20,True,True,True,Small Tufted grass/sedge,0,0.05
Gap,10,20,True,True,True,Small Tufted grass/sedge,3,0.0
Gap,10,20,True,True,True,Small Tufted grass/sedge,6,0.0
Gap,10,20,True,True,True,Tufted Ground Fern,0,0.0
Gap,10,20,True,True,True,Tufted Ground Fern,3,0.0
Gap,10,20,True,True,True,Tufted Ground Fern,6,0.05
Gap,10,21,False,False,False,Large Forb/Herb,0,0.0
Gap,10,21,False,False,False,Large Forb/Herb,3,0.09523809523809523
Gap,10,21,False,False,False,Large Forb/Herb,6,0.0
Gap,10,21,False,False,False,Large Tufted grass/sedge,0,0.2857142857142857
Gap,10,21,False,False,False,Large Tufted grass/sedge,3,0.047619047619047616
Gap,10,21,False,False,False,Large Tufted grass/sedge,6,0.0
Gap,10,21,False,False,False,Medium Forb/Herb,0,0.0
Gap,10,21,False,False,False,Medium Forb/Herb,3,0.047619047619047616
Gap,10,21,False,False,False,Medium Forb/Herb,6,0.2857142857142857
Gap,10,21,False,False,False,Medium Tufted grass/sedge,0,0.0
Gap,10,21,False,False,False,Medium Tufted grass/sedge,3,0.0
Gap,10,21,False,False,False,Medium Tufted grass/sedge,6,0.047619047619047616
Gap,10,21,False,False,False,Prostrate or Mat-forming Forb/Herb,0,0.047619047619047616
Gap,10,21,False,False,False,Prostrate or Mat-forming Forb/Herb,3,0.047619047619047616
Gap,10,21,False,False,False,Prostrate or Mat-forming Forb/Herb,6,0.0
Gap,10,21,False,False,False,Small Tufted grass/sedge,0,0.047619047619047616
Gap,10,21,False,False,False,Small Tufted grass/sedge,3,0.047619047619047616
Gap,10,21,False,False,False,Small Tufted grass/sedge,6,0.0
Gap,10,21,False,False,True,Medium Forb/Herb,0,0.14285714285714285
Gap,10,21,False,False,True,Medium Forb/Herb,3,0.2857142857142857
Gap,10,21,False,False,True,Medium Forb/Herb,6,0.14285714285714285
Gap,10,21,False,False,True,Medium Non-tufted grass/sedge,0,0.14285714285714285
Gap,10,21,False,False,True,Medium Non-tufted grass/sedge,3,0.14285714285714285
Gap,10,21,False,False,True,Medium Non-tufted grass/sedge,6,0.0
Gap,10,21,False,False,True,Prostrate or Mat-forming Forb/Herb,0,0.0
Gap,10,21,False,False,True,Prostrate or Mat-forming Forb/Herb,3,0.14285714285714285
Gap,10,21,False,False,True,Prostrate or Mat-forming Forb/Herb,6,0.0
Gap,10,22,True,True,False,Large Forb/Herb,0,0.0
Gap,10,22,True,True,False,Large Forb/Herb,3,0.006060606060606061
Gap,10,22,True,True,False,Large Forb/Herb,6,0.0
Gap,10,22,True,True,False,Large Tufted grass/sedge,0,0.0
Gap,10,22,True,True,False,Large Tufted grass/sedge,3,0.006060606060606061
Gap,10,22,True,True,False,Large Tufted grass/sedge,6,0.0
Gap,10,22,True,True,False,Medium Forb/Herb,0,0.012121212121212121
Gap,10,22,True,True,False,Medium Forb/Herb,3,0.12121212121212122
Gap,10,22,True,True,False,Medium Forb/Herb,6,0.18181818181818182
Gap,10,22,True,True,False,Medium Tufted grass/sedge,0,0.0
Gap,10,22,True,True,False,Medium Tufted grass/sedge,3,0.0
Gap,10,22,True,True,False,Medium Tufted grass/sedge,6,0.30303030303030304
Gap,10,22,True,True,False,Small Non-tufted grass/sedge,0,0.0
Gap,10,22,True,True,False,Small Non-tufted grass/sedge,3,0.006060606060606061
Gap,10,22,True,True,False,Small Non-tufted grass/sedge,6,0.0
Gap,10,22,True,True,False,Small Tufted grass/sedge,0,0.18181818181818182
Gap,10,22,True,True,False,Small Tufted grass/sedge,3,0.18181818181818182
Gap,10,22,True,True,False,Small Tufted grass/sedge,6,0.0
Gap,10,22,True,True,True,Medium Forb/Herb,0,0.0
Gap,10,22,True,True,True,Medium Forb/Herb,3,0.01639344262295082
Gap,10,22,True,True,True,Medium Forb/Herb,6,0.01639344262295082
Gap,10,22,True,True,True,Medium Non-tufted grass/sedge,0,0.09836065573770492
Gap,10,22,True,True,True,Medium Non-tufted grass/sedge,3,0.0
Gap,10,22,True,True,True,Medium Non-tufted grass/sedge,6,0.09836065573770492
Gap,10,22,True,True,True,Prostrate or Mat-forming Forb/Herb,0,0.01639344262295082
Gap,10,22,True,True,True,Prostrate or Mat-forming Forb/Herb,3,0.4918032786885246
Gap,10,22,True,True,True,Prostrate or Mat-forming Forb/Herb,6,0.0
Gap,10,22,True,True,True,Shrub,0,0.0
Gap,10,22,True,True,True,Shrub,3,0.01639344262295082
Gap,10,22,True,True,True,Shrub,6,0.0
Gap,10,22,True,True,True,Small Tufted grass/sedge,0,0.0
Gap,10,22,True,True,True,Small Tufted grass/sedge,3,0.0
Gap,10,22,True,True,True,Small Tufted grass/sedge,6,0.2459016393442623
Gap,10,23,False,False,False,Large Forb/Herb,0,0.07692307692307693
Gap,10,23,False,False,False,Large Forb/Herb,3,0.0
Gap,10,23,False,False,False,Large Forb/Herb,6,0.0
Gap,10,23,False,False,False,Medium Forb/Herb,0,0.0
Gap,10,23,False,False,False,Medium Forb/Herb,3,0.07692307692307693
Gap,10,23,False,False,False,Medium Forb/Herb,6,0.15384615384615385
Gap,10,23,False,False,False,Prostrate or Mat-forming Forb/Herb,0,0.07692307692307693
Gap,10,23,False,False,False,Prostrate or Mat-forming Forb/Herb,3,0.0
Gap,10,23,False,False,False,Prostrate or Mat-forming Forb/Herb,6,0.07692307692307693
Gap,10,23,False,False,False,Small Tufted grass/sedge,0,0.07692307692307693
Gap,10,23,False,False,False,Small Tufted grass/sedge,3,0.46153846153846156
Gap,10,23,False,False,False,Small Tufted grass/sedge,6,0.0
Gap,10,23,False,False,True,Medium Non-tufted grass/sedge,0,0.2
Gap,10,23,False,False,True,Medium Non-tufted grass/sedge,3,0.2
Gap,10,23,False,False,True,Medium Non-tufted grass/sedge,6,0.0
Gap,10,23,False,False,True,Prostrate or Mat-forming Forb/Herb,0,0.2
Gap,10,23,False,False,True,Prostrate or Mat-forming Forb/Herb,3,0.2
Gap,10,23,False,False,True,Prostrate or Mat-forming Forb/Herb,6,0.0
Gap,10,23,False,False,True,Small Tufted grass/sedge,0,0.0
Gap,10,23,False,False,True,Small Tufted grass/sedge,3,0.0
Gap,10,23,False,False,True,Small Tufted grass/sedge,6,0.2
Gap,10,24,True,True,False,Large Forb/Herb,0,0.00819672131147541
Gap,10,24,True,True,False,Large Forb/Herb,3,0.04918032786885246
Gap,10,24,True,True,False,Large Forb/Herb,6,0.0
Gap,10,24,True,True,False,Large Tufted grass/sedge,0,0.00819672131147541
Gap,10,24,True,True,False,Large Tufted grass/sedge,3,0.04918032786885246
Gap,10,24,True,True,False,Large Tufted grass/sedge,6,0.0
Gap,10,24,True,True,False,Medium Forb/Herb,0,0.02459016393442623
Gap,10,24,True,True,False,Medium Forb/Herb,3,0.06557377049180328
Gap,10,24,True,True,False,Medium Forb/Herb,6,0.2459016393442623
Gap,10,24,True,True,False,Medium Tufted grass/sedge,0,0.0
Gap,10,24,True,True,False,Medium Tufted grass/sedge,3,0.0
Gap,10,24,True,True,False,Medium Tufted grass/sedge,6,0.2459016393442623
Gap,10,24,True,True,False,Prostrate or Mat-forming Forb/Herb,0,0.00819672131147541
Gap,10,24,True,True,False,Prostrate or Mat-forming Forb/Herb,3,0.0
Gap,10,24,True,True,False,Prostrate or Mat-forming Forb/Herb,6,0.0
Gap,10,24,True,True,False,Small Tufted grass/sedge,0,0.2459016393442623
Gap,10,24,True,True,False,Small Tufted grass/sedge,3,0.04918032786885246
Gap,10,24,True,True,False,Small Tufted grass/sedge,6,0.0
Gap,10,24,True,True,True,Large Forb/Herb,0,0.1111111111111111
Gap,10,24,True,True,True,Large Forb/Herb,3,0.1111111111111111
Gap,10,24,True,True,True,Large Forb/Herb,6,0.5185185185185185
Gap,10,24,True,True,True,Large Shrub to Medium Tree,0,0.007407407407407408
Gap,10,24,True,True,True,Large Shrub to Medium Tree,3,0.007407407407407408
Gap,10,24,True,True,True,Large Shrub to Medium Tree,6,0.044444444444444446
Gap,10,24,True,True,True,Medium Forb/Herb,0,0.0
Gap,10,24,True,True,True,Medium Forb/Herb,3,0.014814814814814815
Gap,10,24,True,True,True,Medium Forb/Herb,6,0.007407407407407408
Gap,10,24,True,True,True,Medium Non-tufted grass/sedge,0,0.1111111111111111
Gap,10,24,True,True,True,Medium Non-tufted grass/sedge,3,0.044444444444444446
