Treatment,Plot Number,Quadrat Number,Fenced,Gap,Life Form,Year,0
Gap,12,3,False,True,Medium Non-tufted grass/sedge,6,0.015037593984962405
Gap,12,3,False,True,Medium Tufted grass/sedge,0,0.0
Gap,12,3,False,True,Medium Tufted grass/sedge,3,0.0
Gap,12,3,False,True,Medium Tufted grass/sedge,6,0.007518796992481203
Gap,12,3,False,True,Prostrate or Mat-forming Forb/Herb,0,0.03759398496240601
Gap,12,3,False,True,Prostrate or Mat-forming Forb/Herb,3,0.09022556390977443
Gap,12,3,False,True,Prostrate or Mat-forming Forb/Herb,6,0.007518796992481203
Gap,12,3,False,True,Small Non-tufted grass/sedge,0,0.0
Gap,12,3,False,True,Small Non-tufted grass/sedge,3,0.07518796992481203
Gap,12,3,False,True,Small Non-tufted grass/sedge,6,0.0
Gap,12,3,False,True,Small Tufted grass/sedge,0,0.007518796992481203
Gap,12,3,False,True,Small Tufted grass/sedge,3,0.015037593984962405
Gap,12,3,False,True,Small Tufted grass/sedge,6,0.015037593984962405
Gap,12,3,False,True,Tiny Tufted grass/sedge,0,0.0
Gap,12,3,False,True,Tiny Tufted grass/sedge,3,0.015037593984962405
Gap,12,3,False,True,Tiny Tufted grass/sedge,6,0.0
Gap,12,4,True,True,Climber,0,0.0
Gap,12,4,True,True,Climber,3,0.009216589861751152
Gap,12,4,True,True,Climber,6,0.0
Gap,12,4,True,True,Large Forb/Herb,0,0.10599078341013825
Gap,12,4,True,True,Large Forb/Herb,3,0.11059907834101383
Gap,12,4,True,True,Large Forb/Herb,6,0.1935483870967742
Gap,12,4,True,True,Large Tufted grass/sedge,0,0.004608294930875576
Gap,12,4,True,True,Large Tufted grass/sedge,3,0.009216589861751152
Gap,12,4,True,True,Large Tufted grass/sedge,6,0.0
Gap,12,4,True,True,Medium Forb/Herb,0,0.03686635944700461
Gap,12,4,True,True,Medium Forb/Herb,3,0.02304147465437788
Gap,12,4,True,True,Medium Forb/Herb,6,0.013824884792626729
Gap,12,4,True,True,Medium Non-tufted grass/sedge,0,0.18433179723502305
Gap,12,4,True,True,Medium Non-tufted grass/sedge,3,0.009216589861751152
Gap,12,4,True,True,Medium Non-tufted grass/sedge,6,0.009216589861751152
Gap,12,4,True,True,Medium Tufted grass/sedge,0,0.0
Gap,12,4,True,True,Medium Tufted grass/sedge,3,0.009216589861751152
Gap,12,4,True,True,Medium Tufted grass/sedge,6,0.059907834101382486
Gap,12,4,True,True,Prostrate or Mat-forming Forb/Herb,0,0.009216589861751152
Gap,12,4,True,True,Prostrate or Mat-forming Forb/Herb,3,0.013824884792626729
Gap,12,4,True,True,Prostrate or Mat-forming Forb/Herb,6,0.0
Gap,12,4,True,True,Small Tufted grass/sedge,0,0.1889400921658986
Gap,12,4,True,True,Small Tufted grass/sedge,3,0.004608294930875576
Gap,12,4,True,True,Small Tufted grass/sedge,6,0.004608294930875576
Gap,12,5,False,False,Large Forb/Herb,0,0.03125
Gap,12,5,False,False,Large Forb/Herb,3,0.109375
Gap,12,5,False,False,Large Forb/Herb,6,0.015625
Gap,12,5,False,False,Large Shrub to Medium Tree,0,0.0
Gap,12,5,False,False,Large Shrub to Medium Tree,3,0.0
Gap,12,5,False,False,Large Shrub to Medium Tree,6,0.015625
Gap,12,5,False,False,Large Tufted grass/sedge,0,0.15625
Gap,12,5,False,False,Large Tufted grass/sedge,3,0.0
Gap,12,5,False,False,Large Tufted grass/sedge,6,0.0
Gap,12,5,False,False,Medium Forb/Herb,0,0.0625
Gap,12,5,False,False,Medium Forb/Herb,3,0.15625
Gap,12,5,False,False,Medium Forb/Herb,6,0.078125
Gap,12,5,False,False,Medium Non-tufted grass/sedge,0,0.15625
Gap,12,5,False,False,Medium Non-tufted grass/sedge,3,0.03125
Gap,12,5,False,False,Medium Non-tufted grass/sedge,6,0.0
Gap,12,5,False,False,Medium Tufted grass/sedge,0,0.0
Gap,12,5,False,False,Medium Tufted grass/sedge,3,0.015625
Gap,12,5,False,False,Medium Tufted grass/sedge,6,0.046875
Gap,12,5,False,False,Prostrate or Mat-forming Forb/Herb,0,0.0
Gap,12,5,False,False,Prostrate or Mat-forming Forb/Herb,3,0.03125
Gap,12,5,False,False,Prostrate or Mat-forming Forb/Herb,6,0.015625
Gap,12,5,False,False,Small Tufted grass/sedge,0,0.03125
Gap,12,5,False,False,Small Tufted grass/sedge,3,0.015625
Gap,12,5,False,False,Small Tufted grass/sedge,6,0.03125
Gap,12,6,True,True,Large Forb/Herb,0,0.38388625592417064
Gap,12,6,True,True,Large Forb/Herb,3,0.037914691943127965
Gap,12,6,True,True,Large Forb/Herb,6,0.10900473933649289
Gap,12,6,True,True,Medium Forb/Herb,0,0.014218009478672985
Gap,12,6,True,True,Medium Forb/Herb,3,0.04739336492890995
Gap,12,6,True,True,Medium Forb/Herb,6,0.023696682464454975
Gap,12,6,True,True,Medium Non-tufted grass/sedge,0,0.004739336492890996
Gap,12,6,True,True,Medium Non-tufted grass/sedge,3,0.1895734597156398
Gap,12,6,True,True,Medium Non-tufted grass/sedge,6,0.009478672985781991
Gap,12,6,True,True,Medium Tufted grass/sedge,0,0.0
Gap,12,6,True,True,Medium Tufted grass/sedge,3,0.009478672985781991
Gap,12,6,True,True,Medium Tufted grass/sedge,6,0.05687203791469194
Gap,12,6,True,True,Prostrate or Mat-forming Forb/Herb,0,0.018957345971563982
Gap,12,6,True,True,Prostrate or Mat-forming Forb/Herb,3,0.023696682464454975
Gap,12,6,True,True,Prostrate or Mat-forming Forb/Herb,6,0.014218009478672985
Gap,12,6,True,True,Small Non-tufted grass/sedge,0,0.0
Gap,12,6,True,True,Small Non-tufted grass/sedge,3,0.009478672985781991
Gap,12,6,True,True,Small Non-tufted grass/sedge,6,0.0
Gap,12,6,True,True,Small Tufted grass/sedge,0,0.014218009478672985
Gap,12,6,True,True,Small Tufted grass/sedge,3,0.018957345971563982
Gap,12,6,True,True,Small Tufted grass/sedge,6,0.014218009478672985
Gap,12,7,False,True,Climber,0,0.0
Gap,12,7,False,True,Climber,3,0.0
Gap,12,7,False,True,Climber,6,0.005128205128205128
Gap,12,7,False,True,Large Forb/Herb,0,0.005128205128205128
Gap,12,7,False,True,Large Forb/Herb,3,0.020512820512820513
Gap,12,7,False,True,Large Forb/Herb,6,0.005128205128205128
Gap,12,7,False,True,Medium Forb/Herb,0,0.03076923076923077
Gap,12,7,False,True,Medium Forb/Herb,3,0.06153846153846154
Gap,12,7,False,True,Medium Forb/Herb,6,0.07179487179487179
Gap,12,7,False,True,Medium Non-tufted grass/sedge,0,0.20512820512820512
Gap,12,7,False,True,Medium Non-tufted grass/sedge,3,0.010256410256410256
Gap,12,7,False,True,Medium Non-tufted grass/sedge,6,0.010256410256410256
Gap,12,7,False,True,Medium Tufted grass/sedge,0,0.0
Gap,12,7,False,True,Medium Tufted grass/sedge,3,0.010256410256410256
Gap,12,7,False,True,Medium Tufted grass/sedge,6,0.0
Gap,12,7,False,True,Prostrate or Mat-forming Forb/Herb,0,0.020512820512820513
Gap,12,7,False,True,Prostrate or Mat-forming Forb/Herb,3,0.010256410256410256
Gap,12,7,False,True,Prostrate or Mat-forming Forb/Herb,6,0.010256410256410256
Gap,12,7,False,True,Small Tufted grass/sedge,0,0.20512820512820512
Gap,12,7,False,True,Small Tufted grass/sedge,3,0.005128205128205128
Gap,12,7,False,True,Small Tufted grass/sedge,6,0.3128205128205128
Gap,12,8,True,False,Large Forb/Herb,0,0.01764705882352941
Gap,12,8,True,False,Large Forb/Herb,3,0.01764705882352941
Gap,12,8,True,False,Large Forb/Herb,6,0.0
Gap,12,8,True,False,Large Tufted grass/sedge,0,0.0058823529411764705
Gap,12,8,True,False,Large Tufted grass/sedge,3,0.0058823529411764705
Gap,12,8,True,False,Large Tufted grass/sedge,6,0.0
Gap,12,8,True,False,Medium Forb/Herb,0,0.03529411764705882
Gap,12,8,True,False,Medium Forb/Herb,3,0.047058823529411764
Gap,12,8,True,False,Medium Forb/Herb,6,0.01764705882352941
Gap,12,8,True,False,Medium Non-tufted grass/sedge,0,0.47058823529411764
Gap,12,8,True,False,Medium Non-tufted grass/sedge,3,0.058823529411764705
Gap,12,8,True,False,Medium Non-tufted grass/sedge,6,0.058823529411764705
Gap,12,8,True,False,Medium Tufted grass/sedge,0,0.0
Gap,12,8,True,False,Medium Tufted grass/sedge,3,0.0
Gap,12,8,True,False,Medium Tufted grass/sedge,6,0.01764705882352941
Gap,12,8,True,False,Prostrate or Mat-forming Forb/Herb,0,0.07058823529411765
Gap,12,8,True,False,Prostrate or Mat-forming Forb/Herb,3,0.11764705882352941
Gap,12,8,True,False,Prostrate or Mat-forming Forb/Herb,6,0.0058823529411764705
Gap,12,8,True,False,Small Tufted grass/sedge,0,0.0058823529411764705
Gap,12,8,True,False,Small Tufted grass/sedge,3,0.023529411764705882
Gap,12,8,True,False,Small Tufted grass/sedge,6,0.023529411764705882
Gap,12,9,False,True,Large Forb/Herb,0,0.023809523809523808
Gap,12,9,False,True,Large Forb/Herb,3,0.05952380952380952
Gap,12,9,False,True,Large Forb/Herb,6,0.011904761904761904
Gap,12,9,False,True,Large Tufted grass/sedge,0,0.023809523809523808
Gap,12,9,False,True,Large Tufted grass/sedge,3,0.023809523809523808
Gap,12,9,False,True,Large Tufted grass/sedge,6,0.0
Gap,12,9,False,True,Medium Forb/Herb,0,0.023809523809523808
Gap,12,9,False,True,Medium Forb/Herb,3,0.15476190476190477
Gap,12,9,False,True,Medium Forb/Herb,6,0.08333333333333333
Gap,12,9,False,True,Medium Non-tufted grass/sedge,0,0.023809523809523808
Gap,12,9,False,True,Medium Non-tufted grass/sedge,3,0.11904761904761904
Gap,12,9,False,True,Medium Non-tufted grass/sedge,6,0.011904761904761904
Gap,12,9,False,True,Medium Tufted grass/sedge,0,0.0
Gap,12,9,False,True,Medium Tufted grass/sedge,3,0.011904761904761904
Gap,12,9,False,True,Medium Tufted grass/sedge,6,0.023809523809523808
Gap,12,9,False,True,Prostrate or Mat-forming Forb/Herb,0,0.23809523809523808
Gap,12,9,False,True,Prostrate or Mat-forming Forb/Herb,3,0.023809523809523808
Gap,12,9,False,True,Prostrate or Mat-forming Forb/Herb,6,0.03571428571428571
Gap,12,9,False,True,Small Forb/Herb,0,0.0
Gap,12,9,False,True,Small Forb/Herb,3,0.011904761904761904
Gap,12,9,False,True,Small Forb/Herb,6,0.0
Gap,12,9,False,True,Small Tufted grass/sedge,0,0.03571428571428571
Gap,12,9,False,True,Small Tufted grass/sedge,3,0.03571428571428571
Gap,12,9,False,True,Small Tufted grass/sedge,6,0.023809523809523808
Gap,12,10,True,True,Large Forb/Herb,0,0.06349206349206349
Gap,12,10,True,True,Large Forb/Herb,3,0.09523809523809523
Gap,12,10,True,True,Large Forb/Herb,6,0.047619047619047616
Gap,12,10,True,True,Medium Forb/Herb,0,0.047619047619047616
Gap,12,10,True,True,Medium Forb/Herb,3,0.1111111111111111
Gap,12,10,True,True,Medium Forb/Herb,6,0.09523809523809523
Gap,12,10,True,True,Medium Non-tufted grass/sedge,0,0.015873015873015872
Gap,12,10,True,True,Medium Non-tufted grass/sedge,3,0.0
Gap,12,10,True,True,Medium Non-tufted grass/sedge,6,0.031746031746031744
Gap,12,10,True,True,Medium Tufted grass/sedge,0,0.0
Gap,12,10,True,True,Medium Tufted grass/sedge,3,0.15873015873015872
Gap,12,10,True,True,Medium Tufted grass/sedge,6,0.06349206349206349
Gap,12,10,True,True,Prostrate or Mat-forming Forb/Herb,0,0.031746031746031744
Gap,12,10,True,True,Prostrate or Mat-forming Forb/Herb,3,0.015873015873015872
Gap,12,10,True,True,Prostrate or Mat-forming Forb/Herb,6,0.031746031746031744
Gap,12,10,True,True,Small Tufted grass/sedge,0,0.047619047619047616
Gap,12,10,True,True,Small Tufted grass/sedge,3,0.06349206349206349
Gap,12,10,True,True,Small Tufted grass/sedge,6,0.07936507936507936
Gap,12,11,False,True,Large Forb/Herb,0,0.038461538461538464
Gap,12,11,False,True,Large Forb/Herb,3,0.11538461538461539
Gap,12,11,False,True,Large Forb/Herb,6,0.0
Gap,12,11,False,True,Medium Forb/Herb,0,0.15384615384615385
Gap,12,11,False,True,Medium Forb/Herb,3,0.15384615384615385
Gap,12,11,False,True,Medium Forb/Herb,6,0.038461538461538464
Gap,12,11,False,True,Medium Non-tufted grass/sedge,0,0.038461538461538464
Gap,12,11,False,True,Medium Non-tufted grass/sedge,3,0.07692307692307693
Gap,12,11,False,True,Medium Non-tufted grass/sedge,6,0.038461538461538464
Gap,12,11,False,True,Medium Tufted grass/sedge,0,0.0
Gap,12,11,False,True,Medium Tufted grass/sedge,3,0.038461538461538464
Gap,12,11,False,True,Medium Tufted grass/sedge,6,0.0
Gap,12,11,False,True,Prostrate or Mat-forming Forb/Herb,0,0.038461538461538464
Gap,12,11,False,True,Prostrate or Mat-forming Forb/Herb,3,0.038461538461538464
Gap,12,11,False,True,Prostrate or Mat-forming Forb/Herb,6,0.07692307692307693
Gap,12,11,False,True,Small Non-tufted grass/sedge,0,0.0
Gap,12,11,False,True,Small Non-tufted grass/sedge,3,0.07692307692307693
Gap,12,11,False,True,Small Non-tufted grass/sedge,6,0.0
Gap,12,11,False,True,Small Tufted grass/sedge,0,0.0
Gap,12,11,False,True,Small Tufted grass/sedge,3,0.038461538461538464
Gap,12,11,False,True,Small Tufted grass/sedge,6,0.038461538461538464
Gap,12,12,True,True,Climber,0,0.0
Gap,12,12,True,True,Climber,3,0.007575757575757576
Gap,12,12,True,True,Climber,6,0.0
Gap,12,12,True,True,Large Forb/Herb,0,0.030303030303030304
Gap,12,12,True,True,Large Forb/Herb,3,0.10606060606060606
Gap,12,12,True,True,Large Forb/Herb,6,0.022727272727272728
Gap,12,12,True,True,Large Tufted grass/sedge,0,0.0
Gap,12,12,True,True,Large Tufted grass/sedge,3,0.007575757575757576
Gap,12,12,True,True,Large Tufted grass/sedge,6,0.0
Gap,12,12,True,True,Medium Forb/Herb,0,0.045454545454545456
Gap,12,12,True,True,Medium Forb/Herb,3,0.03787878787878788
Gap,12,12,True,True,Medium Forb/Herb,6,0.015151515151515152
Gap,12,12,True,True,Medium Non-tufted grass/sedge,0,0.07575757575757576
Gap,12,12,True,True,Medium Non-tufted grass/sedge,3,0.15151515151515152
Gap,12,12,True,True,Medium Non-tufted grass/sedge,6,0.07575757575757576
Gap,12,12,True,True,Medium Tufted grass/sedge,0,0.0
Gap,12,12,True,True,Medium Tufted grass/sedge,3,0.0
Gap,12,12,True,True,Medium Tufted grass/sedge,6,0.3181818181818182
Gap,12,12,True,True,Prostrate or Mat-forming Forb/Herb,0,0.030303030303030304
Gap,12,12,True,True,Prostrate or Mat-forming Forb/Herb,3,0.03787878787878788
Gap,12,12,True,True,Prostrate or Mat-forming Forb/Herb,6,0.015151515151515152
Gap,12,12,True,True,Small Tufted grass/sedge,0,0.007575757575757576
Gap,12,12,True,True,Small Tufted grass/sedge,3,0.015151515151515152
Gap,12,12,True,True,Small Tufted grass/sedge,6,0.0
Gap,12,13,False,False,Large Forb/Herb,0,0.0392156862745098
Gap,12,13,False,False,Large Forb/Herb,3,0.0784313725490196
Gap,12,13,False,False,Large Forb/Herb,6,0.0196078431372549
Gap,12,13,False,False,Large Tufted grass/sedge,0,0.0196078431372549
Gap,12,13,False,False,Large Tufted grass/sedge,3,0.0196078431372549
Gap,12,13,False,False,Large Tufted grass/sedge,6,0.0
Gap,12,13,False,False,Medium Forb/Herb,0,0.13725490196078433
Gap,12,13,False,False,Medium Forb/Herb,3,0.1568627450980392
Gap,12,13,False,False,Medium Forb/Herb,6,0.0784313725490196
Gap,12,13,False,False,Medium Non-tufted grass/sedge,0,0.19607843137254902
Gap,12,13,False,False,Medium Non-tufted grass/sedge,3,0.0392156862745098
Gap,12,13,False,False,Medium Non-tufted grass/sedge,6,0.0392156862745098
Gap,12,13,False,False,Medium Tufted grass/sedge,0,0.0
Gap,12,13,False,False,Medium Tufted grass/sedge,3,0.0196078431372549
Gap,12,13,False,False,Medium Tufted grass/sedge,6,0.0
Gap,12,13,False,False,Prostrate or Mat-forming Forb/Herb,0,0.058823529411764705
Gap,12,13,False,False,Prostrate or Mat-forming Forb/Herb,3,0.0392156862745098
Gap,12,13,False,False,Prostrate or Mat-forming Forb/Herb,6,0.0196078431372549
Gap,12,13,False,False,Small Tufted grass/sedge,0,0.0196078431372549
Gap,12,13,False,False,Small Tufted grass/sedge,3,0.0
Gap,12,13,False,False,Small Tufted grass/sedge,6,0.0196078431372549
Gap,12,14,True,True,Large Forb/Herb,0,0.006097560975609756
Gap,12,14,True,True,Large Forb/Herb,3,0.03048780487804878
Gap,12,14,True,True,Large Forb/Herb,6,0.0
Gap,12,14,True,True,Medium Forb/Herb,0,0.012195121951219513
Gap,12,14,True,True,Medium Forb/Herb,3,0.03048780487804878
Gap,12,14,True,True,Medium Forb/Herb,6,0.012195121951219513
Gap,12,14,True,True,Medium Non-tufted grass/sedge,0,0.06097560975609756
Gap,12,14,True,True,Medium Non-tufted grass/sedge,3,0.4878048780487805
Gap,12,14,True,True,Medium Non-tufted grass/sedge,6,0.06097560975609756
Gap,12,14,True,True,Medium Tufted grass/sedge,0,0.0
Gap,12,14,True,True,Medium Tufted grass/sedge,3,0.12195121951219512
Gap,12,14,True,True,Medium Tufted grass/sedge,6,0.012195121951219513
Gap,12,14,True,True,Prostrate or Mat-forming Forb/Herb,0,0.024390243902439025
Gap,12,14,True,True,Prostrate or Mat-forming Forb/Herb,3,0.012195121951219513
Gap,12,14,True,True,Prostrate or Mat-forming Forb/Herb,6,0.006097560975609756
Gap,12,14,True,True,Small Tufted grass/sedge,0,0.12195121951219512
Gap,12,14,True,True,Small Tufted grass/sedge,3,0.0
Gap,12,14,True,True,Small Tufted grass/sedge,6,0.0
Gap,12,15,False,False,Large Forb/Herb,0,0.02631578947368421
Gap,12,15,False,False,Large Forb/Herb,3,0.06578947368421052
Gap,12,15,False,False,Large Forb/Herb,6,0.013157894736842105
Gap,12,15,False,False,Large Shrub to Medium Tree,0,0.013157894736842105
Gap,12,15,False,False,Large Shrub to Medium Tree,3,0.0
Gap,12,15,False,False,Large Shrub to Medium Tree,6,0.0
Gap,12,15,False,False,Large Tufted grass/sedge,0,0.013157894736842105
Gap,12,15,False,False,Large Tufted grass/sedge,3,0.02631578947368421
Gap,12,15,False,False,Large Tufted grass/sedge,6,0.0
Gap,12,15,False,False,Medium Forb/Herb,0,0.06578947368421052
Gap,12,15,False,False,Medium Forb/Herb,3,0.11842105263157894
Gap,12,15,False,False,Medium Forb/Herb,6,0.05263157894736842
Gap,12,15,False,False,Medium Non-tufted grass/sedge,0,0.2631578947368421
Gap,12,15,False,False,Medium Non-tufted grass/sedge,3,0.02631578947368421
Gap,12,15,False,False,Medium Non-tufted grass/sedge,6,0.02631578947368421
Gap,12,15,False,False,Medium Tufted grass/sedge,0,0.0
Gap,12,15,False,False,Medium Tufted grass/sedge,3,0.0
Gap,12,15,False,False,Medium Tufted grass/sedge,6,0.013157894736842105
Gap,12,15,False,False,Prostrate or Mat-forming Forb/Herb,0,0.02631578947368421
Gap,12,15,False,False,Prostrate or Mat-forming Forb/Herb,3,0.02631578947368421
Gap,12,15,False,False,Prostrate or Mat-forming Forb/Herb,6,0.013157894736842105
Gap,12,15,False,False,Small Tufted grass/sedge,0,0.02631578947368421
Gap,12,15,False,False,Small Tufted grass/sedge,3,0.039473684210526314
Gap,12,15,False,False,Small Tufted grass/sedge,6,0.14473684210526316
Gap,12,16,True,True,Large Forb/Herb,0,0.034482758620689655
Gap,12,16,True,True,Large Forb/Herb,3,0.1206896551724138
Gap,12,16,True,True,Large Forb/Herb,6,0.08620689655172414
Gap,12,16,True,True,Medium Forb/Herb,0,0.12931034482758622
Gap,12,16,True,True,Medium Forb/Herb,3,0.07758620689655173
Gap,12,16,True,True,Medium Forb/Herb,6,0.1810344827586207
Gap,12,16,True,True,Medium Non-tufted grass/sedge,0,0.0
Gap,12,16,True,True,Medium Non-tufted grass/sedge,3,0.017241379310344827
Gap,12,16,True,True,Medium Non-tufted grass/sedge,6,0.0
Gap,12,16,True,True,Medium Tufted grass/sedge,0,0.017241379310344827
Gap,12,16,True,True,Medium Tufted grass/sedge,3,0.0
Gap,12,16,True,True,Medium Tufted grass/sedge,6,0.017241379310344827
Gap,12,16,True,True,Prostrate or Mat-forming Forb/Herb,0,0.034482758620689655
Gap,12,16,True,True,Prostrate or Mat-forming Forb/Herb,3,0.08620689655172414
Gap,12,16,True,True,Prostrate or Mat-forming Forb/Herb,6,0.0
Gap,12,16,True,True,Small Tufted grass/sedge,0,0.1724137931034483
Gap,12,16,True,True,Small Tufted grass/sedge,3,0.02586206896551724
Gap,12,16,True,True,Small Tufted grass/sedge,6,0.0
Gap,12,17,False,True,Climber,0,0.0
Gap,12,17,False,True,Climber,3,0.002631578947368421
Gap,12,17,False,True,Climber,6,0.0
Gap,12,17,False,True,Large Forb/Herb,0,0.013157894736842105
Gap,12,17,False,True,Large Forb/Herb,3,0.05526315789473684
Gap,12,17,False,True,Large Forb/Herb,6,0.007894736842105263
Gap,12,17,False,True,Large Shrub to Medium Tree,0,0.002631578947368421
Gap,12,17,False,True,Large Shrub to Medium Tree,3,0.0
Gap,12,17,False,True,Large Shrub to Medium Tree,6,0.0
Gap,12,17,False,True,Large Tufted grass/sedge,0,0.002631578947368421
Gap,12,17,False,True,Large Tufted grass/sedge,3,0.005263157894736842
Gap,12,17,False,True,Large Tufted grass/sedge,6,0.0
Gap,12,17,False,True,Medium Forb/Herb,0,0.010526315789473684
Gap,12,17,False,True,Medium Forb/Herb,3,0.021052631578947368
Gap,12,17,False,True,Medium Forb/Herb,6,0.02894736842105263
Gap,12,17,False,True,Medium Non-tufted grass/sedge,0,0.005263157894736842
Gap,12,17,False,True,Medium Non-tufted grass/sedge,3,0.15789473684210525
Gap,12,17,False,True,Medium Non-tufted grass/sedge,6,0.631578947368421
Gap,12,17,False,True,Prostrate or Mat-forming Forb/Herb,0,0.031578947368421054
Gap,12,17,False,True,Prostrate or Mat-forming Forb/Herb,3,0.005263157894736842
Gap,12,17,False,True,Prostrate or Mat-forming Forb/Herb,6,0.007894736842105263
Gap,12,17,False,True,Small Tufted grass/sedge,0,0.005263157894736842
Gap,12,17,False,True,Small Tufted grass/sedge,3,0.0
Gap,12,17,False,True,Small Tufted grass/sedge,6,0.0
Gap,12,17,False,True,Tufted Ground Fern,0,0.0
Gap,12,17,False,True,Tufted Ground Fern,3,0.0
Gap,12,17,False,True,Tufted Ground Fern,6,0.005263157894736842
Gap,12,18,True,True,Large Forb/Herb,0,0.019801980198019802
Gap,12,18,True,True,Large Forb/Herb,3,0.11386138613861387
Gap,12,18,True,True,Large Forb/Herb,6,0.49504950495049505
Gap,12,18,True,True,Large Shrub to Medium Tree,0,0.0049504950495049506
Gap,12,18,True,True,Large Shrub to Medium Tree,3,0.0
Gap,12,18,True,True,Large Shrub to Medium Tree,6,0.0
Gap,12,18,True,True,Medium Forb/Herb,0,0.019801980198019802
Gap,12,18,True,True,Medium Forb/Herb,3,0.0594059405940594
Gap,12,18,True,True,Medium Forb/Herb,6,0.019801980198019802
Gap,12,18,True,True,Medium Non-tufted grass/sedge,0,0.009900990099009901
Gap,12,18,True,True,Medium Non-tufted grass/sedge,3,0.04950495049504951
Gap,12,18,True,True,Medium Non-tufted grass/sedge,6,0.0049504950495049506
Gap,12,18,True,True,Medium Tufted grass/sedge,0,0.0049504950495049506
Gap,12,18,True,True,Medium Tufted grass/sedge,3,0.09900990099009901
Gap,12,18,True,True,Medium Tufted grass/sedge,6,0.0594059405940594
Gap,12,18,True,True,Prostrate or Mat-forming Forb/Herb,0,0.009900990099009901
Gap,12,18,True,True,Prostrate or Mat-forming Forb/Herb,3,0.0049504950495049506
Gap,12,18,True,True,Prostrate or Mat-forming Forb/Herb,6,0.0049504950495049506
Gap,12,18,True,True,Small Tufted grass/sedge,0,0.009900990099009901
Gap,12,18,True,True,Small Tufted grass/sedge,3,0.009900990099009901
Gap,12,18,True,True,Small Tufted grass/sedge,6,0.0
Gap,12,19,False,True,Climber,0,0.0
Gap,12,19,False,True,Climber,3,0.0
Gap,12,19,False,True,Climber,6,0.005154639175257732
Gap,12,19,False,True,Large Forb/Herb,0,0.061855670103092786
Gap,12,19,False,True,Large Forb/Herb,3,0.2268041237113402
Gap,12,19,False,True,Large Forb/Herb,6,0.31958762886597936
Gap,12,19,False,True,Large Tufted grass/sedge,0,0.0
Gap,12,19,False,True,Large Tufted grass/sedge,3,0.005154639175257732
Gap,12,19,False,True,Large Tufted grass/sedge,6,0.005154639175257732
Gap,12,19,False,True,Medium Forb/Herb,0,0.020618556701030927
Gap,12,19,False,True,Medium Forb/Herb,3,0.14432989690721648
Gap,12,19,False,True,Medium Forb/Herb,6,0.030927835051546393
Gap,12,19,False,True,Medium Non-tufted grass/sedge,0,0.010309278350515464
Gap,12,19,False,True,Medium Non-tufted grass/sedge,3,0.010309278350515464
Gap,12,19,False,True,Medium Non-tufted grass/sedge,6,0.005154639175257732
Gap,12,19,False,True,Medium Tufted grass/sedge,0,0.0
Gap,12,19,False,True,Medium Tufted grass/sedge,3,0.015463917525773196
Gap,12,19,False,True,Medium Tufted grass/sedge,6,0.005154639175257732
Gap,12,19,False,True,Prostrate or Mat-forming Forb/Herb,0,0.015463917525773196
Gap,12,19,False,True,Prostrate or Mat-forming Forb/Herb,3,0.061855670103092786
Gap,12,19,False,True,Prostrate or Mat-forming Forb/Herb,6,0.010309278350515464
Gap,12,19,False,True,Small Tufted grass/sedge,0,0.005154639175257732
Gap,12,19,False,True,Small Tufted grass/sedge,3,0.015463917525773196
Gap,12,19,False,True,Small Tufted grass/sedge,6,0.020618556701030927
Gap,12,19,False,True,Tiny Tufted grass/sedge,0,0.0
Gap,12,19,False,True,Tiny Tufted grass/sedge,3,0.005154639175257732
Gap,12,19,False,True,Tiny Tufted grass/sedge,6,0.0
Gap,12,20,True,True,Large Forb/Herb,0,0.0
Gap,12,20,True,True,Large Forb/Herb,3,0.14285714285714285
Gap,12,20,True,True,Large Forb/Herb,6,0.09523809523809523
Gap,12,20,True,True,Large Tufted grass/sedge,0,0.0
Gap,12,20,True,True,Large Tufted grass/sedge,3,0.0
Gap,12,20,True,True,Large Tufted grass/sedge,6,0.047619047619047616
Gap,12,20,True,True,Medium Forb/Herb,0,0.047619047619047616
Gap,12,20,True,True,Medium Forb/Herb,3,0.30952380952380953
Gap,12,20,True,True,Medium Forb/Herb,6,0.047619047619047616
Gap,12,20,True,True,Medium Non-tufted grass/sedge,0,0.047619047619047616
Gap,12,20,True,True,Medium Non-tufted grass/sedge,3,0.047619047619047616
Gap,12,20,True,True,Medium Non-tufted grass/sedge,6,0.023809523809523808
Gap,12,20,True,True,Medium Tufted grass/sedge,0,0.0
Gap,12,20,True,True,Medium Tufted grass/sedge,3,0.023809523809523808
Gap,12,20,True,True,Medium Tufted grass/sedge,6,0.0
Gap,12,20,True,True,Prostrate or Mat-forming Forb/Herb,0,0.047619047619047616
Gap,12,20,True,True,Prostrate or Mat-forming Forb/Herb,3,0.0
Gap,12,20,True,True,Prostrate or Mat-forming Forb/Herb,6,0.023809523809523808
Gap,12,20,True,True,Small Tufted grass/sedge,0,0.047619047619047616
Gap,12,20,True,True,Small Tufted grass/sedge,3,0.047619047619047616
Gap,12,20,True,True,Small Tufted grass/sedge,6,0.0
Gap,12,21,False,False,Climber,0,0.0
Gap,12,21,False,False,Climber,3,0.011627906976744186
Gap,12,21,False,False,Climber,6,0.0
Gap,12,21,False,False,Large Forb/Herb,0,0.03488372093023256
Gap,12,21,False,False,Large Forb/Herb,3,0.1744186046511628
Gap,12,21,False,False,Large Forb/Herb,6,0.2441860465116279
