,Year_monitoring,Date_monitoring,Plot_number,Plot_treatment,Quadrat_number,Quadrat_fenced,Quadrat_gap_or_no,Record_ID,T002_Flora_Species_name,Score,Key,Scientific Name,Common Name,Family Name,Division Name,Life Form
5004,6,2019-09-25,7,Radial,1,False,,13109,Rytidosperma geniculata,0.5,Rytidosperma nivicolum,Rytidosperma nivicolum,Snow Wallaby-grass,Poaceae,Monocotyledons,Small Tufted grass/sedge
5005,0,2012-10-31,7,Radial,1,False,Not in Gap,7797,Senecio spp,0.5,Senecio spp,,,,,
5006,0,2012-10-31,7,Radial,1,False,Not in Gap,7796,Poranthera microphylla,0.5,Poranthera microphylla s.l.,Poranthera microphylla s.l.,Small Poranthera,Euphorbiaceae,Dicotyledons,Medium Forb/Herb
5007,0,2012-10-31,7,Radial,1,False,Not in Gap,7795,Oxalis sp (weed),0.5,Oxalis bowiei,Oxalis bowiei,Bowie Wood-sorrel,Oxalidaceae,Dicotyledons,Medium Forb/Herb
5008,0,2012-10-31,7,Radial,1,False,Not in Gap,7794,Microlaena stipoides,1.0,Microlaena stipoides,,,,,
5009,0,2012-10-31,7,Radial,1,False,Not in Gap,7798,Sonchus spp,0.5,Sonchus spp,,,,,
5010,0,2012-10-31,7,Radial,1,False,Not in Gap,7799,Wahlenbergia spp,0.5,Wahlenbergia ceracea,Wahlenbergia ceracea,Waxy Bluebell,Campanulaceae,Dicotyledons,Large Forb/Herb
5011,0,2012-10-31,7,Radial,1,False,Not in Gap,7793,Lagenophora spp,0.5,Lagenophora montana,Lagenophora montana,Mountain Bottle-daisy,Asteraceae,Dicotyledons,Medium Forb/Herb
5012,0,2012-10-31,7,Radial,1,False,Not in Gap,7787,Aira spp.,0.5,Aira spp.,Aira spp.,Hair Grass,Poaceae,Monocotyledons,Small Non-tufted grass/sedge
5013,0,2012-10-31,7,Radial,1,False,Not in Gap,7792,Dichondra repens,2.0,Dichondra repens,Dichondra repens,Kidney-weed,Convolvulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb
5014,0,2012-10-31,7,Radial,1,False,Not in Gap,7788,Anagallis arvensis,0.5,Anagallis arvensis,Anagallis arvensis,Pimpernel,Primulaceae,Dicotyledons,Medium Forb/Herb
5015,0,2012-10-31,7,Radial,1,False,Not in Gap,7789,Arthropodium spp,1.0,Arthropodium minus,Arthropodium minus,Small Vanilla-lily,Anthericaceae,Monocotyledons,Large Forb/Herb
5016,0,2012-10-31,7,Radial,1,False,Not in Gap,7790,Rytidosperma spp.,3.0,Rytidosperma australe,Rytidosperma australe,Southern Sheep-grass,Poaceae,Monocotyledons,Tiny Non-tufted grass/sedge
5017,0,2012-10-31,7,Radial,1,False,Not in Gap,7791,Austrostipa spp,0.5,Austrostipa rudis,Austrostipa rudis,Veined Spear-grass,Poaceae,Monocotyledons,Large Tufted grass/sedge
5018,3,2015-09-30,7,Radial,1,False,Not in Gap,800,Senecio spp,0.5,Senecio spp,,,,,
5019,3,2015-09-30,7,Radial,1,False,Not in Gap,787,Arthropodium spp,1.0,Arthropodium minus,Arthropodium minus,Small Vanilla-lily,Anthericaceae,Monocotyledons,Large Forb/Herb
5020,3,2015-09-30,7,Radial,1,False,Not in Gap,801,Wahlenbergia spp,0.5,Wahlenbergia ceracea,Wahlenbergia ceracea,Waxy Bluebell,Campanulaceae,Dicotyledons,Large Forb/Herb
5021,3,2015-09-30,7,Radial,1,False,Not in Gap,799,Poranthera microphylla,0.5,Poranthera microphylla s.l.,Poranthera microphylla s.l.,Small Poranthera,Euphorbiaceae,Dicotyledons,Medium Forb/Herb
5022,3,2015-09-30,7,Radial,1,False,Not in Gap,794,Hypochaeris spp,0.5,Hypochoeris glabra,Hypochoeris glabra,Smooth Cat's-ear,Asteraceae,Dicotyledons,Medium Forb/Herb
5023,3,2015-09-30,7,Radial,1,False,Not in Gap,793,Hydrocotyle spp,1.0,Hydrocotyle hirta,Hydrocotyle hirta,Hairy Pennywort,Apiaceae,Dicotyledons,Medium Forb/Herb
5024,3,2015-09-30,7,Radial,1,False,Not in Gap,788,Rytidosperma spp.,1.0,Rytidosperma australe,Rytidosperma australe,Southern Sheep-grass,Poaceae,Monocotyledons,Tiny Non-tufted grass/sedge
5025,3,2015-09-30,7,Radial,1,False,Not in Gap,790,Austrostipa spp,1.0,Austrostipa rudis,Austrostipa rudis,Veined Spear-grass,Poaceae,Monocotyledons,Large Tufted grass/sedge
5026,3,2015-09-30,7,Radial,1,False,Not in Gap,791,Cotula australis,0.5,Cotula australis,Cotula australis,Common Cotula,Asteraceae,Dicotyledons,Medium Forb/Herb
5027,3,2015-09-30,7,Radial,1,False,Not in Gap,798,Oxalis sp 2.,0.5,Oxalis hirta,Oxalis hirta,Hairy Wood-sorrel,Oxalidaceae,Dicotyledons,Medium Forb/Herb
5028,3,2015-09-30,7,Radial,1,False,Not in Gap,795,Lagenophora spp,0.5,Lagenophora montana,Lagenophora montana,Mountain Bottle-daisy,Asteraceae,Dicotyledons,Medium Forb/Herb
5029,3,2015-09-30,7,Radial,1,False,Not in Gap,796,Microlaena stipoides,3.0,Microlaena stipoides,,,,,
5030,3,2015-09-30,7,Radial,1,False,Not in Gap,792,Dichondra repens,2.0,Dichondra repens,Dichondra repens,Kidney-weed,Convolvulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb
5031,6,2019-09-25,7,Radial,2,True,,13141,Cassinia aculata,0.5,Cassinia aculeata,Cassinia aculeata,Common Cassinia,Asteraceae,Dicotyledons,Shrub
5032,6,2019-09-25,7,Radial,2,True,,13137,Lagenophora spp,0.5,Lagenophora montana,Lagenophora montana,Mountain Bottle-daisy,Asteraceae,Dicotyledons,Medium Forb/Herb
5033,6,2019-09-25,7,Radial,2,True,,13138,Microlaena stipoides,0.5,Microlaena stipoides,,,,,
5034,6,2019-09-25,7,Radial,2,True,,13139,Poa sieberiana,1.0,Poa sieberiana,Poa sieberiana,Grey Tussock-grass,Poaceae,Monocotyledons,Medium Tufted grass/sedge
5035,6,2019-09-25,7,Radial,2,True,,13140,Senecio spp,0.5,Senecio spp,,,,,
5036,6,2019-09-25,7,Radial,2,True,,13143,Dillwynia glaberrima,1.0,Dillwynia glaberrima,Dillwynia glaberrima,Smooth Parrot-pea,Fabaceae,Dicotyledons,Small Shrub
5037,6,2019-09-25,7,Radial,2,True,,13136,Hypericum gramineum,0.5,Hypericum gramineum,Hypericum gramineum,Small St John's Wort,Clusiaceae,Dicotyledons,Medium Forb/Herb
5038,6,2019-09-25,7,Radial,2,True,,13142,Stellaria media,0.5,Stellaria media,Stellaria media,Chickweed,Caryophyllaceae,Dicotyledons,Medium Forb/Herb
5039,6,2019-09-25,7,Radial,2,True,,13135,Dichelachne crinita,0.5,Dichelachne crinita,Dichelachne crinita,Long-hair Plume-grass,Poaceae,Monocotyledons,Medium Tufted grass/sedge
5040,6,2019-09-25,7,Radial,2,True,,13128,Anagallis arvensis,0.5,Anagallis arvensis,Anagallis arvensis,Pimpernel,Primulaceae,Dicotyledons,Medium Forb/Herb
5041,6,2019-09-25,7,Radial,2,True,,13129,Arthropodium strictum,0.5,Arthropodium strictum s.l.,Arthropodium strictum s.l.,Chocolate Lily,Anthericaceae,Monocotyledons,Large Forb/Herb
5042,6,2019-09-25,7,Radial,2,True,,13130,Rytidosperma geniculata,1.0,Rytidosperma nivicolum,Rytidosperma nivicolum,Snow Wallaby-grass,Poaceae,Monocotyledons,Small Tufted grass/sedge
5043,6,2019-09-25,7,Radial,2,True,,13131,Rytidosperma caespitosum,2.0,Rytidosperma nivicolum,Rytidosperma nivicolum,Snow Wallaby-grass,Poaceae,Monocotyledons,Small Tufted grass/sedge
5044,6,2019-09-25,7,Radial,2,True,,13132,Cheilanthes austrotenuifolia,0.5,Cheilanthes austrotenuifolia,Cheilanthes austrotenuifolia,Green Rock-fern,Adiantaceae,Ferns and Allies,Tufted Ground Fern
5045,6,2019-09-25,7,Radial,2,True,,13133,Crassula sieberiana,0.5,Crassula sieberiana s.l.,Crassula sieberiana s.l.,Sieber Crassula,Crassulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb
5046,6,2019-09-25,7,Radial,2,True,,13134,Dianella revoluta s.l.,0.5,Dianella revoluta s.l.,Dianella revoluta s.l.,Black-anther Flax-lily,Hemerocallidaceae,Monocotyledons,Medium Forb/Herb
5047,0,2012-10-31,7,Radial,2,True,In Gap,7812,Senecio spp,0.5,Senecio spp,,,,,
5048,0,2012-10-31,7,Radial,2,True,In Gap,7808,Gnaphalium sp,0.5,Gnaphalium indutum,Gnaphalium indutum,Tiny Cudweed,Asteraceae,Dicotyledons,Medium Forb/Herb
5049,0,2012-10-31,7,Radial,2,True,In Gap,7809,Hypochaeris spp,0.5,Hypochoeris glabra,Hypochoeris glabra,Smooth Cat's-ear,Asteraceae,Dicotyledons,Medium Forb/Herb
5050,0,2012-10-31,7,Radial,2,True,In Gap,7811,Microlaena stipoides,0.5,Microlaena stipoides,,,,,
5051,0,2012-10-31,7,Radial,2,True,In Gap,7813,Unknown Species,0.5,Unknown Species,,,,,
5052,0,2012-10-31,7,Radial,2,True,In Gap,7807,Euchiton spp,0.5,Euchiton spp,,,,,
5053,0,2012-10-31,7,Radial,2,True,In Gap,7803,Rytidosperma spp.,0.5,Rytidosperma australe,Rytidosperma australe,Southern Sheep-grass,Poaceae,Monocotyledons,Tiny Non-tufted grass/sedge
5054,0,2012-10-31,7,Radial,2,True,In Gap,7810,Lagenophora spp,0.5,Lagenophora montana,Lagenophora montana,Mountain Bottle-daisy,Asteraceae,Dicotyledons,Medium Forb/Herb
5055,0,2012-10-31,7,Radial,2,True,In Gap,7804,Cerastium sp.,0.5,Cerastium sp.,,,,,
5056,0,2012-10-31,7,Radial,2,True,In Gap,7805,Cheilanthes austrotenuifolia,0.5,Cheilanthes austrotenuifolia,Cheilanthes austrotenuifolia,Green Rock-fern,Adiantaceae,Ferns and Allies,Tufted Ground Fern
5057,0,2012-10-31,7,Radial,2,True,In Gap,7806,Crassula spp,0.5,Crassula spp,,,,,
5058,3,2015-09-30,7,Radial,2,True,In Gap,506,Dactylis glomerata,0.5,Dactylis glomerata,Dactylis glomerata,Cocksfoot,Poaceae,Monocotyledons,Medium Tufted grass/sedge
5059,3,2015-09-30,7,Radial,2,True,In Gap,502,Cheilanthes austrotenuifolia,0.5,Cheilanthes austrotenuifolia,Cheilanthes austrotenuifolia,Green Rock-fern,Adiantaceae,Ferns and Allies,Tufted Ground Fern
5060,3,2015-09-30,7,Radial,2,True,In Gap,503,Hypochaeris spp,1.0,Hypochoeris glabra,Hypochoeris glabra,Smooth Cat's-ear,Asteraceae,Dicotyledons,Medium Forb/Herb
5061,3,2015-09-30,7,Radial,2,True,In Gap,504,Rytidosperma spp.,2.0,Rytidosperma australe,Rytidosperma australe,Southern Sheep-grass,Poaceae,Monocotyledons,Tiny Non-tufted grass/sedge
5062,3,2015-09-30,7,Radial,2,True,In Gap,505,Unknown Species,1.0,Unknown Species,,,,,
5063,6,2019-09-25,7,Radial,3,False,,13155,Lagenophora spp,0.5,Lagenophora montana,Lagenophora montana,Mountain Bottle-daisy,Asteraceae,Dicotyledons,Medium Forb/Herb
5064,6,2019-09-25,7,Radial,3,False,,13152,Crassula sieberiana,1.0,Crassula sieberiana s.l.,Crassula sieberiana s.l.,Sieber Crassula,Crassulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb
5065,6,2019-09-25,7,Radial,3,False,,13156,Microlaena stipoides,0.5,Microlaena stipoides,,,,,
5066,6,2019-09-25,7,Radial,3,False,,13154,Euchiton involucratis,0.5,Euchiton involucratus s.l.,Euchiton involucratus s.l.,Common Cudweed,Asteraceae,Dicotyledons,Medium Forb/Herb
5067,6,2019-09-25,7,Radial,3,False,,13153,Eucalyptus tereteticornis,3.0,Eucalyptus alaticaulis,Eucalyptus alaticaulis,Grampians Grey-gum,Myrtaceae,Dicotyledons,Mallee Tree
5068,6,2019-09-25,7,Radial,3,False,,13150,Rytidosperma caespitosum,0.5,Rytidosperma nivicolum,Rytidosperma nivicolum,Snow Wallaby-grass,Poaceae,Monocotyledons,Small Tufted grass/sedge
5069,6,2019-09-25,7,Radial,3,False,,13149,Anagallis arvensis,0.5,Anagallis arvensis,Anagallis arvensis,Pimpernel,Primulaceae,Dicotyledons,Medium Forb/Herb
5070,6,2019-09-25,7,Radial,3,False,,13151,Cardamine sp.,0.5,Cardamine sp.,,,,,
5071,0,2012-10-31,7,Radial,3,False,Edge of Gap,7817,Rytidosperma spp.,0.5,Rytidosperma australe,Rytidosperma australe,Southern Sheep-grass,Poaceae,Monocotyledons,Tiny Non-tufted grass/sedge
5072,0,2012-10-31,7,Radial,3,False,Edge of Gap,7822,Microlaena stipoides,0.5,Microlaena stipoides,,,,,
5073,0,2012-10-31,7,Radial,3,False,Edge of Gap,7821,Lagenophora spp,0.5,Lagenophora montana,Lagenophora montana,Mountain Bottle-daisy,Asteraceae,Dicotyledons,Medium Forb/Herb
5074,0,2012-10-31,7,Radial,3,False,Edge of Gap,7820,Hypochaeris spp,0.5,Hypochoeris glabra,Hypochoeris glabra,Smooth Cat's-ear,Asteraceae,Dicotyledons,Medium Forb/Herb
5075,0,2012-10-31,7,Radial,3,False,Edge of Gap,7819,Einadia nutans,0.5,Einadia hastata,Einadia hastata,Saloop,Chenopodiaceae,Dicotyledons,Medium Forb/Herb
5076,0,2012-10-31,7,Radial,3,False,Edge of Gap,7818,Dichondra repens,0.5,Dichondra repens,Dichondra repens,Kidney-weed,Convolvulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb
5077,3,2015-09-30,7,Radial,3,False,Edge of Gap,809,Crassula spp,0.5,Crassula spp,,,,,
5078,3,2015-09-30,7,Radial,3,False,Edge of Gap,813,Hypochaeris spp,1.0,Hypochoeris glabra,Hypochoeris glabra,Smooth Cat's-ear,Asteraceae,Dicotyledons,Medium Forb/Herb
5079,3,2015-09-30,7,Radial,3,False,Edge of Gap,806,Rytidosperma spp.,1.0,Rytidosperma australe,Rytidosperma australe,Southern Sheep-grass,Poaceae,Monocotyledons,Tiny Non-tufted grass/sedge
5080,3,2015-09-30,7,Radial,3,False,Edge of Gap,807,Cardamine sp.,0.5,Cardamine sp.,,,,,
5081,3,2015-09-30,7,Radial,3,False,Edge of Gap,810,Dichondra repens,2.0,Dichondra repens,Dichondra repens,Kidney-weed,Convolvulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb
5082,3,2015-09-30,7,Radial,3,False,Edge of Gap,812,Euchiton involucratis,0.5,Euchiton involucratus s.l.,Euchiton involucratus s.l.,Common Cudweed,Asteraceae,Dicotyledons,Medium Forb/Herb
5083,3,2015-09-30,7,Radial,3,False,Edge of Gap,818,Stellaria spp.,1.0,Stellaria spp.,,,,,
5084,3,2015-09-30,7,Radial,3,False,Edge of Gap,814,Microlaena stipoides,0.5,Microlaena stipoides,,,,,
5085,3,2015-09-30,7,Radial,3,False,Edge of Gap,815,Poranthera microphylla,0.5,Poranthera microphylla s.l.,Poranthera microphylla s.l.,Small Poranthera,Euphorbiaceae,Dicotyledons,Medium Forb/Herb
5086,3,2015-09-30,7,Radial,3,False,Edge of Gap,816,Senecio spp,1.0,Senecio spp,,,,,
5087,3,2015-09-30,7,Radial,3,False,Edge of Gap,808,Cotula australis,0.5,Cotula australis,Cotula australis,Common Cotula,Asteraceae,Dicotyledons,Medium Forb/Herb
5088,3,2015-09-30,7,Radial,3,False,Edge of Gap,811,Eucalyptus tereteticornis,3.0,Eucalyptus alaticaulis,Eucalyptus alaticaulis,Grampians Grey-gum,Myrtaceae,Dicotyledons,Mallee Tree
5089,6,2019-09-25,7,Radial,4,True,,13164,Dichondra repens,0.5,Dichondra repens,Dichondra repens,Kidney-weed,Convolvulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb
5090,6,2019-09-25,7,Radial,4,True,,13168,Pterostylis concinna,0.5,Pterostylis concinna,Pterostylis concinna,Trim Greenhood,Orchidaceae,Monocotyledons,Medium Forb/Herb
5091,6,2019-09-25,7,Radial,4,True,,13167,Microlaena stipoides,0.5,Microlaena stipoides,,,,,
5092,6,2019-09-25,7,Radial,4,True,,13165,Erhartia erecta,1.0,Erhartia erecta,,,,,
5093,6,2019-09-25,7,Radial,4,True,,13163,Austrostipa scabra,0.5,Austrostipa scabra,Austrostipa scabra,Rough Spear-grass,Poaceae,Monocotyledons,Medium Tufted grass/sedge
5094,6,2019-09-25,7,Radial,4,True,,13161,Rytidosperma caespitosum,1.0,Rytidosperma nivicolum,Rytidosperma nivicolum,Snow Wallaby-grass,Poaceae,Monocotyledons,Small Tufted grass/sedge
5095,6,2019-09-25,7,Radial,4,True,,13162,Rytidosperma geniculata,1.0,Rytidosperma nivicolum,Rytidosperma nivicolum,Snow Wallaby-grass,Poaceae,Monocotyledons,Small Tufted grass/sedge
5096,6,2019-09-25,7,Radial,4,True,,13166,Lagenophora spp,0.5,Lagenophora montana,Lagenophora montana,Mountain Bottle-daisy,Asteraceae,Dicotyledons,Medium Forb/Herb
5097,0,2012-10-31,7,Radial,4,True,Edge of Gap,7833,Wahlenbergia spp,0.5,Wahlenbergia ceracea,Wahlenbergia ceracea,Waxy Bluebell,Campanulaceae,Dicotyledons,Large Forb/Herb
5098,0,2012-10-31,7,Radial,4,True,Edge of Gap,7831,Senecio spp,0.5,Senecio spp,,,,,
5099,0,2012-10-31,7,Radial,4,True,Edge of Gap,7832,Veronica spp,0.5,Veronica spp,,,,,
5100,0,2012-10-31,7,Radial,4,True,Edge of Gap,7826,Rytidosperma spp.,1.0,Rytidosperma australe,Rytidosperma australe,Southern Sheep-grass,Poaceae,Monocotyledons,Tiny Non-tufted grass/sedge
5101,0,2012-10-31,7,Radial,4,True,Edge of Gap,7827,Einadia nutans,0.5,Einadia hastata,Einadia hastata,Saloop,Chenopodiaceae,Dicotyledons,Medium Forb/Herb
5102,0,2012-10-31,7,Radial,4,True,Edge of Gap,7828,Hypericum gramineum,0.5,Hypericum gramineum,Hypericum gramineum,Small St John's Wort,Clusiaceae,Dicotyledons,Medium Forb/Herb
5103,0,2012-10-31,7,Radial,4,True,Edge of Gap,7829,Microlaena stipoides,1.0,Microlaena stipoides,,,,,
5104,0,2012-10-31,7,Radial,4,True,Edge of Gap,7830,Poranthera microphylla,0.5,Poranthera microphylla s.l.,Poranthera microphylla s.l.,Small Poranthera,Euphorbiaceae,Dicotyledons,Medium Forb/Herb
5105,3,2015-09-30,7,Radial,4,True,In Gap,610,Arthropodium spp,0.5,Arthropodium minus,Arthropodium minus,Small Vanilla-lily,Anthericaceae,Monocotyledons,Large Forb/Herb
5106,3,2015-09-30,7,Radial,4,True,In Gap,618,Hypochaeris spp,0.5,Hypochoeris glabra,Hypochoeris glabra,Smooth Cat's-ear,Asteraceae,Dicotyledons,Medium Forb/Herb
5107,3,2015-09-30,7,Radial,4,True,In Gap,617,Euchiton involucratis,1.0,Euchiton involucratus s.l.,Euchiton involucratus s.l.,Common Cudweed,Asteraceae,Dicotyledons,Medium Forb/Herb
5108,3,2015-09-30,7,Radial,4,True,In Gap,616,Einadia nutans,1.0,Einadia hastata,Einadia hastata,Saloop,Chenopodiaceae,Dicotyledons,Medium Forb/Herb
5109,3,2015-09-30,7,Radial,4,True,In Gap,615,Dichondra repens,1.0,Dichondra repens,Dichondra repens,Kidney-weed,Convolvulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb
5110,3,2015-09-30,7,Radial,4,True,In Gap,614,Crassula spp,0.5,Crassula spp,,,,,
5111,3,2015-09-30,7,Radial,4,True,In Gap,613,Cotula australis,0.5,Cotula australis,Cotula australis,Common Cotula,Asteraceae,Dicotyledons,Medium Forb/Herb
5112,3,2015-09-30,7,Radial,4,True,In Gap,611,Rytidosperma spp.,2.0,Rytidosperma australe,Rytidosperma australe,Southern Sheep-grass,Poaceae,Monocotyledons,Tiny Non-tufted grass/sedge
5113,3,2015-09-30,7,Radial,4,True,In Gap,619,Microlaena stipoides,2.0,Microlaena stipoides,,,,,
5114,3,2015-09-30,7,Radial,4,True,In Gap,622,Veronica spp,0.5,Veronica spp,,,,,
5115,3,2015-09-30,7,Radial,4,True,In Gap,621,Senecio spp,0.5,Senecio spp,,,,,
5116,3,2015-09-30,7,Radial,4,True,In Gap,620,Poranthera microphylla,1.0,Poranthera microphylla s.l.,Poranthera microphylla s.l.,Small Poranthera,Euphorbiaceae,Dicotyledons,Medium Forb/Herb
5117,6,2019-09-25,7,Radial,5,False,,13183,Senecio spp,0.5,Senecio spp,,,,,
5118,6,2019-09-25,7,Radial,5,False,,13178,Hydrocotyle spp,0.5,Hydrocotyle hirta,Hydrocotyle hirta,Hairy Pennywort,Apiaceae,Dicotyledons,Medium Forb/Herb
5119,6,2019-09-25,7,Radial,5,False,,13179,Hypericum gramineum,0.5,Hypericum gramineum,Hypericum gramineum,Small St John's Wort,Clusiaceae,Dicotyledons,Medium Forb/Herb
5120,6,2019-09-25,7,Radial,5,False,,13180,Lagenophora spp,0.5,Lagenophora montana,Lagenophora montana,Mountain Bottle-daisy,Asteraceae,Dicotyledons,Medium Forb/Herb
5121,6,2019-09-25,7,Radial,5,False,,13182,Oxalis sp 2.,0.5,Oxalis hirta,Oxalis hirta,Hairy Wood-sorrel,Oxalidaceae,Dicotyledons,Medium Forb/Herb
5122,6,2019-09-25,7,Radial,5,False,,13181,Microlaena stipoides,1.0,Microlaena stipoides,,,,,
5123,6,2019-09-25,7,Radial,5,False,,13173,Rytidosperma geniculata,0.5,Rytidosperma nivicolum,Rytidosperma nivicolum,Snow Wallaby-grass,Poaceae,Monocotyledons,Small Tufted grass/sedge
5124,6,2019-09-25,7,Radial,5,False,,13174,Crassula sieberiana,0.5,Crassula sieberiana s.l.,Crassula sieberiana s.l.,Sieber Crassula,Crassulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb
5125,6,2019-09-25,7,Radial,5,False,,13175,Dichondra repens,0.5,Dichondra repens,Dichondra repens,Kidney-weed,Convolvulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb
5126,6,2019-09-25,7,Radial,5,False,,13176,Einadia nutans,0.5,Einadia hastata,Einadia hastata,Saloop,Chenopodiaceae,Dicotyledons,Medium Forb/Herb
5127,6,2019-09-25,7,Radial,5,False,,13177,Eucalyptus tereteticornis,2.0,Eucalyptus alaticaulis,Eucalyptus alaticaulis,Grampians Grey-gum,Myrtaceae,Dicotyledons,Mallee Tree
5128,0,2012-10-31,7,Radial,5,False,Not in Gap,7845,Veronica spp,0.5,Veronica spp,,,,,
5129,0,2012-10-31,7,Radial,5,False,Not in Gap,7843,Microlaena stipoides,0.5,Microlaena stipoides,,,,,
5130,0,2012-10-31,7,Radial,5,False,Not in Gap,7844,Senecio spp,0.5,Senecio spp,,,,,
5131,0,2012-10-31,7,Radial,5,False,Not in Gap,7846,Wahlenbergia spp,0.5,Wahlenbergia ceracea,Wahlenbergia ceracea,Waxy Bluebell,Campanulaceae,Dicotyledons,Large Forb/Herb
5132,0,2012-10-31,7,Radial,5,False,Not in Gap,7842,Lagenophora spp,0.5,Lagenophora montana,Lagenophora montana,Mountain Bottle-daisy,Asteraceae,Dicotyledons,Medium Forb/Herb
5133,0,2012-10-31,7,Radial,5,False,Not in Gap,7837,Rytidosperma spp.,1.0,Rytidosperma australe,Rytidosperma australe,Southern Sheep-grass,Poaceae,Monocotyledons,Tiny Non-tufted grass/sedge
5134,0,2012-10-31,7,Radial,5,False,Not in Gap,7841,Hypericum gramineum,0.5,Hypericum gramineum,Hypericum gramineum,Small St John's Wort,Clusiaceae,Dicotyledons,Medium Forb/Herb
5135,0,2012-10-31,7,Radial,5,False,Not in Gap,7840,Hydrocotyle spp,0.5,Hydrocotyle hirta,Hydrocotyle hirta,Hairy Pennywort,Apiaceae,Dicotyledons,Medium Forb/Herb
5136,0,2012-10-31,7,Radial,5,False,Not in Gap,7839,Cotula australis,0.5,Cotula australis,Cotula australis,Common Cotula,Asteraceae,Dicotyledons,Medium Forb/Herb
5137,0,2012-10-31,7,Radial,5,False,Not in Gap,7838,Conyza sumatrensis,0.5,Conyza sumatrensis,Conyza sumatrensis,Tall Fleabane,Asteraceae,Dicotyledons,Large Forb/Herb
5138,3,2015-09-30,7,Radial,5,False,Not in Gap,824,Rytidosperma spp.,1.0,Rytidosperma australe,Rytidosperma australe,Southern Sheep-grass,Poaceae,Monocotyledons,Tiny Non-tufted grass/sedge
5139,3,2015-09-30,7,Radial,5,False,Not in Gap,828,Eucalyptus tereteticornis,3.0,Eucalyptus alaticaulis,Eucalyptus alaticaulis,Grampians Grey-gum,Myrtaceae,Dicotyledons,Mallee Tree
5140,3,2015-09-30,7,Radial,5,False,Not in Gap,833,Conyza sumatrensis,0.5,Conyza sumatrensis,Conyza sumatrensis,Tall Fleabane,Asteraceae,Dicotyledons,Large Forb/Herb
5141,3,2015-09-30,7,Radial,5,False,Not in Gap,832,Oxalis sp 2.,0.5,Oxalis hirta,Oxalis hirta,Hairy Wood-sorrel,Oxalidaceae,Dicotyledons,Medium Forb/Herb
5142,3,2015-09-30,7,Radial,5,False,Not in Gap,831,Microlaena stipoides,1.0,Microlaena stipoides,,,,,
5143,3,2015-09-30,7,Radial,5,False,Not in Gap,830,Lagenophora spp,0.5,Lagenophora montana,Lagenophora montana,Mountain Bottle-daisy,Asteraceae,Dicotyledons,Medium Forb/Herb
5144,3,2015-09-30,7,Radial,5,False,Not in Gap,826,Dichondra repens,1.0,Dichondra repens,Dichondra repens,Kidney-weed,Convolvulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb
5145,3,2015-09-30,7,Radial,5,False,Not in Gap,825,Cotula australis,1.0,Cotula australis,Cotula australis,Common Cotula,Asteraceae,Dicotyledons,Medium Forb/Herb
5146,3,2015-09-30,7,Radial,5,False,Not in Gap,827,Einadia nutans,1.0,Einadia hastata,Einadia hastata,Saloop,Chenopodiaceae,Dicotyledons,Medium Forb/Herb
5147,3,2015-09-30,7,Radial,5,False,Not in Gap,829,Euchiton involucratis,0.5,Euchiton involucratus s.l.,Euchiton involucratus s.l.,Common Cudweed,Asteraceae,Dicotyledons,Medium Forb/Herb
5148,6,2019-09-25,7,Radial,6,True,,13192,Einadia nutans,3.0,Einadia hastata,Einadia hastata,Saloop,Chenopodiaceae,Dicotyledons,Medium Forb/Herb
5149,6,2019-09-25,7,Radial,6,True,,13193,Glycine clandestina,0.5,Glycine clandestina,Glycine clandestina,Twining Glycine,Fabaceae,Dicotyledons,Climber
5150,6,2019-09-25,7,Radial,6,True,,13197,Microlaena stipoides,0.5,Microlaena stipoides,,,,,
5151,6,2019-09-25,7,Radial,6,True,,13196,Hypochaeris radicata,0.5,Hypochoeris radicata,Hypochoeris radicata,Flatweed,Asteraceae,Dicotyledons,Medium Forb/Herb
5152,6,2019-09-25,7,Radial,6,True,,13195,Hypericum gramineum,0.5,Hypericum gramineum,Hypericum gramineum,Small St John's Wort,Clusiaceae,Dicotyledons,Medium Forb/Herb
5153,6,2019-09-25,7,Radial,6,True,,13194,Hydrocotyle spp,0.5,Hydrocotyle hirta,Hydrocotyle hirta,Hairy Pennywort,Apiaceae,Dicotyledons,Medium Forb/Herb
5154,6,2019-09-25,7,Radial,6,True,,13191,Dichondra repens,0.5,Dichondra repens,Dichondra repens,Kidney-weed,Convolvulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb
5155,6,2019-09-25,7,Radial,6,True,,13190,Rytidosperma geniculata,1.0,Rytidosperma nivicolum,Rytidosperma nivicolum,Snow Wallaby-grass,Poaceae,Monocotyledons,Small Tufted grass/sedge
