Plot_treatment,Plot_number,Quadrat_number,Year_monitoring,Scientific Name,Score
Gap,10,18,6,Wahlenbergia gracilenta s.l.,[0.5]
Gap,10,19,0,Dichondra repens,[1.0]
Gap,10,19,0,Einadia nutans subsp. nutans,[0.5]
Gap,10,19,0,Rytidosperma nivicolum,[1.0]
Gap,10,19,3,Dichondra repens,[0.5]
Gap,10,19,3,Einadia nutans subsp. nutans,[1.0]
Gap,10,19,3,Rytidosperma nivicolum,[1.0]
Gap,10,19,3,Senecio quadridentatus,[0.5]
Gap,10,19,6,Crassula sieberiana s.l.,[0.5]
Gap,10,19,6,Einadia nutans subsp. nutans,[2.0]
Gap,10,19,6,Rytidosperma nivicolum,[0.5]
Gap,10,19,6,Vulpia bromoides,[0.5]
Gap,10,20,0,Austrostipa rudis,[1.0]
Gap,10,20,0,Carex breviculmis,[0.5]
Gap,10,20,0,Cotula australis,[0.5]
Gap,10,20,0,Crassula sieberiana s.l.,[0.5]
Gap,10,20,0,Dichondra repens,[0.5]
Gap,10,20,0,Einadia nutans subsp. nutans,[0.5]
Gap,10,20,0,Gnaphalium indutum,[0.5]
Gap,10,20,0,Hypochoeris radicata,[0.5]
Gap,10,20,0,Linaria pelisseriana,[0.5]
Gap,10,20,0,Microlaena stipoides var. stipoides,[1.0]
Gap,10,20,0,Rytidosperma nivicolum,[3.0]
Gap,10,20,0,Senecio quadridentatus,[0.5]
Gap,10,20,0,Stellaria flaccida,[0.5]
Gap,10,20,3,Anagallis arvensis,[1.0]
Gap,10,20,3,Austrostipa rudis,[3.0]
Gap,10,20,3,Briza minor,[0.5]
Gap,10,20,3,Centaurium erythraea,[0.5]
Gap,10,20,3,Cotula australis,[0.5]
Gap,10,20,3,Crassula sieberiana s.l.,[0.5]
Gap,10,20,3,Dichondra repens,[1.0]
Gap,10,20,3,Einadia nutans subsp. nutans,[1.0]
Gap,10,20,3,Hydrocotyle laxiflora,[0.5]
Gap,10,20,3,Hypochoeris radicata,[3.0]
Gap,10,20,3,Lolium perenne,[1.0]
Gap,10,20,3,Rytidosperma nivicolum,[2.0]
Gap,10,20,3,Senecio quadridentatus,[2.0]
Gap,10,20,3,Stellaria flaccida,[0.5]
Gap,10,20,3,Stuartina muelleri,[1.0]
Gap,10,20,3,Wahlenbergia gracilis,[2.0]
Gap,10,20,6,Aira spp.,[1.0]
Gap,10,20,6,Austrostipa scabra,[4.0]
Gap,10,20,6,Briza minor,[0.5]
Gap,10,20,6,Cheilanthes austrotenuifolia,[0.5]
Gap,10,20,6,Crassula sieberiana s.l.,[0.5]
Gap,10,20,6,Dichondra repens,[0.5]
Gap,10,20,6,Hypochoeris radicata,[0.5]
Gap,10,20,6,Lolium perenne,[0.5]
Gap,10,20,6,Microlaena stipoides var. stipoides,[0.5]
Gap,10,20,6,Scutellaria humilis,[0.5]
Gap,10,21,0,Austrostipa rudis,[1.0]
Gap,10,21,0,Crassula sieberiana s.l.,[0.5]
Gap,10,21,0,Lomandra filiformis,[0.5]
Gap,10,21,0,Microlaena stipoides var. stipoides,[0.5]
Gap,10,21,0,Rytidosperma nivicolum,[0.5]
Gap,10,21,3,Austrostipa rudis,[0.5]
Gap,10,21,3,Crassula sieberiana s.l.,[0.5]
Gap,10,21,3,Dichondra repens,[0.5]
Gap,10,21,3,Einadia nutans subsp. nutans,[0.5]
Gap,10,21,3,Lomandra filiformis,[0.5]
Gap,10,21,3,Microlaena stipoides var. stipoides,[0.5]
Gap,10,21,3,Rytidosperma nivicolum,[0.5]
Gap,10,21,3,Senecio quadridentatus,[0.5]
Gap,10,21,3,Stellaria flaccida,[0.5]
Gap,10,21,3,Wahlenbergia gracilis,[0.5]
Gap,10,21,6,Austrostipa scabra,[0.5]
Gap,10,21,6,Einadia nutans subsp. nutans,[1.0]
Gap,10,21,6,Stellaria flaccida,[0.5]
Gap,10,22,0,Dichondra repens,[0.5]
Gap,10,22,0,Euchiton involucratus s.l.,[0.5]
Gap,10,22,0,Hypochoeris radicata,[0.5]
Gap,10,22,0,Microlaena stipoides var. stipoides,[1.0]
Gap,10,22,0,Rytidosperma nivicolum,[3.0]
Gap,10,22,3,Aira spp.,[0.5]
Gap,10,22,3,Austrostipa rudis,[0.5]
Gap,10,22,3,Cassinia longifolia,[0.5]
Gap,10,22,3,Cerastium glomeratum s.l.,[0.5]
Gap,10,22,3,Dichondra repens,[3.0]
Gap,10,22,3,Einadia nutans subsp. nutans,[1.0]
Gap,10,22,3,Hypochoeris radicata,[1.0]
Gap,10,22,3,Oxalis hirta,[0.5]
Gap,10,22,3,Rytidosperma nivicolum,[3.0]
Gap,10,22,3,Stellaria flaccida,[0.5]
Gap,10,22,3,Stuartina muelleri,[1.0]
Gap,10,22,3,Wahlenbergia gracilis,[0.5]
Gap,10,22,6,Austrostipa scabra,[4.0]
Gap,10,22,6,Einadia nutans subsp. nutans,[3.0]
Gap,10,22,6,Lagenophora gracilis,[0.5]
Gap,10,22,6,Microlaena stipoides var. stipoides,[1.0]
Gap,10,22,6,Rytidosperma nivicolum,[2.0]
Gap,10,23,0,Conyza sumatrensis,[0.5]
Gap,10,23,0,Crassula sieberiana s.l.,[0.5]
Gap,10,23,0,Dichondra repens,[0.5]
Gap,10,23,0,Microlaena stipoides var. stipoides,[0.5]
Gap,10,23,0,Rytidosperma nivicolum,[0.5]
Gap,10,23,3,Dichondra repens,[0.5]
Gap,10,23,3,Hypochoeris radicata,[0.5]
Gap,10,23,3,Microlaena stipoides var. stipoides,[0.5]
Gap,10,23,3,Rytidosperma nivicolum,[1.0]
Gap,10,23,6,Cotula australis,[0.5]
Gap,10,23,6,Crassula sieberiana s.l.,[0.5]
Gap,10,23,6,Einadia nutans subsp. nutans,[0.5]
Gap,10,23,6,Rytidosperma nivicolum,[0.5]
Gap,10,24,0,Acacia implexa,[0.5]
Gap,10,24,0,Austrostipa rudis,[0.5]
Gap,10,24,0,Cheilanthes austrotenuifolia,[0.5]
Gap,10,24,0,Cotula australis,[0.5]
Gap,10,24,0,Crassula sieberiana s.l.,[0.5]
Gap,10,24,0,Euchiton involucratus s.l.,[0.5]
Gap,10,24,0,Gnaphalium indutum,[0.5]
Gap,10,24,0,Lomandra longifolia,[2.0]
Gap,10,24,0,Microlaena stipoides var. stipoides,[2.0]
Gap,10,24,0,Rytidosperma nivicolum,[3.0]
Gap,10,24,0,Senecio quadridentatus,[0.5]
Gap,10,24,3,Acacia implexa,[0.5]
Gap,10,24,3,Austrostipa rudis,[1.0]
Gap,10,24,3,Cheilanthes austrotenuifolia,[0.5]
Gap,10,24,3,Cotula australis,[0.5]
Gap,10,24,3,Einadia nutans subsp. nutans,[1.0]
Gap,10,24,3,Lagenophora gracilis,[0.5]
Gap,10,24,3,Lomandra longifolia,[2.0]
Gap,10,24,3,Microlaena stipoides var. stipoides,[1.0]
Gap,10,24,3,Oxalis hirta,[0.5]
Gap,10,24,3,Rytidosperma nivicolum,[1.0]
Gap,10,24,3,Senecio quadridentatus,[1.0]
Gap,10,24,3,Stellaria flaccida,[0.5]
Gap,10,24,6,Acacia implexa,[1.0]
Gap,10,24,6,Austrostipa scabra,[3.0]
Gap,10,24,6,Einadia nutans subsp. nutans,[3.0]
Gap,10,24,6,Lomandra longifolia,[5.0]
Gap,10,24,6,Microlaena stipoides var. stipoides,[0.5]
Gap,10,24,6,Stellaria flaccida,[0.5]
Gap,10,25,0,Crassula sieberiana s.l.,[0.5]
Gap,10,25,0,Dichondra repens,[0.5]
Gap,10,25,0,Lagenophora gracilis,[0.5]
Gap,10,25,0,Microlaena stipoides var. stipoides,[1.0]
Gap,10,25,0,Rytidosperma nivicolum,[2.0]
Gap,10,25,0,Senecio quadridentatus,[0.5]
Gap,10,25,3,Crassula sieberiana s.l.,[1.0]
Gap,10,25,3,Dipodium punctatum s.l.,[0.5]
Gap,10,25,3,Euchiton involucratus s.l.,[1.0]
Gap,10,25,3,Hypochoeris radicata,[1.0]
Gap,10,25,3,Microlaena stipoides var. stipoides,[1.0]
Gap,10,25,3,Rytidosperma nivicolum,[2.0]
Gap,10,25,3,Senecio quadridentatus,[0.5]
Gap,10,25,6,Crassula sieberiana s.l.,[0.5]
Gap,10,25,6,Euchiton involucratus s.l.,[0.5]
Gap,10,25,6,Lagenophora gracilis,[0.5]
Gap,10,25,6,Microlaena stipoides var. stipoides,[0.5]
Gap,10,26,0,Cheilanthes austrotenuifolia,[0.5]
Gap,10,26,0,Dichondra repens,[0.5]
Gap,10,26,0,Euchiton involucratus s.l.,[0.5]
Gap,10,26,0,Lomandra longifolia,[2.0]
Gap,10,26,0,Microlaena stipoides var. stipoides,[1.0]
Gap,10,26,0,Rytidosperma nivicolum,[1.0]
Gap,10,26,3,Cotula australis,[0.5]
Gap,10,26,3,Crassula sieberiana s.l.,[0.5]
Gap,10,26,3,Dichondra repens,[1.0]
Gap,10,26,3,Euchiton involucratus s.l.,[0.5]
Gap,10,26,3,Hypericum gramineum,[0.5]
Gap,10,26,3,Microlaena stipoides var. stipoides,[1.0]
Gap,10,26,3,Rytidosperma nivicolum,[1.0]
Gap,10,26,3,Senecio quadridentatus,[0.5]
Gap,10,26,6,Crassula sieberiana s.l.,[0.5]
Gap,10,26,6,Einadia nutans subsp. nutans,[0.5]
Gap,10,26,6,Microlaena stipoides var. stipoides,[0.5]
Gap,10,26,6,Rytidosperma nivicolum,[0.5]
Gap,10,27,0,Conyza sumatrensis,[0.5]
Gap,10,27,0,Dichondra repens,[1.0]
Gap,10,27,0,Hypochoeris radicata,[0.5]
Gap,10,27,0,Lomandra longifolia,[3.0]
Gap,10,27,0,Microlaena stipoides var. stipoides,[0.5]
Gap,10,27,0,Rytidosperma nivicolum,[1.0]
Gap,10,27,3,Cotula australis,[0.5]
Gap,10,27,3,Crassula sieberiana s.l.,[0.5]
Gap,10,27,3,Dichondra repens,[1.0]
Gap,10,27,3,Hypochoeris radicata,[0.5]
Gap,10,27,3,Lomandra longifolia,[2.0]
Gap,10,27,3,Microlaena stipoides var. stipoides,[1.0]
Gap,10,27,3,Rytidosperma nivicolum,[1.0]
Gap,10,27,3,Stellaria flaccida,[0.5]
Gap,10,27,6,Crassula sieberiana s.l.,[0.5]
Gap,10,27,6,Entolasia marginata,[0.5]
Gap,10,27,6,Lomandra longifolia,[5.0]
Gap,10,27,6,Rytidosperma nivicolum,[0.5]
Gap,10,28,0,Aira spp.,[0.5]
Gap,10,28,0,Cheilanthes austrotenuifolia,[0.5]
Gap,10,28,0,Cotula australis,[0.5]
Gap,10,28,0,Crassula sieberiana s.l.,[0.5]
Gap,10,28,0,Gnaphalium indutum,[0.5]
Gap,10,28,0,Hypericum gramineum,[0.5]
Gap,10,28,0,Hypochoeris radicata,[0.5]
Gap,10,28,0,Lagenophora gracilis,[0.5]
Gap,10,28,0,Lomandra longifolia,[4.0]
Gap,10,28,0,Microlaena stipoides var. stipoides,[0.5]
Gap,10,28,0,Rytidosperma nivicolum,[4.0]
Gap,10,28,0,Senecio quadridentatus,[0.5]
Gap,10,28,3,Hypericum gramineum,[0.5]
Gap,10,28,3,Hypochoeris radicata,[0.5]
Gap,10,28,3,Lagenophora gracilis,[0.5]
Gap,10,28,3,Lomandra longifolia,[5.0]
Gap,10,28,3,Rytidosperma nivicolum,[3.0]
Gap,10,28,3,Senecio quadridentatus,[1.0]
Gap,10,28,3,Tricoryne elatior,[0.5]
Gap,10,28,3,Wahlenbergia gracilis,[0.5]
Gap,10,28,6,Austrostipa scabra,[0.5]
Gap,10,28,6,Briza minor,[0.5]
Gap,10,28,6,Cheilanthes austrotenuifolia,[0.5]
Gap,10,28,6,Cotula australis,[0.5]
Gap,10,28,6,Crassula sieberiana s.l.,[0.5]
Gap,10,28,6,Euchiton involucratus s.l.,[0.5]
Gap,10,28,6,Lagenophora gracilis,[0.5]
Gap,10,28,6,Lomandra longifolia,[5.0]
Gap,10,28,6,Microlaena stipoides var. stipoides,[0.5]
Gap,10,28,6,Rytidosperma nivicolum,[0.5]
Gap,10,28,6,Senecio quadridentatus,[0.5]
Gap,10,28,6,Tricoryne elatior,[0.5]
Gap,10,29,0,Cotula australis,[0.5]
Gap,10,29,0,Crassula sieberiana s.l.,[0.5]
Gap,10,29,0,Dichondra repens,[1.0]
Gap,10,29,0,Hypericum gramineum,[0.5]
Gap,10,29,0,Microlaena stipoides var. stipoides,[2.0]
Gap,10,29,0,Rytidosperma nivicolum,[1.0]
Gap,10,29,0,Senecio quadridentatus,[0.5]
Gap,10,29,3,Cotula australis,[0.5]
Gap,10,29,3,Crassula sieberiana s.l.,[1.0]
Gap,10,29,3,Dichondra repens,[0.5]
Gap,10,29,3,Hypochoeris radicata,[0.5]
Gap,10,29,3,Microlaena stipoides var. stipoides,[1.0]
Gap,10,29,3,Rytidosperma nivicolum,[0.5]
Gap,10,29,3,Senecio quadridentatus,[1.0]
Gap,10,29,3,Stellaria flaccida,[0.5]
Gap,10,29,6,Crassula sieberiana s.l.,[0.5]
Gap,10,29,6,Dipodium punctatum s.l.,[0.5]
Gap,10,29,6,Microlaena stipoides var. stipoides,[1.0]
Gap,10,29,6,Rytidosperma nivicolum,[0.5]
Gap,10,29,6,Senecio quadridentatus,[0.5]
Gap,10,30,0,Aira spp.,[0.5]
Gap,10,30,0,Austrostipa rudis,[1.0]
Gap,10,30,0,Cotula australis,[0.5]
Gap,10,30,0,Crassula sieberiana s.l.,[0.5]
Gap,10,30,0,Hypochoeris radicata,[0.5]
Gap,10,30,0,Lomandra longifolia,[1.0]
Gap,10,30,0,Rytidosperma nivicolum,[0.5]
Gap,10,30,0,Senecio quadridentatus,[0.5]
Gap,10,30,3,Acacia mearnsii,[0.5]
Gap,10,30,3,Austrostipa rudis,[4.0]
Gap,10,30,3,Cotula australis,[1.0]
Gap,10,30,3,Crassula sieberiana s.l.,[1.0]
Gap,10,30,3,Euchiton involucratus s.l.,[0.5]
Gap,10,30,3,Hypochoeris radicata,[1.0]
Gap,10,30,3,Lomandra longifolia,[2.0]
Gap,10,30,3,Senecio quadridentatus,[0.5]
Gap,10,30,3,Wahlenbergia gracilis,[0.5]
Gap,10,30,6,Crassula sieberiana s.l.,[0.5]
Gap,10,30,6,Dichelachne crinita,[3.0]
Gap,10,30,6,Juncus australis,[0.5]
Gap,10,30,6,Lomandra longifolia,[3.0]
Gap,10,30,6,Senecio quadridentatus,[0.5]
Gap,10,31,0,Crassula sieberiana s.l.,[0.5]
Gap,10,31,0,Euchiton involucratus s.l.,[0.5]
Gap,10,31,0,Gnaphalium indutum,[0.5]
Gap,10,31,0,Hypericum gramineum,[0.5]
Gap,10,31,0,Hypochoeris radicata,[0.5]
Gap,10,31,0,Lagenophora gracilis,[0.5]
Gap,10,31,0,Lomandra longifolia,[3.0]
Gap,10,31,0,Microlaena stipoides var. stipoides,[1.0]
Gap,10,31,0,Rytidosperma nivicolum,[2.0]
Gap,10,31,0,Senecio quadridentatus,[0.5]
Gap,10,31,0,Sonchus oleraceus,[0.5]
Gap,10,31,0,Wahlenbergia gracilis,[0.5]
Gap,10,31,3,Aira spp.,[0.5]
Gap,10,31,3,Briza minor,[0.5]
Gap,10,31,3,Centaurium erythraea,[0.5]
Gap,10,31,3,Cirsium vulgare,[0.5]
Gap,10,31,3,Cotula australis,[1.0]
Gap,10,31,3,Euchiton involucratus s.l.,[1.0]
Gap,10,31,3,Geranium sp. 1,[0.5]
Gap,10,31,3,Hydrocotyle laxiflora,[0.5]
Gap,10,31,3,Hypericum gramineum,[0.5]
Gap,10,31,3,Hypochoeris radicata,[2.0]
Gap,10,31,3,Juncus bufonius,[1.0]
Gap,10,31,3,Lagenophora gracilis,[0.5]
Gap,10,31,3,Linaria pelisseriana,[0.5]
Gap,10,31,3,Lomandra longifolia,[5.0]
Gap,10,31,3,Microlaena stipoides var. stipoides,[1.0]
Gap,10,31,3,Microtis unifolia,[0.5]
Gap,10,31,3,Oxalis hirta,[0.5]
Gap,10,31,3,Poranthera microphylla s.l.,[0.5]
Gap,10,31,3,Pterostylis pedunculata,[0.5]
Gap,10,31,3,Ranunculus pumilio,[1.0]
Gap,10,31,3,Rytidosperma nivicolum,[2.0]
Gap,10,31,3,Schoenus apogon,[1.0]
Gap,10,31,3,Sonchus oleraceus,[0.5]
Gap,10,31,3,Stellaria flaccida,[1.0]
Gap,10,31,3,Thysanotus patersonii,[0.5]
Gap,10,31,3,Wahlenbergia gracilis,[0.5]
Gap,10,31,6,Austrostipa scabra,[0.5]
Gap,10,31,6,Cheilanthes austrotenuifolia,[0.5]
Gap,10,31,6,Crassula sieberiana s.l.,[0.5]
Gap,10,31,6,Hydrocotyle laxiflora,[0.5]
Gap,10,31,6,Hypericum gramineum,[0.5]
Gap,10,31,6,Lagenophora gracilis,[0.5]
Gap,10,31,6,Lomandra longifolia,[6.0]
Gap,10,31,6,Microlaena stipoides var. stipoides,[0.5]
Gap,10,31,6,Rytidosperma nivicolum,[0.5]
Gap,10,31,6,Stellaria flaccida,[0.5]
Gap,10,31,6,Vulpia bromoides,[0.5]
Gap,10,31,6,Wahlenbergia gracilis,[0.5]
Gap,10,32,0,Dichondra repens,[0.5]
Gap,10,32,0,Hypericum gramineum,[0.5]
Gap,10,32,0,Hypochoeris radicata,[0.5]
Gap,10,32,0,Lomandra longifolia,[1.0]
Gap,10,32,0,Microlaena stipoides var. stipoides,[1.0]
Gap,10,32,0,Oxalis hirta,[0.5]
Gap,10,32,0,Rytidosperma nivicolum,[3.0]
Gap,10,32,0,Wahlenbergia gracilis,[0.5]
Gap,10,32,3,Aira spp.,[0.5]
Gap,10,32,3,Arthropodium minus,[1.0]
Gap,10,32,3,Briza minor,[0.5]
Gap,10,32,3,Dichondra repens,[1.0]
Gap,10,32,3,Hydrocotyle laxiflora,[1.0]
Gap,10,32,3,Lomandra longifolia,[1.0]
Gap,10,32,3,Oxalis hirta,[0.5]
Gap,10,32,3,Rytidosperma nivicolum,[4.0]
Gap,10,32,3,Senecio quadridentatus,[0.5]
Gap,10,32,3,Tricoryne elatior,[0.5]
Gap,10,32,3,Wahlenbergia gracilis,[1.0]
Gap,10,32,6,Aira spp.,[1.0]
Gap,10,32,6,Arthropodium minus,[1.0]
Gap,10,32,6,Austrostipa scabra,[0.5]
Gap,10,32,6,Briza minor,[0.5]
Gap,10,32,6,Cheilanthes austrotenuifolia,[1.0]
Gap,10,32,6,Cotula australis,[0.5]
Gap,10,32,6,Crassula sieberiana s.l.,[0.5]
Gap,10,32,6,Hydrocotyle laxiflora,[0.5]
Gap,10,32,6,Hypochoeris glabra,[0.5]
Gap,10,32,6,Lomandra longifolia,[2.0]
Gap,10,32,6,Microlaena stipoides var. stipoides,[0.5]
Gap,10,32,6,Oxalis perennans,[0.5]
Gap,10,32,6,Rytidosperma nivicolum,"[1.0, 3.0]"
Gap,10,32,6,Senecio quadridentatus,[0.5]
Gap,10,32,6,Stellaria flaccida,[1.0]
Gap,10,32,6,Tricoryne elatior,[0.5]
Gap,12,1,0,Anagallis arvensis,[0.5]
Gap,12,1,0,Austrostipa rudis,[3.0]
Gap,12,1,0,Conyza sumatrensis,[0.5]
Gap,12,1,0,Cotula australis,[0.5]
Gap,12,1,0,Desmodium gunnii,[2.0]
Gap,12,1,0,Einadia nutans subsp. nutans,[0.5]
Gap,12,1,0,Hypochoeris radicata,[0.5]
Gap,12,1,0,Lagenophora gracilis,[2.0]
Gap,12,1,0,Lomandra longifolia,[3.0]
Gap,12,1,0,Microlaena stipoides var. stipoides,[2.0]
Gap,12,1,0,Oxalis corniculata s.s.,[0.5]
Gap,12,1,0,Rytidosperma nivicolum,[0.5]
Gap,12,1,0,Senecio quadridentatus,[0.5]
Gap,12,1,0,Sonchus oleraceus,[0.5]
Gap,12,1,0,Veronica plebeia,[0.5]
Gap,12,1,0,Wahlenbergia gracilis,[0.5]
Gap,12,1,3,Aira spp.,[0.5]
Gap,12,1,3,Anagallis arvensis,[0.5]
Gap,12,1,3,Austrostipa rudis,[2.0]
Gap,12,1,3,Carex breviculmis,[0.5]
Gap,12,1,3,Desmodium gunnii,[1.0]
Gap,12,1,3,Einadia nutans subsp. nutans,[1.0]
Gap,12,1,3,Lagenophora gracilis,[1.0]
Gap,12,1,3,Lomandra filiformis,[0.5]
Gap,12,1,3,Lomandra longifolia,[2.0]
Gap,12,1,3,Mentha australis,[0.5]
Gap,12,1,3,Oxalis hirta,[1.0]
Gap,12,1,3,Rytidosperma nivicolum,[1.0]
Gap,12,1,3,Senecio quadridentatus,[0.5]
Gap,12,1,3,Sonchus oleraceus,[0.5]
Gap,12,1,3,Veronica plebeia,[0.5]
Gap,12,1,3,Wahlenbergia gracilis,[0.5]
Gap,12,1,6,Austrostipa scabra,[1.0]
Gap,12,1,6,Einadia nutans subsp. nutans,[1.0]
Gap,12,1,6,Hydrocotyle laxiflora,[0.5]
Gap,12,1,6,Hypericum gramineum,[0.5]
Gap,12,1,6,Lagenophora gracilis,[0.5]
Gap,12,1,6,Lomandra longifolia,[3.0]
Gap,12,1,6,Microlaena stipoides var. stipoides,[1.0]
Gap,12,1,6,Oxalis perennans,[0.5]
Gap,12,1,6,Poranthera microphylla s.l.,[0.5]
Gap,12,1,6,Rytidosperma nivicolum,[1.0]
Gap,12,2,0,Anagallis arvensis,[1.0]
Gap,12,2,0,Cotula australis,[1.0]
Gap,12,2,0,Dichondra repens,[3.0]
Gap,12,2,0,Geranium sp. 1,[1.0]
Gap,12,2,0,Hydrocotyle laxiflora,[1.0]
Gap,12,2,0,Hypochoeris radicata,[1.0]
Gap,12,2,0,Lagenophora gracilis,[1.0]
Gap,12,2,0,Lomandra longifolia,[1.0]
Gap,12,2,0,Microlaena stipoides var. stipoides,[3.0]
Gap,12,2,0,Poranthera microphylla s.l.,[1.0]
Gap,12,2,0,Rytidosperma nivicolum,[3.0]
Gap,12,2,0,Senecio quadridentatus,[3.0]
Gap,12,2,0,Sonchus oleraceus,[1.0]
Gap,12,2,0,Viola betonicifolia,[1.0]
Gap,12,2,3,Anagallis arvensis,[0.5]
Gap,12,2,3,Austrostipa rudis,[1.0]
Gap,12,2,3,Briza minor,[0.5]
Gap,12,2,3,Dichondra repens,[1.0]
Gap,12,2,3,Glycine clandestina,[1.0]
Gap,12,2,3,Hypochoeris radicata,[1.0]
Gap,12,2,3,Lomandra longifolia,[7.0]
Gap,12,2,3,Medicago lupulina,[1.0]
Gap,12,2,3,Microlaena stipoides var. stipoides,[2.0]
Gap,12,2,3,Oxalis hirta,[1.0]
Gap,12,2,3,Poa sieberiana,[2.0]
Gap,12,2,3,Senecio quadridentatus,[0.5]
Gap,12,2,3,Wahlenbergia gracilis,[1.0]
Gap,12,2,6,Desmodium gunnii,[0.5]
Gap,12,2,6,Dichondra repens,[0.5]
Gap,12,2,6,Hydrocotyle foveolata,[0.5]
Gap,12,2,6,Hydrocotyle laxiflora,[1.0]
Gap,12,2,6,Lagenophora gracilis,[0.5]
Gap,12,2,6,Lomandra longifolia,[7.0]
Gap,12,2,6,Microlaena stipoides var. stipoides,[1.0]
Gap,12,2,6,Poa labillardierei,[2.0]
Gap,12,2,6,Tricoryne elatior,[1.0]
Gap,12,2,6,Viola betonicifolia,[0.5]
Gap,12,3,0,Arthropodium minus,[0.5]
Gap,12,3,0,Cotula australis,[0.5]
Gap,12,3,0,Crassula sieberiana s.l.,[0.5]
Gap,12,3,0,Desmodium gunnii,[0.5]
Gap,12,3,0,Dichondra repens,[0.5]
Gap,12,3,0,Einadia nutans subsp. nutans,[0.5]
Gap,12,3,0,Euchiton involucratus s.l.,[2.0]
Gap,12,3,0,Hydrocotyle laxiflora,[0.5]
Gap,12,3,0,Lomandra longifolia,[0.5]
Gap,12,3,0,Microlaena stipoides var. stipoides,[2.0]
Gap,12,3,0,Oxalis corniculata s.s.,[0.5]
Gap,12,3,0,Rytidosperma nivicolum,[0.5]
Gap,12,3,0,Senecio quadridentatus,[0.5]
Gap,12,3,0,Sonchus oleraceus,[0.5]
Gap,12,3,0,Veronica plebeia,[0.5]
Gap,12,3,0,Wahlenbergia gracilis,[2.0]
Gap,12,3,3,Aira spp.,[2.0]
Gap,12,3,3,Anagallis arvensis,[1.0]
Gap,12,3,3,Austrostipa rudis,[1.0]
Gap,12,3,3,Centaurium erythraea,[1.0]
Gap,12,3,3,Conyza sumatrensis,[0.5]
Gap,12,3,3,Cotula australis,[1.0]
Gap,12,3,3,Dichondra repens,[2.0]
Gap,12,3,3,Euchiton involucratus s.l.,[0.5]
Gap,12,3,3,Hydrocotyle laxiflora,[1.0]
Gap,12,3,3,Hypochoeris radicata,[2.0]
Gap,12,3,3,Isolepis marginata,[1.0]
Gap,12,3,3,Juncus bufonius,[0.5]
Gap,12,3,3,Lomandra longifolia,[0.5]
Gap,12,3,3,Microlaena stipoides var. stipoides,[3.0]
Gap,12,3,3,Oxalis hirta,[0.5]
Gap,12,3,3,Poranthera microphylla s.l.,[0.5]
Gap,12,3,3,Ranunculus pumilio,[1.0]
Gap,12,3,3,Rytidosperma nivicolum,[0.5]
Gap,12,3,3,Senecio quadridentatus,[1.0]
Gap,12,3,3,Stellaria flaccida,[0.5]
Gap,12,3,3,Veronica plebeia,[0.5]
Gap,12,3,3,Wahlenbergia gracilis,[1.0]
Gap,12,3,6,Cotula australis,[0.5]
Gap,12,3,6,Hydrocotyle laxiflora,[0.5]
Gap,12,3,6,Juncus australis,[0.5]
Gap,12,3,6,Lagenophora gracilis,[1.0]
Gap,12,3,6,Lolium perenne,[0.5]
Gap,12,3,6,Lomandra longifolia,[1.0]
Gap,12,3,6,Microlaena stipoides var. stipoides,[1.0]
Gap,12,3,6,Rytidosperma nivicolum,"[0.5, 0.5]"
Gap,12,3,6,Tricoryne elatior,[0.5]
Gap,12,4,0,Anagallis arvensis,[0.5]
Gap,12,4,0,Austrostipa rudis,[0.5]
Gap,12,4,0,Carex breviculmis,[0.5]
Gap,12,4,0,Centaurium erythraea,[0.5]
Gap,12,4,0,Conyza sumatrensis,[0.5]
Gap,12,4,0,Desmodium gunnii,[0.5]
Gap,12,4,0,Hypochoeris radicata,[0.5]
Gap,12,4,0,Lagenophora gracilis,[1.0]
Gap,12,4,0,Lomandra longifolia,[3.0]
Gap,12,4,0,Microlaena stipoides var. stipoides,[4.0]
Gap,12,4,0,Oxalis corniculata s.s.,[0.5]
Gap,12,4,0,Poranthera microphylla s.l.,[0.5]
Gap,12,4,0,Rytidosperma nivicolum,[4.0]
Gap,12,4,0,Trifolium dubium,[0.5]
Gap,12,4,0,Viola hederacea sensu Entwisle (1996),[0.5]
Gap,12,4,0,Wahlenbergia gracilis,[1.0]
Gap,12,4,3,Arthropodium minus,[0.5]
Gap,12,4,3,Austrostipa rudis,[1.0]
Gap,12,4,3,Carex breviculmis,[0.5]
Gap,12,4,3,Conyza sumatrensis,[0.5]
Gap,12,4,3,Desmodium gunnii,[0.5]
Gap,12,4,3,Dichondra repens,[1.0]
Gap,12,4,3,Glycine clandestina,[1.0]
Gap,12,4,3,Lagenophora gracilis,[1.0]
Gap,12,4,3,Lomandra longifolia,[3.0]
Gap,12,4,3,Medicago lupulina,[0.5]
Gap,12,4,3,Microlaena stipoides var. stipoides,[1.0]
Gap,12,4,3,Poa sieberiana,[1.0]
Gap,12,4,3,Poranthera microphylla s.l.,[0.5]
Gap,12,4,3,Ranunculus pumilio,[0.5]
Gap,12,4,3,Senecio quadridentatus,[0.5]
Gap,12,4,3,Wahlenbergia gracilis,[0.5]
Gap,12,4,6,Austrostipa scabra,[1.0]
Gap,12,4,6,Carex breviculmis,[0.5]
Gap,12,4,6,Lagenophora gracilis,[1.0]
Gap,12,4,6,Lomandra longifolia,[4.0]
Gap,12,4,6,Microlaena stipoides var. stipoides,[1.0]
Gap,12,4,6,Microtis unifolia,[0.5]
